review_score_id,review_id,review_category_id,score,created_at
483,1776,1971,5,2024-10-06 10:59:17.947002+00:00
484,1776,1380,1,2024-06-22 17:56:56.886614+00:00
485,1776,859,1,2025-03-19 05:00:09.504596+00:00
486,1776,1967,3,2026-01-07 14:56:46.100291+00:00
487,17,1553,4,2025-03-19 16:24:30.606139+00:00
488,17,1679,2,2025-08-13 13:02:05.797840+00:00
489,1540,809,2,2025-08-11 07:07:28.556436+00:00
490,1540,1987,4,2024-08-17 19:08:58.079475+00:00
491,1540,1831,3,2024-03-18 17:42:27.794111+00:00
492,1540,497,5,2024-07-24 18:24:28.340671+00:00
493,636,1407,4,2024-08-23 22:36:17.392183+00:00
494,636,1475,4,2025-01-23 12:31:49.355542+00:00
495,636,718,3,2024-09-05 06:08:31.513498+00:00
496,636,1138,1,2024-09-28 02:34:59.598318+00:00
497,636,938,1,2024-10-21 03:02:50.630837+00:00
498,210,1575,5,2024-07-12 09:48:53.260164+00:00
499,210,1144,2,2025-04-26 16:09:15.804735+00:00
500,210,389,5,2024-05-20 07:38:53.521706+00:00
501,210,1992,5,2024-05-07 22:26:54.520525+00:00
502,1739,412,3,2024-10-21 01:15:15.463321+00:00
503,1739,742,2,2024-11-14 18:55:22.415553+00:00
504,1739,397,3,2025-10-25 14:36:54.754290+00:00
505,661,707,1,2025-08-10 22:57:40.219705+00:00
506,661,1719,3,2024-01-30 10:55:01.397872+00:00
507,661,219,3,2024-07-01 07:17:32.077077+00:00
508,661,521,3,2025-10-27 10:03:32.430210+00:00
509,661,1823,3,2024-06-29 11:12:38.510578+00:00
510,957,1251,5,2025-01-28 16:46:58.825044+00:00
511,957,328,1,2025-04-12 00:28:40.176292+00:00
512,957,455,5,2025-08-19 16:47:23.011320+00:00
513,957,1430,2,2025-09-29 23:54:06.065780+00:00
514,47,445,5,2025-12-02 00:02:56.418107+00:00
515,47,533,3,2025-10-21 01:44:38.941575+00:00
516,1387,1270,4,2025-09-12 20:15:47.664356+00:00
517,1387,1002,2,2024-02-19 22:11:15.570781+00:00
518,1387,118,4,2025-12-19 03:54:44.574101+00:00
519,1387,1452,1,2024-08-22 16:44:46.989628+00:00
520,1387,1671,4,2024-07-19 13:44:24.605017+00:00
521,98,1587,5,2024-05-25 07:08:28.002991+00:00
522,1219,540,4,2025-01-22 05:27:36.814079+00:00
523,1219,328,3,2024-09-07 14:28:22.688587+00:00
524,1219,817,4,2024-06-28 12:39:35.698908+00:00
525,1219,1493,3,2025-09-20 08:19:19.354256+00:00
526,1219,1498,4,2025-07-03 20:47:23.908784+00:00
527,653,1577,4,2024-10-02 11:17:16.422801+00:00
528,653,622,2,2024-09-29 18:05:17.855606+00:00
529,1748,1454,4,2025-11-03 09:07:37.990130+00:00
530,1748,769,1,2025-12-08 10:05:29.169459+00:00
531,1748,1265,1,2025-04-12 17:08:39.887691+00:00
532,1748,1722,4,2025-10-04 10:58:55.032711+00:00
533,1748,904,4,2024-05-28 05:31:13.227016+00:00
534,1017,1562,5,2025-03-26 19:57:44.707498+00:00
535,1017,489,3,2024-05-20 14:51:01.741163+00:00
536,1017,730,2,2024-03-31 06:34:58.418385+00:00
537,1017,1535,2,2024-09-03 02:34:17.579472+00:00
538,1017,182,1,2024-07-05 18:30:39.183631+00:00
539,394,1046,5,2024-11-20 17:20:14.343637+00:00
540,394,867,4,2025-11-29 14:33:44.543882+00:00
541,394,1709,1,2025-08-24 22:11:48.387030+00:00
542,394,1515,3,2025-02-26 05:52:25.926102+00:00
543,394,304,4,2024-09-03 07:12:22.608756+00:00
544,325,573,4,2024-09-30 22:37:10.049266+00:00
545,325,1508,3,2025-12-26 12:53:59.329108+00:00
546,325,742,5,2024-06-09 23:30:11.036046+00:00
547,801,669,2,2024-06-14 07:18:19.154986+00:00
548,801,902,5,2025-04-11 07:05:39.454030+00:00
549,801,586,3,2024-12-11 20:25:22.626338+00:00
550,20,1089,2,2025-10-10 04:26:36.901562+00:00
551,20,1890,4,2025-06-23 06:03:20.909710+00:00
552,20,1605,1,2025-09-12 09:46:48.341182+00:00
553,20,144,1,2026-01-11 18:15:51.735782+00:00
554,20,1105,1,2024-04-08 12:00:34.892525+00:00
555,1842,72,2,2025-12-13 13:22:36.966377+00:00
556,1067,802,4,2025-01-22 21:02:00.779673+00:00
557,1067,1349,4,2025-02-23 00:48:09.505801+00:00
558,1067,743,5,2025-07-25 01:13:15.730503+00:00
559,1506,1683,2,2025-03-20 03:19:27.032726+00:00
560,1506,1847,2,2024-05-03 23:47:15.386305+00:00
561,1506,301,2,2025-03-30 12:50:11.306039+00:00
562,1506,1505,3,2025-02-13 20:11:11.961415+00:00
563,1506,1654,5,2024-07-15 13:59:47.230549+00:00
564,703,460,4,2024-05-29 07:57:11.987504+00:00
565,703,1130,4,2024-12-24 11:12:29.286585+00:00
566,703,1111,2,2026-01-04 12:22:39.250843+00:00
567,703,1890,3,2025-02-24 14:16:49.713548+00:00
568,504,1296,2,2024-12-20 12:36:29.972522+00:00
569,504,244,4,2025-06-19 00:11:10.871055+00:00
570,504,972,2,2024-11-14 07:44:58.125760+00:00
571,504,1828,5,2025-03-16 04:43:01.546756+00:00
572,111,990,1,2024-03-06 23:47:56.330796+00:00
573,1368,1171,2,2024-10-11 17:26:24.585094+00:00
574,1368,402,5,2024-07-31 01:57:00.870082+00:00
575,481,173,3,2024-06-04 20:21:41.346975+00:00
576,481,1207,4,2025-07-07 20:54:42.413033+00:00
577,1431,44,5,2025-05-23 03:03:43.209477+00:00
578,1431,403,2,2025-07-16 22:03:45.363007+00:00
579,1431,1085,2,2024-07-09 04:17:38.553214+00:00
580,1431,438,1,2025-04-16 07:07:09.080485+00:00
581,616,1849,1,2025-02-11 13:47:15.753402+00:00
582,616,758,3,2025-05-17 06:26:39.590242+00:00
583,616,1801,1,2025-10-08 07:58:22.293999+00:00
584,616,770,1,2024-12-03 04:56:06.865389+00:00
585,616,318,4,2024-04-24 15:25:32.707424+00:00
586,1987,609,1,2024-04-06 18:22:55.659838+00:00
587,1987,1072,1,2025-03-16 06:58:19.789624+00:00
588,1987,40,1,2024-06-27 15:07:36.556665+00:00
589,1987,82,5,2025-08-13 18:06:50.210710+00:00
590,233,1366,2,2024-03-22 10:25:59.434540+00:00
591,233,708,3,2025-07-01 10:40:27.740879+00:00
592,233,1772,3,2024-03-26 14:15:23.591875+00:00
593,334,1660,5,2025-08-26 08:41:59.096959+00:00
594,334,787,1,2026-01-11 09:06:55.145329+00:00
595,334,763,4,2024-04-19 10:34:31.628238+00:00
596,334,785,4,2024-10-11 03:12:25.747523+00:00
597,334,1410,4,2025-11-28 14:00:26.540690+00:00
598,852,1267,5,2025-09-04 11:14:59.730286+00:00
599,1320,1459,4,2024-11-12 22:54:25.136979+00:00
600,1320,1805,5,2024-10-28 02:15:41.730716+00:00
601,1320,1663,4,2025-06-15 11:17:56.227793+00:00
602,1320,220,3,2025-02-18 04:03:21.892921+00:00
603,1320,1147,3,2024-12-17 19:05:13.905560+00:00
604,471,1715,5,2024-06-09 16:41:55.001760+00:00
605,471,1141,2,2024-11-20 11:47:31.111414+00:00
606,1762,1245,2,2025-08-05 08:05:03.555746+00:00
607,1762,1887,4,2025-11-08 02:07:37.027698+00:00
608,1762,1939,5,2024-07-20 12:49:04.118136+00:00
609,1762,1660,3,2024-08-15 05:20:24.686229+00:00
610,1171,759,5,2025-06-29 13:35:38.663579+00:00
611,1171,1830,3,2025-09-23 12:52:13.458904+00:00
612,1171,335,1,2024-02-17 14:25:35.554356+00:00
613,1171,1263,1,2025-02-10 05:26:56.242871+00:00
614,1171,376,2,2024-04-17 03:21:13.807625+00:00
615,974,95,2,2025-05-06 16:21:44.168463+00:00
616,974,1337,4,2025-05-25 02:00:45.432730+00:00
617,1815,1394,4,2024-03-22 03:39:38.304641+00:00
618,1815,1088,5,2025-08-18 12:58:45.187489+00:00
619,110,652,4,2024-08-26 05:53:29.798790+00:00
620,110,1519,4,2024-09-03 09:54:44.424407+00:00
621,1316,459,2,2024-06-16 06:03:41.915472+00:00
622,738,184,4,2025-01-19 06:20:31.261530+00:00
623,738,1470,4,2024-01-23 06:22:37.006269+00:00
624,738,1604,1,2025-12-20 17:36:05.796380+00:00
625,738,1998,5,2025-02-19 21:38:18.261321+00:00
626,738,61,4,2024-12-25 10:04:00.724544+00:00
627,46,1446,5,2025-03-18 15:30:08.434324+00:00
628,46,1631,5,2025-04-10 03:47:20.151892+00:00
629,46,899,4,2025-11-21 08:30:52.684293+00:00
630,1354,1936,2,2025-03-01 04:44:47.925482+00:00
631,1354,255,1,2024-03-17 02:55:18.789823+00:00
632,1354,1539,3,2025-04-28 15:54:01.179343+00:00
633,983,1396,2,2024-03-13 08:05:21.420164+00:00
634,983,1646,5,2024-07-08 23:34:43.117129+00:00
635,532,1791,1,2025-08-23 06:12:17.626778+00:00
636,532,1962,1,2024-09-09 02:37:48.364139+00:00
637,532,1281,5,2024-03-06 15:35:49.462474+00:00
638,1937,1593,3,2024-08-07 10:17:10.095911+00:00
639,1937,703,3,2024-02-14 15:33:51.217562+00:00
640,1937,532,4,2024-05-21 11:43:08.991519+00:00
641,1937,1509,4,2025-11-10 15:53:39.179475+00:00
642,1937,924,1,2024-01-24 06:03:21.970780+00:00
643,675,1471,5,2025-01-19 11:12:45.414171+00:00
644,87,1832,3,2025-07-11 17:05:23.516272+00:00
645,87,512,2,2026-01-17 08:41:09.465337+00:00
646,1726,1455,3,2025-12-02 02:42:03.587583+00:00
647,1726,377,1,2024-07-25 16:43:56.912218+00:00
648,60,897,3,2025-05-14 20:18:30.552896+00:00
649,60,60,1,2024-03-04 07:08:23.825887+00:00
650,60,29,3,2025-01-17 06:59:16.094575+00:00
651,60,630,1,2024-07-21 12:27:20.936650+00:00
652,60,1299,5,2024-03-26 15:40:40.494921+00:00
653,95,1006,2,2024-03-17 22:47:34.064562+00:00
654,95,1019,2,2025-09-03 15:07:26.204304+00:00
655,95,1874,5,2025-01-14 17:38:00.594988+00:00
656,95,1283,2,2025-12-12 01:06:55.067456+00:00
657,95,983,5,2024-09-05 11:54:32.360796+00:00
658,660,1475,2,2024-11-29 10:21:14.813892+00:00
659,660,274,5,2024-12-08 17:21:19.341281+00:00
660,660,1240,4,2025-03-24 09:07:29.654260+00:00
661,660,154,1,2025-05-06 22:27:27.163130+00:00
662,483,1503,2,2024-06-11 11:35:29.636249+00:00
663,483,971,4,2024-06-06 04:54:57.856162+00:00
664,483,1904,2,2025-09-28 14:32:57.295671+00:00
665,350,824,4,2024-04-04 22:47:36.908804+00:00
666,350,1926,2,2026-01-16 07:38:50.807647+00:00
667,350,1650,4,2024-10-20 05:41:52.248000+00:00
668,350,686,1,2024-04-30 21:04:16.023513+00:00
669,251,93,5,2025-02-21 13:29:54.659942+00:00
670,251,971,4,2024-08-11 08:23:33.194965+00:00
671,251,1816,5,2024-02-03 06:32:02.253027+00:00
672,251,160,1,2025-12-31 21:10:57.138813+00:00
673,356,1741,2,2025-03-11 04:05:42.960816+00:00
674,356,38,2,2025-09-24 22:56:50.362630+00:00
675,457,1318,2,2025-06-28 00:34:53.232250+00:00
676,457,1848,1,2025-03-02 11:50:52.676155+00:00
677,457,1366,2,2025-07-09 03:59:47.247030+00:00
678,419,1587,2,2025-10-08 18:05:31.563655+00:00
679,419,502,2,2024-09-16 18:07:42.005124+00:00
680,138,1544,1,2025-06-11 08:27:05.494246+00:00
681,138,1046,3,2025-07-26 11:27:18.962536+00:00
682,138,914,1,2024-10-24 10:37:36.205553+00:00
683,646,1451,5,2024-06-05 07:58:06.912401+00:00
684,646,1795,4,2025-10-10 06:14:53.012417+00:00
685,646,1592,2,2025-05-15 16:54:56.700503+00:00
686,1774,1952,4,2024-05-30 14:29:31.745210+00:00
687,1774,1253,1,2025-03-18 08:41:34.248116+00:00
688,1303,1205,1,2024-07-30 20:15:46.602056+00:00
689,1303,1069,3,2024-02-27 09:24:30.624136+00:00
690,1303,1620,4,2024-01-29 00:10:31.218789+00:00
691,1303,1865,5,2025-03-07 17:52:43.059673+00:00
692,1303,1004,3,2024-10-08 02:42:27.558242+00:00
693,1437,1931,2,2025-11-03 14:36:30.665796+00:00
694,1437,683,2,2025-06-05 00:19:22.015853+00:00
695,1437,769,4,2025-06-21 23:55:49.478556+00:00
696,1437,398,1,2024-11-09 20:58:15.274282+00:00
697,1437,808,4,2026-01-05 03:22:58.279179+00:00
698,1446,1911,3,2024-12-02 20:00:12.756461+00:00
699,218,1847,4,2025-07-11 05:40:52.177495+00:00
700,218,1071,2,2024-08-26 20:52:02.335792+00:00
701,218,1901,1,2025-04-14 04:18:54.003565+00:00
702,218,1721,5,2024-10-12 22:57:15.688086+00:00
703,1915,959,1,2024-08-05 01:40:22.714411+00:00
704,1915,817,5,2025-11-09 15:22:53.477648+00:00
705,1915,393,2,2024-06-01 16:23:14.365048+00:00
706,1915,1023,2,2024-07-14 02:41:17.489419+00:00
707,1915,1143,4,2024-09-08 03:23:24.406710+00:00
708,1364,1091,1,2025-02-10 04:38:43.486660+00:00
709,1364,1571,1,2024-05-13 15:42:19.114384+00:00
710,1364,583,1,2024-12-05 03:18:52.375182+00:00
711,1364,81,1,2024-02-11 11:50:11.223693+00:00
712,1769,654,4,2024-10-06 14:44:56.072190+00:00
713,1769,1033,4,2025-03-23 11:12:18.934998+00:00
714,1498,1678,5,2024-11-29 05:22:56.942682+00:00
715,1498,1010,3,2025-11-29 15:39:06.050393+00:00
716,1498,1436,5,2024-12-09 19:04:10.808343+00:00
717,1357,345,5,2025-08-10 16:31:54.170369+00:00
718,1357,1479,1,2025-10-22 21:10:34.045807+00:00
719,1357,820,4,2024-07-12 15:17:02.548194+00:00
720,1357,1716,5,2025-12-04 19:58:16.627639+00:00
721,1357,783,3,2025-06-16 16:50:18.753825+00:00
722,1157,532,1,2024-06-12 04:40:06.087941+00:00
723,1157,463,4,2024-08-16 03:22:39.228092+00:00
724,1157,336,3,2024-06-19 18:15:35.012839+00:00
725,1157,1501,3,2025-03-14 13:28:11.895941+00:00
726,1157,329,4,2024-06-09 09:09:07.461486+00:00
727,662,1058,3,2025-08-01 07:23:02.288758+00:00
728,544,124,3,2025-10-31 03:32:27.588474+00:00
729,544,236,2,2024-08-25 07:21:44.212533+00:00
730,544,64,2,2025-09-15 06:07:14.240615+00:00
731,544,1898,3,2025-06-10 04:59:49.889938+00:00
732,544,1660,5,2025-01-30 05:39:41.259505+00:00
733,887,495,4,2025-01-07 08:13:58.618107+00:00
734,887,574,5,2024-05-24 14:17:29.774200+00:00
735,887,1890,4,2024-10-14 11:41:21.419045+00:00
736,887,1160,1,2024-12-27 01:40:44.256716+00:00
737,711,78,4,2025-06-13 04:06:08.180811+00:00
738,711,158,3,2024-10-26 15:35:40.098631+00:00
739,711,1067,2,2024-03-28 09:53:07.798688+00:00
740,711,649,5,2024-06-22 20:31:42.021863+00:00
741,794,397,4,2024-12-04 23:49:48.444000+00:00
742,794,253,5,2025-05-23 03:24:49.547795+00:00
743,794,1343,1,2025-08-22 16:17:56.339496+00:00
744,794,302,5,2024-02-11 06:07:25.235169+00:00
745,794,1975,4,2025-04-13 06:12:46.645244+00:00
746,359,601,2,2024-10-10 23:31:32.928314+00:00
747,359,528,5,2024-10-19 00:11:59.764779+00:00
748,359,78,3,2024-05-19 13:16:12.487520+00:00
749,359,845,1,2024-10-31 05:05:33.231259+00:00
750,1468,1375,5,2025-05-15 03:45:26.612514+00:00
751,1468,344,4,2024-10-10 00:58:25.147874+00:00
752,165,82,2,2024-05-02 14:50:53.961129+00:00
753,1028,277,5,2025-03-10 12:15:37.492326+00:00
754,1028,767,3,2025-02-22 02:37:21.955095+00:00
755,1028,61,1,2024-03-20 08:50:57.090148+00:00
756,1028,828,4,2024-03-14 23:16:21.990269+00:00
757,1825,1053,2,2025-06-25 23:19:59.244197+00:00
758,1825,26,1,2024-06-20 20:43:54.963566+00:00
759,677,603,5,2025-09-29 04:07:50.917827+00:00
760,677,1202,4,2024-03-21 01:43:01.990398+00:00
761,677,737,2,2025-12-04 07:12:00.098852+00:00
762,1943,1209,4,2024-10-31 06:26:15.181556+00:00
763,1943,753,3,2025-05-12 12:52:49.980604+00:00
764,1782,1561,1,2025-07-16 06:31:49.062742+00:00
765,1051,1864,3,2024-10-11 15:25:35.562096+00:00
766,1051,1419,4,2025-04-29 13:18:42.593629+00:00
767,1051,967,1,2024-09-02 12:04:16.583673+00:00
768,1051,1086,4,2025-06-03 15:33:32.976748+00:00
769,330,1072,3,2025-09-24 01:37:44.450656+00:00
770,330,440,1,2024-12-13 09:59:55.780156+00:00
771,1022,1805,4,2024-07-06 09:05:18.389899+00:00
772,1022,1660,3,2025-04-03 01:06:43.831502+00:00
773,1022,1111,3,2025-06-29 07:00:29.410440+00:00
774,1022,386,1,2025-10-14 01:08:43.052585+00:00
775,1022,1503,2,2024-10-09 02:30:47.885190+00:00
776,1216,1024,4,2024-05-25 12:24:30.363879+00:00
777,1216,1331,1,2025-10-04 16:56:55.172106+00:00
778,201,1163,3,2024-09-24 08:21:45.911587+00:00
779,201,1758,4,2024-09-18 20:08:52.570143+00:00
780,201,1162,5,2025-06-08 20:37:28.606194+00:00
781,201,36,1,2024-09-19 19:12:20.680780+00:00
782,1583,1957,5,2026-01-10 04:54:26.351717+00:00
783,1583,1616,2,2024-11-15 03:48:16.065333+00:00
784,1583,965,2,2025-09-21 16:07:40.517303+00:00
785,1583,55,3,2025-04-18 12:39:52.816405+00:00
786,666,1124,1,2024-10-07 08:54:03.938643+00:00
787,666,1210,1,2024-12-08 09:47:33.308552+00:00
788,666,1181,3,2024-11-17 09:58:11.697797+00:00
789,666,898,5,2024-06-09 05:14:18.003892+00:00
790,440,1042,2,2024-02-13 15:52:46.745578+00:00
791,440,1336,4,2025-03-12 23:29:22.115863+00:00
792,389,565,2,2024-02-04 01:23:54.388332+00:00
793,389,1071,5,2025-03-16 15:23:47.569317+00:00
794,389,1156,1,2024-07-05 15:53:53.437138+00:00
795,389,1213,5,2024-06-04 09:38:42.121466+00:00
796,992,1397,4,2024-11-02 23:16:21.405107+00:00
797,992,1772,1,2025-07-16 19:55:07.299923+00:00
798,992,690,1,2024-11-24 19:26:14.168633+00:00
799,992,982,1,2024-05-12 21:42:54.611046+00:00
800,124,1275,4,2025-04-10 01:02:02.888418+00:00
801,124,690,1,2024-10-12 07:37:12.959126+00:00
802,124,1648,5,2025-04-05 14:18:40.887856+00:00
803,912,1088,4,2024-06-17 11:44:49.665742+00:00
804,912,1769,3,2024-05-30 06:50:58.064846+00:00
805,695,8,3,2025-05-25 17:02:48.745785+00:00
806,695,357,2,2024-08-07 01:52:35.575022+00:00
807,695,731,4,2024-08-05 05:26:39.182293+00:00
808,695,1118,4,2024-07-17 12:13:18.374670+00:00
809,1729,622,3,2025-05-27 01:17:14.442303+00:00
810,1729,599,3,2024-03-22 04:45:02.978009+00:00
811,1729,1207,2,2025-04-19 21:30:58.623224+00:00
812,737,1967,3,2024-12-01 11:11:55.034179+00:00
813,737,1729,3,2024-07-10 18:27:49.794127+00:00
814,1738,1359,3,2025-11-26 14:45:48.323214+00:00
815,717,493,2,2025-06-19 12:33:19.308848+00:00
816,717,533,5,2025-09-23 20:33:08.813518+00:00
817,717,746,5,2025-04-14 18:44:54.031945+00:00
818,1210,30,4,2025-06-15 18:48:02.269583+00:00
819,1210,277,3,2025-02-09 18:18:21.072178+00:00
820,1210,683,4,2024-02-23 16:25:14.618408+00:00
821,1210,1019,4,2024-07-19 09:28:19.896897+00:00
822,757,1390,2,2025-02-23 20:40:06.393990+00:00
823,1167,151,2,2025-10-20 23:26:09.919170+00:00
824,1167,1662,5,2025-12-16 17:54:33.019711+00:00
825,1167,673,1,2025-08-02 09:00:30.869661+00:00
826,1167,174,5,2025-07-24 05:00:10.653683+00:00
827,410,501,3,2024-12-21 01:12:27.598007+00:00
828,410,167,1,2025-09-17 03:02:00.523793+00:00
829,410,1630,1,2024-10-26 16:42:55.102847+00:00
830,410,1244,4,2025-06-17 07:49:30.956379+00:00
831,410,1084,3,2025-10-29 23:56:30.578378+00:00
832,1256,155,3,2025-10-24 13:24:03.595978+00:00
833,1256,206,5,2024-11-03 16:11:14.931799+00:00
834,1256,1639,2,2024-03-22 05:47:37.777822+00:00
835,463,859,2,2024-12-29 16:44:27.083439+00:00
836,766,1861,4,2025-04-18 08:36:26.857833+00:00
837,1111,1147,3,2025-11-16 18:27:25.066157+00:00
838,1463,1577,5,2024-02-22 16:24:33.744835+00:00
839,1463,922,4,2025-08-04 02:08:49.153261+00:00
840,411,1432,1,2024-08-08 14:07:24.540551+00:00
841,612,497,2,2025-09-13 23:48:28.531307+00:00
842,612,1315,1,2024-02-17 14:04:40.421087+00:00
843,612,968,4,2024-06-14 14:15:26.974680+00:00
844,1676,452,1,2024-12-23 22:16:39.929632+00:00
845,1828,1774,1,2025-05-12 09:00:06.458332+00:00
846,1828,1462,3,2025-04-29 10:54:18.034431+00:00
847,1996,962,3,2024-09-15 03:43:43.477763+00:00
848,1996,426,3,2025-02-08 18:52:01.031693+00:00
849,1996,1160,4,2025-08-19 14:32:28.735343+00:00
850,1996,1967,4,2024-11-01 15:07:26.531010+00:00
851,1996,902,2,2024-07-12 23:33:32.760754+00:00
852,1808,1108,1,2024-02-18 19:59:14.502320+00:00
853,1808,1806,5,2024-06-14 15:41:46.018290+00:00
854,1808,851,2,2024-05-05 07:03:46.039111+00:00
855,1808,636,2,2024-02-04 01:10:48.248481+00:00
856,1808,1046,4,2025-06-27 08:41:00.136399+00:00
857,143,57,1,2025-10-28 10:48:01.571084+00:00
858,285,527,4,2024-12-23 07:41:39.500427+00:00
859,285,1640,3,2025-02-10 21:42:17.816559+00:00
860,285,1701,5,2024-07-19 12:47:00.307973+00:00
861,285,1085,3,2024-06-07 05:38:20.116262+00:00
862,493,1175,3,2025-11-11 15:01:10.969037+00:00
863,493,59,1,2024-05-02 19:51:12.889730+00:00
864,493,1982,5,2024-05-05 16:40:25.958364+00:00
865,493,448,1,2026-01-20 12:47:43.451496+00:00
866,1853,900,2,2024-08-16 19:50:52.053745+00:00
867,1853,1793,2,2025-05-26 07:21:18.839034+00:00
868,1332,708,2,2025-03-02 03:01:19.723636+00:00
869,575,262,5,2025-07-21 10:11:59.858752+00:00
870,575,427,1,2024-05-15 13:43:55.013465+00:00
871,575,189,2,2025-02-20 03:39:55.599456+00:00
872,1024,1839,1,2025-04-27 06:52:42.207547+00:00
873,1024,1291,1,2025-11-19 19:12:09.524527+00:00
874,1024,971,4,2024-09-17 20:35:26.823121+00:00
875,1024,1885,3,2025-08-08 19:56:09.515705+00:00
876,1480,826,3,2024-03-07 15:57:13.580086+00:00
877,1480,1412,4,2024-08-05 14:14:53.727427+00:00
878,1480,1929,2,2024-03-04 09:38:52.167794+00:00
879,1383,333,4,2025-07-26 15:12:05.571527+00:00
880,1383,1841,4,2024-06-29 17:24:04.534443+00:00
881,1383,1676,5,2024-10-09 15:11:04.191322+00:00
882,1383,477,3,2025-11-17 02:51:59.791078+00:00
883,1383,692,5,2025-12-09 22:04:28.867321+00:00
884,819,1284,4,2024-05-16 19:58:20.422932+00:00
885,1394,861,2,2026-01-12 01:06:37.218149+00:00
886,1394,77,1,2025-02-15 19:36:23.054733+00:00
887,1394,361,2,2025-03-10 01:55:20.089436+00:00
888,1394,1770,5,2025-03-16 14:21:08.334385+00:00
889,385,972,5,2024-10-30 17:42:06.074634+00:00
890,385,823,2,2024-06-22 01:37:28.052890+00:00
891,385,921,5,2025-05-06 07:59:16.063702+00:00
892,385,370,2,2025-06-28 20:16:54.191476+00:00
893,1887,1752,2,2024-03-08 16:23:24.649457+00:00
894,1887,290,4,2024-03-09 08:09:13.152251+00:00
895,1244,1905,4,2025-09-11 13:29:24.659909+00:00
896,1248,1268,3,2024-02-04 13:28:18.459793+00:00
897,754,947,5,2024-02-23 02:10:08.980359+00:00
898,1147,519,2,2024-02-22 17:28:04.303276+00:00
899,1147,1076,2,2025-09-16 18:56:24.837576+00:00
900,1147,50,2,2025-06-13 09:21:24.311961+00:00
901,1859,1273,2,2025-12-19 15:33:20.027784+00:00
902,1859,1946,4,2024-12-03 04:11:53.244244+00:00
903,1859,541,5,2025-11-29 03:58:34.113239+00:00
904,1859,1059,2,2025-07-17 14:21:53.519481+00:00
905,824,1687,5,2025-05-16 05:12:53.105172+00:00
906,824,333,1,2024-06-20 00:12:05.887458+00:00
907,824,820,1,2025-10-05 19:13:08.224494+00:00
908,824,1176,1,2024-10-13 05:02:52.568575+00:00
909,824,1422,2,2024-04-03 19:45:07.712840+00:00
910,670,525,1,2025-02-19 06:00:58.338623+00:00
911,670,996,1,2024-05-21 21:20:11.705642+00:00
912,670,1905,4,2025-02-08 02:51:10.920320+00:00
913,68,917,2,2024-05-23 23:31:35.215616+00:00
914,68,23,4,2024-09-20 19:49:00.889628+00:00
915,68,1580,5,2024-02-02 04:18:47.334108+00:00
916,68,121,2,2025-12-16 23:35:29.067164+00:00
917,68,447,1,2024-05-30 19:46:05.650660+00:00
918,1973,129,3,2025-11-29 19:13:29.444298+00:00
919,1952,1222,4,2025-02-17 07:38:38.655397+00:00
920,1952,1861,3,2024-02-01 10:07:22.735620+00:00
921,1952,1602,2,2024-10-20 06:39:41.895674+00:00
922,1952,620,2,2025-01-08 05:33:44.904690+00:00
923,1952,838,2,2026-01-13 02:04:53.167806+00:00
924,339,594,1,2024-09-16 22:23:06.798802+00:00
925,1222,389,5,2024-06-29 14:50:06.736635+00:00
926,1222,1703,1,2025-04-05 19:30:31.887319+00:00
927,1222,588,2,2024-05-10 08:30:49.929384+00:00
928,1222,1232,4,2025-05-03 02:17:47.935790+00:00
929,1222,883,5,2024-04-13 15:47:14.965258+00:00
930,744,1712,3,2024-07-14 12:47:44.780082+00:00
931,744,208,3,2024-02-01 01:59:11.286894+00:00
932,744,178,1,2025-04-06 04:08:40.645795+00:00
933,744,287,2,2025-04-23 21:17:11.810748+00:00
934,1816,1489,2,2024-11-20 13:25:23.106827+00:00
935,1816,1633,5,2025-09-11 11:12:23.954339+00:00
936,1816,842,5,2024-10-13 22:01:02.394550+00:00
937,760,559,2,2024-10-18 13:23:55.011227+00:00
938,760,1692,1,2024-09-14 01:14:32.390355+00:00
939,760,1944,3,2026-01-16 02:16:09.758799+00:00
940,760,1117,2,2024-08-21 21:15:30.262060+00:00
941,1601,1212,5,2024-05-17 16:38:11.797168+00:00
942,963,1705,4,2024-08-02 02:11:57.848372+00:00
943,1296,158,3,2025-06-23 17:01:01.834031+00:00
944,984,998,1,2025-06-03 20:39:16.124902+00:00
945,984,1847,3,2025-08-24 23:32:30.508513+00:00
946,984,360,3,2024-11-04 15:07:52.095551+00:00
947,984,764,2,2024-10-11 02:44:27.898110+00:00
948,984,1322,5,2026-01-16 14:36:19.097113+00:00
949,418,336,2,2024-04-15 05:59:32.498305+00:00
950,418,807,1,2025-01-19 22:20:29.130734+00:00
951,418,875,3,2024-12-13 11:53:37.346811+00:00
952,418,768,4,2026-01-10 03:03:18.430463+00:00
953,1658,1192,5,2024-10-14 14:17:42.900603+00:00
954,1658,353,1,2025-02-02 10:26:20.743471+00:00
955,690,1201,4,2025-12-04 05:15:53.036633+00:00
956,690,1920,4,2024-10-22 01:50:13.547506+00:00
957,295,342,3,2024-02-07 14:24:32.277034+00:00
958,295,575,2,2025-01-04 08:10:59.338003+00:00
959,295,723,3,2025-09-21 21:07:22.000840+00:00
960,295,389,4,2024-10-07 11:45:28.625202+00:00
961,295,148,3,2024-08-12 12:53:26.782194+00:00
962,280,1675,1,2025-04-11 16:43:17.758134+00:00
963,280,793,5,2024-05-12 09:33:24.677177+00:00
964,1788,1342,2,2025-05-02 01:41:20.131627+00:00
