no_show_id,booking_id,fee_charged,recorded_at,created_at
288,288,1211.85,2025-02-10 00:57:26.246897+00:00,2025-08-31 09:38:59.609612+00:00
289,289,1566.96,2025-10-19 18:51:36.746984+00:00,2025-05-14 04:15:16.351729+00:00
290,290,1778.41,2025-05-07 01:39:05.882761+00:00,2025-06-08 17:43:10.963546+00:00
291,291,1201.26,2025-07-13 23:30:05.514005+00:00,2025-06-29 20:42:49.586061+00:00
292,292,888.87,2025-01-15 07:56:09.516893+00:00,2024-09-02 17:49:20.606593+00:00
293,293,1103.73,2025-12-28 09:26:33.485860+00:00,2024-02-24 15:38:05.692719+00:00
294,294,1510.26,2025-05-08 06:41:34.667027+00:00,2025-11-29 14:25:26.192924+00:00
295,295,128.44,2025-08-09 03:18:35.713676+00:00,2024-11-05 20:11:02.785804+00:00
296,296,1552.41,2024-09-01 03:10:10.003400+00:00,2025-08-27 16:59:35.137261+00:00
297,297,833.58,2025-01-02 12:03:19.111324+00:00,2025-03-15 10:26:50.842854+00:00
298,298,1933.99,2025-02-06 05:39:46.306850+00:00,2026-01-06 18:37:18.640435+00:00
299,299,984.37,2025-12-06 14:20:15.037993+00:00,2025-08-08 01:07:10.369115+00:00
300,300,344.34,2025-02-19 12:57:25.813033+00:00,2026-01-04 10:20:06.282814+00:00
301,301,1891.14,2026-01-04 20:40:40.083355+00:00,2025-06-24 10:19:40.981982+00:00
302,302,479.58,2025-12-28 02:05:45.423324+00:00,2024-07-13 15:39:52.509729+00:00
303,303,385.02,2025-12-16 03:49:59.985635+00:00,2024-08-03 17:52:54.382301+00:00
304,304,1430.69,2025-02-12 00:26:51.808447+00:00,2024-11-27 00:29:52.632798+00:00
305,305,541.45,2025-02-07 16:07:03.975844+00:00,2025-03-23 22:52:29.196072+00:00
306,306,1146.28,2024-09-30 02:33:57.695230+00:00,2024-02-18 19:22:25.139174+00:00
307,307,243.63,2025-10-01 08:22:58.557867+00:00,2025-09-21 05:34:21.434880+00:00
308,308,1717.43,2026-01-21 02:51:46.461963+00:00,2024-10-07 07:15:58.177313+00:00
309,309,675.54,2025-05-25 05:45:50.856628+00:00,2024-09-15 04:49:20.356045+00:00
310,310,674.89,2024-07-02 10:21:09.967275+00:00,2024-11-04 23:32:29.296208+00:00
311,311,316.97,2024-03-25 07:56:12.267192+00:00,2025-05-09 09:27:22.349765+00:00
312,312,350.22,2025-08-09 07:40:39.256836+00:00,2025-04-04 16:45:56.227965+00:00
313,313,478.63,2024-08-13 17:36:33.387560+00:00,2025-08-26 21:46:49.722873+00:00
314,314,1354.82,2024-08-30 13:26:01.843522+00:00,2024-05-31 22:24:11.855247+00:00
315,315,1256.64,2025-08-30 18:59:08.514073+00:00,2024-05-04 12:10:51.068980+00:00
316,316,31.04,2026-01-16 23:31:59.492615+00:00,2025-07-14 14:10:06.147668+00:00
317,317,1385.81,2024-04-20 02:49:23.665855+00:00,2025-11-29 17:34:19.050663+00:00
318,318,1179.24,2025-05-03 04:22:15.966312+00:00,2024-03-20 22:40:47.830846+00:00
319,319,1432.42,2025-08-05 09:55:17.696575+00:00,2025-09-16 16:42:49.109676+00:00
320,320,174.25,2026-01-16 04:58:00.322796+00:00,2024-03-20 14:43:32.640674+00:00
321,321,1824.42,2024-10-26 21:07:32.423300+00:00,2024-06-06 15:56:00.840160+00:00
322,322,1924.51,2025-03-12 09:06:13.540868+00:00,2025-09-29 19:12:31.889756+00:00
323,323,465.59,2025-09-19 19:40:46.108268+00:00,2024-10-28 00:03:56.092493+00:00
324,324,1983.4,2024-10-12 03:04:20.685264+00:00,2024-04-05 12:17:35.563509+00:00
325,325,288.23,2025-05-17 13:33:44.578265+00:00,2025-09-15 00:37:31.136783+00:00
326,326,366.7,2024-03-29 06:50:53.827567+00:00,2025-12-09 09:58:07.874751+00:00
327,327,671.64,2025-02-26 03:26:12.399390+00:00,2024-07-19 19:50:36.850705+00:00
328,328,466.21,2024-11-14 13:29:04.143631+00:00,2025-05-25 07:27:06.540201+00:00
329,329,1964.83,2024-04-15 00:20:45.960592+00:00,2024-09-15 21:07:51.315967+00:00
330,330,1377.24,2024-10-14 13:07:29.408514+00:00,2024-10-09 23:22:39.835734+00:00
331,331,777.82,2025-09-06 05:27:04.907676+00:00,2025-03-14 00:30:34.416708+00:00
332,332,449.51,2024-09-05 04:39:00.219033+00:00,2025-01-12 10:53:11.038109+00:00
333,333,1634.76,2025-02-21 00:28:15.716467+00:00,2024-08-16 02:34:50.563397+00:00
334,334,161.29,2025-08-25 07:06:19.966093+00:00,2024-08-26 05:31:43.512544+00:00
335,335,514.75,2024-12-09 19:18:18.392135+00:00,2025-10-28 20:31:35.254560+00:00
336,336,1070.16,2025-02-25 01:03:17.578454+00:00,2024-12-17 03:04:21.456070+00:00
337,337,632.55,2025-06-21 02:47:40.929062+00:00,2024-10-08 04:51:13.983093+00:00
338,338,1935.45,2024-10-08 12:11:02.702632+00:00,2024-11-07 23:54:24.570615+00:00
339,339,1421.44,2025-05-08 23:26:46.959027+00:00,2025-04-15 18:32:38.711239+00:00
340,340,1050.06,2024-03-01 12:38:19.066017+00:00,2024-05-10 22:51:20.468329+00:00
341,341,720.94,2024-07-20 19:14:33.021318+00:00,2024-06-18 00:35:55.253874+00:00
342,342,1203.24,2024-07-10 21:54:25.159888+00:00,2024-05-22 07:18:51.445752+00:00
343,343,357.54,2024-07-21 07:21:16.205274+00:00,2024-06-30 07:19:00.370136+00:00
344,344,1311.4,2025-11-09 05:07:26.006045+00:00,2024-06-18 07:59:16.052875+00:00
345,345,1835.48,2025-10-04 05:46:39.929848+00:00,2024-08-14 04:08:40.095611+00:00
346,346,255.57,2025-02-12 07:04:19.203130+00:00,2025-05-20 20:01:27.261534+00:00
347,347,589.44,2025-05-28 05:46:48.064272+00:00,2024-12-23 05:05:21.155737+00:00
348,348,43.19,2024-02-02 03:57:28.888276+00:00,2025-11-03 03:18:59.802083+00:00
349,349,363.33,2025-11-09 16:59:41.543107+00:00,2025-10-10 13:18:22.387090+00:00
350,350,1230.9,2024-05-25 16:30:08.971792+00:00,2024-08-07 06:03:27.747241+00:00
351,351,986.8,2024-12-09 17:51:40.195350+00:00,2024-06-30 21:12:55.916014+00:00
352,352,1489.81,2024-01-28 11:31:43.433269+00:00,2025-11-21 10:34:54.363901+00:00
353,353,1536.2,2024-12-03 19:54:39.656637+00:00,2025-05-31 08:13:17.551771+00:00
354,354,1982.61,2025-06-20 22:39:45.586083+00:00,2025-11-25 13:10:23.229188+00:00
355,355,178.19,2025-04-24 09:42:36.965614+00:00,2025-08-05 01:13:45.990519+00:00
356,356,700.3,2024-04-27 21:58:41.920972+00:00,2025-03-01 03:52:37.349926+00:00
357,357,282.62,2024-03-08 00:19:56.738354+00:00,2024-12-26 01:47:01.349866+00:00
358,358,1380.17,2025-05-31 14:22:12.012657+00:00,2025-03-09 22:28:31.288659+00:00
359,359,1763.4,2024-02-11 22:38:23.721639+00:00,2024-02-10 00:53:35.339475+00:00
360,360,305.53,2024-07-25 05:19:22.741143+00:00,2025-07-28 09:00:29.335417+00:00
361,361,1141.85,2024-03-18 01:09:00.911553+00:00,2025-07-22 04:07:04.981446+00:00
362,362,564.56,2025-11-06 02:34:34.703697+00:00,2024-06-25 07:47:45.078882+00:00
363,363,945.24,2024-10-30 23:54:30.803067+00:00,2025-03-07 14:30:41.239995+00:00
364,364,1184.75,2024-12-29 18:44:58.676628+00:00,2024-12-06 22:02:37.621503+00:00
365,365,117.57,2025-12-24 08:56:27.205586+00:00,2025-11-13 22:05:08.803969+00:00
366,366,1662.53,2024-09-06 19:30:44.753793+00:00,2024-11-12 18:09:57.612487+00:00
367,367,367.21,2024-05-08 06:59:44.537902+00:00,2024-02-21 05:54:04.319446+00:00
368,368,1509.23,2024-06-29 16:29:51.239720+00:00,2025-03-13 20:54:38.190703+00:00
369,369,764.48,2024-05-22 23:05:47.730644+00:00,2024-02-03 11:02:41.086575+00:00
370,370,1609.57,2024-11-19 22:49:08.248395+00:00,2024-02-19 15:00:06.397711+00:00
371,371,1229.67,2024-09-15 14:36:57.730219+00:00,2026-01-10 23:26:58.426955+00:00
372,372,796.04,2025-10-09 01:09:21.093753+00:00,2025-08-03 19:35:43.348949+00:00
373,373,792.39,2025-02-05 22:17:59.943287+00:00,2024-05-03 06:48:42.930720+00:00
374,374,1263.39,2024-11-30 09:14:26.090562+00:00,2026-01-02 09:48:00.874822+00:00
375,375,153.18,2025-02-22 19:13:05.154381+00:00,2024-04-15 14:54:43.600283+00:00
376,376,1742.9,2025-07-28 21:27:45.135035+00:00,2024-08-20 06:29:17.012973+00:00
377,377,223.83,2024-06-29 13:32:56.984621+00:00,2025-07-27 23:56:33.705127+00:00
378,378,629.15,2024-10-27 18:46:53.852831+00:00,2024-07-25 20:29:47.419654+00:00
379,379,1010.03,2024-12-12 09:44:52.337507+00:00,2025-01-31 03:05:45.006266+00:00
380,380,408.97,2024-12-25 11:12:05.151785+00:00,2025-10-21 18:20:41.171387+00:00
381,381,1338.5,2025-06-04 16:28:27.078872+00:00,2024-09-29 14:57:06.577317+00:00
382,382,521.83,2025-01-06 17:43:34.626871+00:00,2024-05-10 03:22:49.862325+00:00
383,383,485.38,2025-07-25 05:56:06.464955+00:00,2025-02-04 08:44:16.472051+00:00
384,384,1667.43,2025-10-19 14:16:10.000598+00:00,2024-07-12 05:29:54.910066+00:00
385,385,1622.19,2025-06-27 11:09:34.849100+00:00,2024-02-04 11:10:21.153820+00:00
386,386,940.28,2024-10-19 08:10:43.479612+00:00,2024-02-10 09:56:01.563877+00:00
387,387,936.12,2024-04-25 11:22:00.572742+00:00,2025-11-02 16:03:35.344122+00:00
388,388,1351.02,2025-05-08 10:27:52.071539+00:00,2024-07-11 02:13:22.684323+00:00
389,389,1502.52,2024-03-29 12:48:11.051702+00:00,2024-07-28 15:31:01.265604+00:00
390,390,1711.0,2025-04-18 08:17:28.340174+00:00,2024-08-29 09:04:18.421680+00:00
391,391,178.28,2024-02-14 00:12:34.274684+00:00,2024-07-02 15:41:34.308802+00:00
392,392,278.86,2025-06-08 14:49:40.268682+00:00,2025-08-23 15:48:31.880809+00:00
393,393,1086.48,2025-08-17 13:35:53.534826+00:00,2024-05-07 13:22:44.227014+00:00
394,394,35.16,2025-02-08 08:27:22.252898+00:00,2024-04-13 03:00:09.010675+00:00
395,395,1851.36,2024-07-13 16:54:20.596749+00:00,2024-03-25 16:40:53.366998+00:00
396,396,1168.37,2025-06-05 09:49:54.748322+00:00,2025-02-05 23:23:31.924477+00:00
397,397,48.18,2025-08-03 06:43:40.023300+00:00,2025-06-27 12:04:08.482820+00:00
398,398,711.42,2024-03-18 00:28:52.979539+00:00,2025-10-08 22:27:16.816737+00:00
399,399,1908.38,2025-03-07 05:48:53.626897+00:00,2024-01-30 00:11:32.121051+00:00
400,400,1934.21,2024-07-09 18:09:01.030354+00:00,2024-07-26 22:04:02.756404+00:00
401,401,103.71,2025-09-01 08:48:30.621329+00:00,2024-02-01 12:31:01.306982+00:00
402,402,1660.59,2025-07-11 06:29:14.684112+00:00,2025-10-14 07:41:05.695772+00:00
403,403,1590.74,2025-09-17 04:34:38.886353+00:00,2024-10-05 21:35:35.650491+00:00
404,404,1295.37,2025-06-07 10:43:21.871110+00:00,2024-08-26 16:33:27.851144+00:00
405,405,1706.26,2024-08-13 14:37:22.734790+00:00,2025-10-18 16:46:57.244288+00:00
406,406,1935.43,2024-05-21 20:56:16.289592+00:00,2025-04-24 05:56:59.193453+00:00
407,407,669.78,2024-01-24 05:06:12.549301+00:00,2025-08-24 10:36:29.956338+00:00
408,408,88.61,2026-01-10 20:29:51.336323+00:00,2025-03-25 22:10:14.524982+00:00
409,409,788.44,2024-12-13 05:26:29.738557+00:00,2025-11-05 09:40:12.371538+00:00
410,410,1377.72,2024-08-22 15:43:19.593189+00:00,2025-11-20 13:51:16.316393+00:00
411,411,1228.57,2024-03-31 22:48:05.558863+00:00,2024-04-13 03:36:17.506479+00:00
412,412,531.45,2025-03-16 11:29:32.101595+00:00,2025-10-29 01:39:49.293072+00:00
413,413,839.11,2024-04-10 09:56:09.376657+00:00,2024-07-14 05:30:04.146959+00:00
414,414,1800.35,2025-02-01 13:07:31.654039+00:00,2025-01-24 07:51:22.019677+00:00
415,415,1861.11,2025-12-27 20:21:15.673909+00:00,2024-11-20 03:30:56.737079+00:00
416,416,565.05,2025-11-03 21:32:34.843969+00:00,2025-11-21 16:19:39.224632+00:00
417,417,1982.06,2024-12-17 06:47:33.062347+00:00,2024-06-27 05:24:36.871922+00:00
418,418,1531.55,2025-04-22 17:31:55.223081+00:00,2024-03-20 01:04:55.220929+00:00
419,419,1468.1,2025-11-05 19:04:07.305943+00:00,2026-01-15 01:54:00.604789+00:00
420,420,510.23,2024-08-29 02:28:09.625628+00:00,2024-10-11 07:51:40.368629+00:00
421,421,420.31,2025-05-24 02:19:54.638218+00:00,2025-04-12 10:11:36.993731+00:00
422,422,1755.61,2025-08-08 20:21:10.750934+00:00,2025-11-07 22:57:46.481362+00:00
423,423,482.34,2024-03-26 15:15:01.123323+00:00,2025-07-06 06:08:20.564933+00:00
424,424,1083.77,2024-07-29 14:22:40.746065+00:00,2025-09-18 04:08:59.773917+00:00
425,425,447.25,2024-04-19 20:06:35.416146+00:00,2025-01-20 08:19:15.675777+00:00
426,426,707.69,2024-11-21 01:18:12.038894+00:00,2025-01-23 02:57:07.991157+00:00
427,427,1540.32,2025-04-26 06:27:37.363605+00:00,2024-10-29 15:39:27.600526+00:00
428,428,456.53,2025-03-16 14:14:05.216421+00:00,2024-03-30 23:11:34.033006+00:00
429,429,1033.13,2025-02-05 20:43:55.095108+00:00,2026-01-11 12:26:54.304291+00:00
430,430,520.19,2025-03-29 01:13:34.293012+00:00,2024-11-04 21:52:47.291287+00:00
431,431,1058.3,2024-06-28 11:09:45.940487+00:00,2024-02-06 10:01:55.905693+00:00
432,432,20.05,2025-08-27 19:39:34.739588+00:00,2024-03-12 18:13:29.561166+00:00
433,433,380.98,2024-11-20 07:56:27.549598+00:00,2025-03-10 19:37:50.962379+00:00
434,434,887.25,2024-06-01 20:43:21.342367+00:00,2025-02-01 23:47:17.580465+00:00
435,435,389.72,2025-01-19 23:25:38.516005+00:00,2025-06-04 19:01:37.042864+00:00
436,436,1674.15,2025-11-21 21:47:21.310060+00:00,2024-07-24 21:07:09.037778+00:00
437,437,1242.05,2024-03-03 09:09:38.843389+00:00,2024-08-22 19:55:04.328689+00:00
438,438,94.66,2025-11-21 10:13:12.885808+00:00,2025-08-24 17:35:47.041711+00:00
439,439,671.24,2024-06-13 01:21:45.806918+00:00,2024-12-02 10:28:32.706068+00:00
440,440,407.51,2025-01-24 01:33:22.437646+00:00,2025-11-07 21:15:16.758552+00:00
441,441,1216.15,2025-05-24 01:26:18.079293+00:00,2025-03-05 03:01:04.255869+00:00
442,442,1611.8,2024-09-17 08:09:54.660507+00:00,2024-11-22 16:11:30.357239+00:00
443,443,431.45,2025-10-03 15:03:45.877819+00:00,2025-06-27 15:38:16.861304+00:00
444,444,1368.17,2024-08-05 18:22:00.897465+00:00,2025-05-18 12:35:56.512194+00:00
445,445,1049.24,2025-11-13 09:05:24.446013+00:00,2024-03-26 07:00:52.198060+00:00
446,446,1094.19,2024-08-27 06:33:05.118707+00:00,2024-11-23 00:49:22.982289+00:00
447,447,1550.99,2024-02-12 21:41:08.594668+00:00,2024-09-11 17:49:03.779621+00:00
448,448,736.65,2025-09-18 13:16:18.502305+00:00,2025-05-13 13:52:38.164212+00:00
449,449,395.28,2025-02-19 04:12:27.238991+00:00,2024-12-23 11:42:17.676856+00:00
450,450,1294.19,2024-12-14 22:57:34.686238+00:00,2024-03-27 06:54:04.575814+00:00
451,451,151.92,2025-10-13 06:21:27.367023+00:00,2025-03-08 23:38:34.836699+00:00
452,452,1007.55,2025-03-26 22:29:56.202630+00:00,2025-01-14 19:55:00.509784+00:00
453,453,127.31,2024-02-03 02:57:24.125361+00:00,2024-04-13 20:44:53.552211+00:00
454,454,1152.76,2025-12-25 00:05:46.151846+00:00,2025-11-03 12:06:07.796004+00:00
455,455,147.51,2025-07-12 08:42:02.174553+00:00,2024-09-07 08:00:16.539122+00:00
456,456,1615.06,2024-09-03 23:36:12.702310+00:00,2025-10-17 00:06:39.560303+00:00
457,457,666.2,2025-04-10 09:56:13.988375+00:00,2024-09-23 03:01:58.936606+00:00
458,458,1406.9,2025-12-14 13:26:43.527765+00:00,2024-09-02 20:34:34.003288+00:00
459,459,1593.09,2024-01-30 08:55:02.478613+00:00,2024-12-18 07:25:52.903980+00:00
460,460,1803.67,2024-06-22 02:17:01.554028+00:00,2024-02-25 19:48:26.038903+00:00
461,461,1701.87,2024-08-21 02:35:31.505027+00:00,2025-02-17 10:59:24.726640+00:00
462,462,982.55,2025-08-18 22:15:39.618764+00:00,2024-03-02 02:19:11.683521+00:00
463,463,438.37,2025-03-16 16:32:57.751561+00:00,2024-05-26 01:38:35.080716+00:00
464,464,1794.74,2024-09-06 04:02:02.487744+00:00,2025-06-03 04:58:49.022420+00:00
465,465,1268.65,2024-09-25 03:16:44.826993+00:00,2025-02-21 07:50:46.293115+00:00
466,466,821.61,2025-09-05 01:25:05.137001+00:00,2025-10-24 13:40:21.821113+00:00
467,467,1257.43,2025-07-07 00:41:06.535897+00:00,2025-08-15 11:47:21.698040+00:00
468,468,863.74,2025-06-02 06:05:16.969378+00:00,2025-11-22 08:38:28.119653+00:00
469,469,591.94,2025-12-29 16:44:05.616665+00:00,2025-08-12 07:51:25.342688+00:00
470,470,841.39,2025-01-30 18:29:41.349456+00:00,2024-07-27 15:53:03.532314+00:00
471,471,1620.08,2024-04-29 23:02:53.627305+00:00,2025-02-21 23:55:44.238800+00:00
472,472,826.95,2024-05-12 19:27:27.810688+00:00,2024-08-18 02:59:55.454184+00:00
473,473,1256.96,2024-01-26 11:36:52.454666+00:00,2025-09-06 07:05:34.276149+00:00
474,474,1666.21,2025-05-19 05:40:37.790648+00:00,2024-04-15 10:24:21.801539+00:00
475,475,295.12,2024-07-05 09:28:08.193361+00:00,2024-10-12 14:02:47.176972+00:00
476,476,1068.51,2024-05-10 22:25:44.865391+00:00,2024-09-03 19:11:20.217015+00:00
477,477,1195.2,2025-02-01 07:54:00.943311+00:00,2025-03-26 01:36:13.998845+00:00
478,478,412.99,2024-10-18 11:00:49.721487+00:00,2025-03-11 04:51:17.200212+00:00
479,479,1865.81,2025-05-02 13:59:06.242578+00:00,2025-03-11 15:06:43.556525+00:00
480,480,529.05,2024-06-01 20:57:24.953631+00:00,2025-11-24 15:42:22.096811+00:00
481,481,919.59,2024-10-02 18:05:13.716940+00:00,2025-01-22 23:49:11.136794+00:00
482,482,1677.27,2025-07-17 00:49:06.072262+00:00,2024-03-28 05:59:21.596216+00:00
483,483,278.09,2024-06-15 07:11:15.583610+00:00,2024-06-03 11:14:09.375009+00:00
484,484,1897.54,2024-04-24 22:48:26.629606+00:00,2026-01-12 21:12:53.875337+00:00
485,485,1752.37,2025-11-28 01:58:22.138182+00:00,2024-03-30 17:26:43.712235+00:00
486,486,960.74,2025-12-14 08:24:40.031318+00:00,2026-01-18 13:55:11.552322+00:00
487,487,696.93,2025-05-22 17:25:58.236108+00:00,2025-06-14 08:14:49.130679+00:00
488,488,360.45,2024-03-07 02:18:47.153896+00:00,2025-04-23 10:12:12.291308+00:00
489,489,1295.26,2025-01-22 01:10:28.357311+00:00,2025-12-23 11:07:23.920350+00:00
490,490,475.29,2024-02-10 08:10:34.514465+00:00,2024-12-24 17:56:32.025788+00:00
491,491,1120.62,2024-08-10 02:23:40.444516+00:00,2025-07-17 13:00:59.695693+00:00
492,492,778.56,2024-06-13 22:58:47.286356+00:00,2025-08-22 10:14:54.214606+00:00
493,493,629.89,2024-02-16 07:21:57.694369+00:00,2025-01-07 01:57:32.428927+00:00
494,494,1916.69,2026-01-08 11:48:22.321023+00:00,2025-09-24 00:58:19.892887+00:00
495,495,1671.99,2024-10-18 04:02:23.436035+00:00,2024-10-03 12:58:08.578127+00:00
496,496,1398.74,2025-08-21 06:20:42.991002+00:00,2024-09-16 12:01:53.025842+00:00
497,497,1710.04,2025-03-30 02:12:14.870199+00:00,2025-12-01 09:29:59.297609+00:00
498,498,1574.99,2024-06-02 15:43:53.989677+00:00,2024-03-06 00:07:36.292749+00:00
499,499,138.68,2024-03-15 13:41:42.916792+00:00,2024-04-15 10:42:41.737632+00:00
500,500,647.34,2024-10-04 23:59:39.672003+00:00,2024-02-12 05:15:12.565404+00:00
501,501,846.43,2024-11-01 16:18:33.035932+00:00,2024-09-28 15:22:13.088287+00:00
502,502,1176.19,2025-11-18 03:46:14.243562+00:00,2025-02-11 20:48:23.746605+00:00
503,503,519.1,2025-04-19 22:02:22.345392+00:00,2024-04-24 02:37:27.641022+00:00
504,504,577.25,2024-06-25 03:12:05.987856+00:00,2025-11-25 12:12:52.507145+00:00
505,505,236.68,2024-02-26 01:51:35.144259+00:00,2025-09-30 19:09:21.949933+00:00
506,506,781.54,2024-10-29 05:12:40.268237+00:00,2025-03-18 19:47:53.612911+00:00
507,507,1751.03,2025-06-09 02:58:08.923773+00:00,2024-09-15 18:05:16.628297+00:00
508,508,1407.1,2025-11-14 18:23:45.858810+00:00,2025-01-30 16:52:36.915088+00:00
509,509,1956.78,2024-06-07 03:13:00.337900+00:00,2024-03-23 10:40:55.933778+00:00
510,510,1387.14,2025-11-09 00:16:42.258923+00:00,2024-06-09 07:42:17.791918+00:00
511,511,509.05,2024-08-14 11:09:37.015025+00:00,2025-05-13 13:37:07.324999+00:00
512,512,1962.13,2025-05-24 05:43:34.218885+00:00,2024-09-27 11:24:56.868764+00:00
513,513,1817.96,2025-06-03 23:39:43.080823+00:00,2025-07-16 05:08:59.579763+00:00
514,514,1161.19,2025-09-06 01:09:42.067472+00:00,2024-10-15 06:23:10.165962+00:00
515,515,1411.29,2024-11-10 00:37:23.318584+00:00,2024-04-21 13:46:01.126918+00:00
516,516,270.81,2025-12-22 02:33:47.716780+00:00,2025-11-15 22:35:45.622204+00:00
517,517,484.49,2024-11-26 01:04:58.323598+00:00,2024-02-11 15:04:25.738934+00:00
518,518,297.56,2025-02-17 00:33:31.507874+00:00,2024-11-13 22:11:44.266157+00:00
519,519,1061.78,2024-06-04 06:58:03.530018+00:00,2025-07-28 05:22:34.041213+00:00
520,520,84.53,2025-04-09 14:30:54.701291+00:00,2025-02-12 07:30:16.228091+00:00
521,521,458.15,2025-06-13 22:31:55.510642+00:00,2025-07-28 03:24:30.797879+00:00
522,522,148.23,2025-07-30 09:22:37.796972+00:00,2024-02-25 11:24:01.112705+00:00
523,523,1035.13,2024-03-09 03:35:34.246084+00:00,2024-06-18 17:15:01.118223+00:00
524,524,1564.97,2024-06-12 17:57:23.359019+00:00,2024-09-23 14:48:53.722444+00:00
525,525,1243.69,2025-01-24 13:45:47.849106+00:00,2025-01-15 04:32:00.014313+00:00
526,526,1014.55,2025-09-23 23:42:54.676494+00:00,2025-11-04 11:15:10.498836+00:00
527,527,262.28,2024-11-09 13:14:19.034134+00:00,2026-01-17 18:06:10.771498+00:00
528,528,923.8,2025-01-22 18:44:02.293261+00:00,2025-10-14 09:04:04.337922+00:00
529,529,100.97,2024-08-28 12:41:46.841683+00:00,2025-02-12 19:09:42.071241+00:00
530,530,533.39,2025-08-26 21:47:57.928356+00:00,2025-01-04 03:08:52.778546+00:00
531,531,748.55,2025-08-22 11:48:00.550676+00:00,2025-02-04 22:58:11.979233+00:00
532,532,1945.35,2024-11-23 19:49:46.876469+00:00,2024-12-02 16:24:38.058629+00:00
533,533,1051.87,2024-04-15 23:26:06.575082+00:00,2024-04-23 22:18:14.967495+00:00
534,534,428.46,2024-08-10 11:46:43.886952+00:00,2025-01-05 18:54:34.484158+00:00
535,535,1715.84,2024-02-18 14:31:51.676313+00:00,2025-10-29 10:22:53.539567+00:00
536,536,1568.86,2025-07-12 06:07:59.425382+00:00,2025-03-29 07:31:36.032711+00:00
537,537,187.45,2025-11-19 09:08:12.533154+00:00,2024-06-10 07:11:49.989703+00:00
538,538,1522.27,2024-12-21 15:32:25.357578+00:00,2024-02-13 00:08:40.175185+00:00
539,539,1343.24,2025-02-17 10:33:34.362384+00:00,2024-02-26 14:07:12.645138+00:00
540,540,941.4,2026-01-02 13:36:33.599916+00:00,2024-06-26 21:27:23.111024+00:00
541,541,1404.18,2024-05-12 05:48:19.942226+00:00,2025-06-04 02:54:14.114666+00:00
542,542,794.83,2024-12-02 18:02:37.918104+00:00,2025-06-21 03:10:09.189538+00:00
543,543,585.77,2024-05-20 23:05:44.685468+00:00,2024-06-17 20:31:06.490630+00:00
544,544,878.27,2024-06-04 12:00:27.448329+00:00,2025-11-01 21:45:36.822897+00:00
545,545,1108.83,2025-06-03 23:04:31.756749+00:00,2025-05-08 21:23:34.506211+00:00
546,546,319.66,2025-06-02 18:24:43.442492+00:00,2025-03-02 23:13:01.519209+00:00
547,547,1690.36,2025-03-20 05:06:09.907154+00:00,2024-10-28 21:43:31.113973+00:00
548,548,644.19,2025-01-03 03:30:51.826646+00:00,2024-04-11 01:18:36.567715+00:00
549,549,147.9,2024-05-16 08:46:38.380964+00:00,2025-03-23 12:53:04.793749+00:00
550,550,564.83,2025-06-30 01:45:31.581043+00:00,2024-03-15 14:02:44.580022+00:00
551,551,782.59,2024-04-13 14:51:51.010925+00:00,2024-05-03 23:17:31.163226+00:00
552,552,1159.85,2025-12-09 22:44:18.237087+00:00,2024-06-27 02:32:44.029095+00:00
553,553,988.75,2024-05-28 03:57:34.014249+00:00,2025-04-02 06:56:22.108224+00:00
554,554,334.05,2025-05-11 06:57:45.639952+00:00,2025-06-23 23:06:59.511755+00:00
555,555,806.55,2024-08-27 23:15:25.953151+00:00,2024-06-04 02:23:41.861132+00:00
556,556,1851.29,2025-07-26 19:48:55.901769+00:00,2025-05-25 14:36:29.260092+00:00
557,557,1388.37,2025-09-15 14:29:50.154313+00:00,2025-02-14 02:46:52.810853+00:00
558,558,1912.07,2024-07-22 15:23:13.652355+00:00,2025-09-08 19:45:30.569381+00:00
559,559,1067.82,2024-03-26 16:46:51.918431+00:00,2025-03-12 09:28:06.780755+00:00
560,560,1494.85,2025-03-16 02:41:10.147877+00:00,2025-04-19 00:37:30.255318+00:00
561,561,1232.43,2026-01-11 07:40:10.166834+00:00,2024-05-31 17:38:18.283204+00:00
562,562,559.56,2024-04-23 06:25:28.928515+00:00,2024-02-27 04:26:54.868341+00:00
563,563,938.18,2025-09-01 06:04:58.574270+00:00,2025-02-13 07:13:44.417762+00:00
564,564,1700.39,2025-04-13 11:14:28.839105+00:00,2025-03-04 21:42:52.778971+00:00
565,565,1257.25,2025-03-26 07:33:19.515523+00:00,2024-07-23 10:37:53.700110+00:00
566,566,479.61,2025-03-24 10:45:22.616271+00:00,2024-02-27 19:48:30.150147+00:00
567,567,1516.56,2025-03-18 22:44:04.841351+00:00,2024-06-29 18:58:25.544544+00:00
568,568,956.04,2024-04-22 15:26:43.589461+00:00,2025-02-05 11:46:54.844028+00:00
569,569,1237.74,2024-08-21 05:07:32.367614+00:00,2024-04-03 02:42:45.857727+00:00
570,570,418.1,2024-10-31 15:58:07.706340+00:00,2025-02-26 14:04:22.466039+00:00
571,571,1862.45,2025-10-12 01:19:40.391793+00:00,2024-07-22 16:05:05.762525+00:00
572,572,953.55,2025-07-17 03:42:37.541864+00:00,2025-01-09 05:27:47.379592+00:00
573,573,760.28,2024-10-09 08:34:11.252812+00:00,2025-08-17 07:32:03.657621+00:00
574,574,802.88,2025-11-27 19:30:00.979541+00:00,2024-04-05 07:13:24.487775+00:00
575,575,1821.87,2024-10-28 23:30:18.820729+00:00,2024-10-16 10:34:53.575526+00:00
