booking_discount_id,booking_id,promotion_id,discount_amount,created_at
1281,38472,1456,901.8,2025-11-12 17:37:06.782667+00:00
1282,24643,976,1466.12,2025-03-31 20:05:02.865672+00:00
1283,24228,851,989.32,2025-04-09 18:43:25.285687+00:00
1284,24228,1137,380.44,2024-05-17 09:34:37.716347+00:00
1285,20325,724,1505.51,2024-06-28 05:12:13.869681+00:00
1286,11206,970,929.32,2024-03-14 06:00:44.737247+00:00
1287,56686,1289,789.66,2024-07-07 00:54:00.943407+00:00
1288,56686,980,162.79,2024-03-12 23:33:02.028991+00:00
1289,2138,355,1969.19,2024-12-19 23:27:44.824442+00:00
1290,21990,72,219.21,2025-03-26 20:55:04.478451+00:00
1291,61762,1554,1433.93,2025-05-23 12:25:20.170597+00:00
1292,61762,526,970.24,2025-01-24 09:47:13.195860+00:00
1293,40051,1865,1578.96,2025-02-04 04:29:46.817266+00:00
1294,55065,484,1100.81,2024-09-25 20:24:49.342467+00:00
1295,55065,1711,1939.86,2024-03-19 02:02:40.471153+00:00
1296,16146,1748,955.92,2025-06-24 00:39:22.161255+00:00
1297,62988,450,1835.76,2025-11-02 04:03:10.367326+00:00
1298,62988,1964,344.16,2025-04-21 10:12:58.978392+00:00
1299,48715,813,1470.02,2024-03-07 19:25:04.107868+00:00
1300,43105,1504,313.25,2024-07-27 14:01:52.027390+00:00
1301,480,729,629.74,2024-06-13 01:21:32.691028+00:00
1302,480,1273,1486.96,2025-06-14 06:53:52.816658+00:00
1303,7043,50,1133.29,2025-06-30 16:44:05.877610+00:00
1304,7043,566,1437.24,2025-07-28 05:52:35.154077+00:00
1305,23720,450,1845.42,2024-03-22 20:11:43.805016+00:00
1306,63899,1589,171.68,2025-03-11 20:43:22.650661+00:00
1307,63899,1851,1878.39,2025-12-28 10:22:39.714992+00:00
1308,32810,499,1293.52,2025-08-18 03:05:11.064748+00:00
1309,32810,1479,1723.61,2024-01-27 19:23:36.400177+00:00
1310,27985,659,1056.4,2025-12-08 00:49:20.543504+00:00
1311,50288,1685,1897.11,2024-12-30 13:41:24.509263+00:00
1312,20881,1856,1390.31,2024-11-18 04:27:01.902155+00:00
1313,60535,1610,1016.03,2024-03-30 21:04:20.073079+00:00
1314,52981,1549,528.48,2025-01-28 09:00:57.013138+00:00
1315,27040,262,352.43,2025-03-31 18:18:11.401758+00:00
1316,48313,849,1295.21,2025-01-21 05:29:16.549857+00:00
1317,48313,1308,930.84,2025-11-24 09:15:38.173974+00:00
1318,57265,254,432.47,2024-07-11 20:18:24.014401+00:00
1319,56094,1444,1281.5,2024-02-10 10:33:39.856475+00:00
1320,56094,1953,1135.09,2025-10-22 09:52:40.595539+00:00
1321,4728,704,1502.12,2025-06-29 21:15:22.609054+00:00
1322,4728,1052,719.54,2025-11-05 14:06:24.833975+00:00
1323,27160,1294,133.5,2024-09-05 22:28:55.578047+00:00
1324,27160,1334,134.43,2025-01-31 17:06:18.905519+00:00
1325,7943,426,971.93,2025-04-18 07:46:06.592191+00:00
1326,7943,155,1143.53,2025-12-17 11:29:20.144125+00:00
1327,46368,1482,80.64,2024-02-05 11:09:35.841118+00:00
1328,6712,171,775.33,2025-01-01 06:43:37.586590+00:00
1329,6712,484,1805.13,2024-10-07 11:13:11.366869+00:00
1330,12305,746,88.68,2025-03-06 09:23:42.487997+00:00
1331,12305,1878,380.91,2024-02-01 12:33:53.141640+00:00
1332,60955,1380,1271.69,2024-01-22 17:20:12.865456+00:00
1333,30531,1602,1293.24,2024-07-14 00:59:37.914909+00:00
1334,45033,1888,1078.17,2025-03-06 10:08:56.326721+00:00
1335,45033,592,1056.97,2024-04-22 23:06:56.142831+00:00
1336,6488,1169,910.71,2024-03-24 05:30:47.378122+00:00
1337,6488,1907,1837.35,2025-08-29 12:00:45.043382+00:00
1338,16650,551,668.92,2024-09-08 08:25:04.245317+00:00
1339,42439,921,1820.5,2025-07-25 06:58:56.775404+00:00
1340,42439,1678,1570.46,2025-08-02 07:50:03.841089+00:00
1341,28379,1563,247.68,2025-09-12 14:05:23.104465+00:00
1342,69092,234,1732.72,2024-03-26 08:02:09.695362+00:00
1343,35357,1425,24.76,2024-03-06 00:15:41.864660+00:00
1344,8267,1259,526.43,2025-01-17 02:39:42.032363+00:00
1345,65544,63,928.54,2025-07-29 05:17:02.449047+00:00
1346,65544,424,253.13,2025-02-27 02:58:53.834251+00:00
1347,59672,1646,1565.95,2024-12-30 06:56:30.372093+00:00
1348,53290,1029,1576.24,2025-08-24 19:26:48.146991+00:00
1349,53290,1912,190.13,2024-10-11 06:47:27.429410+00:00
1350,42894,38,1133.8,2025-11-23 07:30:50.835623+00:00
1351,42894,362,216.41,2024-09-01 18:41:42.968019+00:00
1352,1472,680,540.5,2025-09-27 00:06:43.676753+00:00
1353,1472,1236,1560.49,2024-11-20 11:53:24.062820+00:00
1354,69767,1577,938.0,2024-05-08 15:17:16.115043+00:00
1355,69767,1418,1087.47,2024-02-07 08:50:12.156878+00:00
1356,36987,530,261.64,2025-07-21 02:32:52.053088+00:00
1357,36987,1796,1292.23,2024-05-01 21:48:58.270974+00:00
1358,20122,362,950.13,2024-06-23 00:36:08.379178+00:00
1359,20122,692,1321.89,2024-12-12 05:01:33.864657+00:00
1360,42206,974,1691.5,2025-10-02 19:10:49.949851+00:00
1361,42206,486,423.47,2024-05-16 22:42:12.886406+00:00
1362,48884,1960,700.14,2024-07-06 12:35:41.858850+00:00
1363,48884,94,784.7,2025-08-19 15:59:21.877402+00:00
1364,60558,1688,1054.6,2026-01-08 09:07:21.741497+00:00
1365,60558,1011,1855.9,2024-11-17 00:19:27.476939+00:00
1366,64795,1770,192.67,2024-06-07 17:10:57.584340+00:00
1367,64795,1643,1235.29,2024-09-14 17:45:01.742500+00:00
1368,8909,1043,584.5,2025-03-17 06:59:10.884256+00:00
1369,6740,738,1772.69,2024-03-07 12:08:44.348056+00:00
1370,6740,395,75.15,2025-06-28 14:45:43.780486+00:00
1371,21748,1385,211.84,2025-06-10 00:46:43.936222+00:00
1372,16624,657,1162.93,2025-12-17 03:30:58.959040+00:00
1373,345,422,1025.92,2025-08-28 18:43:59.098465+00:00
1374,57051,448,1245.65,2024-02-11 07:57:17.316667+00:00
1375,37449,1051,1450.15,2025-10-05 17:42:18.096217+00:00
1376,31090,1391,1311.92,2025-05-12 03:37:13.671810+00:00
1377,31090,700,1901.29,2025-12-30 21:19:53.088512+00:00
1378,25357,929,1007.28,2024-09-18 07:52:34.954153+00:00
1379,25357,859,1826.83,2025-04-30 03:57:04.815888+00:00
1380,41448,1266,1567.92,2025-01-25 22:53:05.421962+00:00
1381,41448,1076,636.02,2024-05-12 06:28:17.610055+00:00
1382,63710,1615,1919.85,2024-12-23 19:38:32.870756+00:00
1383,59969,742,1902.27,2025-07-27 11:35:27.025677+00:00
1384,59969,1042,507.8,2024-02-03 03:37:06.100384+00:00
1385,60981,1803,1237.73,2025-07-01 15:40:13.025213+00:00
1386,49339,1717,1671.18,2024-11-15 02:33:53.111238+00:00
1387,49157,931,174.27,2024-04-05 20:50:00.967265+00:00
1388,49157,1931,845.11,2025-11-19 12:02:09.341741+00:00
1389,18627,1088,734.39,2024-10-16 12:54:53.286886+00:00
1390,17985,1996,1251.67,2025-03-11 19:49:31.634922+00:00
1391,17985,1299,1027.42,2025-03-18 14:46:37.666968+00:00
1392,59472,741,1753.19,2024-05-29 22:24:47.265304+00:00
1393,3413,465,733.96,2024-06-28 07:37:39.121927+00:00
1394,3413,74,664.68,2024-04-11 06:53:39.117782+00:00
1395,29971,1893,1903.92,2025-01-24 12:12:57.083908+00:00
1396,29971,694,1694.11,2024-04-29 12:54:16.702065+00:00
1397,33797,692,1063.15,2025-10-28 05:45:33.088985+00:00
1398,50145,959,1154.06,2025-08-08 14:35:41.292135+00:00
1399,50145,318,367.78,2024-10-02 00:26:38.679491+00:00
1400,53883,1944,272.36,2025-07-08 08:29:01.968196+00:00
1401,14094,1337,1122.32,2025-11-25 04:24:33.904676+00:00
1402,31230,242,1196.94,2025-09-29 17:14:41.082990+00:00
1403,64516,113,1334.72,2025-09-06 02:59:19.324743+00:00
1404,23774,1776,264.19,2024-07-30 06:26:16.892920+00:00
1405,23774,384,1427.82,2025-07-14 05:46:13.892942+00:00
1406,65533,1601,1109.27,2025-02-04 13:22:22.859612+00:00
1407,65533,122,1477.99,2024-01-31 18:18:26.377571+00:00
1408,24125,1284,660.67,2024-02-17 21:46:15.488820+00:00
1409,58977,1352,745.56,2025-03-10 06:48:56.885336+00:00
1410,58977,1945,101.17,2024-10-20 07:30:49.453040+00:00
1411,37810,384,59.81,2025-04-23 23:45:13.019881+00:00
1412,19139,1449,1607.57,2024-11-12 10:28:50.833042+00:00
1413,13455,14,980.98,2024-04-03 23:15:08.804234+00:00
1414,13455,681,1471.35,2025-03-01 00:57:29.705700+00:00
1415,9807,632,1242.72,2025-03-04 04:32:33.356106+00:00
1416,62090,529,1271.99,2025-07-26 03:38:46.053095+00:00
1417,62090,57,1944.83,2024-03-27 12:10:44.145550+00:00
1418,66723,118,1728.12,2026-01-20 21:50:43.293522+00:00
1419,66723,857,30.25,2024-08-10 02:11:40.197708+00:00
1420,42432,93,1915.72,2024-12-20 02:37:02.697275+00:00
1421,45455,1309,270.63,2024-09-17 18:46:40.911469+00:00
1422,45455,1490,1462.83,2025-06-24 01:39:16.774813+00:00
1423,65825,1264,1493.13,2025-02-24 00:02:13.825290+00:00
1424,65825,1879,459.91,2024-06-29 18:13:35.086569+00:00
1425,8236,1533,1397.92,2024-11-04 20:34:03.079530+00:00
1426,67533,1749,199.59,2025-06-14 13:38:45.144226+00:00
1427,17800,20,688.2,2024-09-14 01:04:48.003936+00:00
1428,17800,818,1420.28,2025-11-21 19:51:33.584887+00:00
1429,61106,55,1978.8,2025-01-11 12:41:12.227201+00:00
1430,16688,635,457.29,2024-09-25 03:05:49.807398+00:00
1431,46267,540,1843.23,2024-04-25 00:07:04.530327+00:00
1432,46267,859,411.54,2025-02-10 18:52:15.376712+00:00
1433,49387,234,288.32,2024-06-01 11:48:54.046851+00:00
1434,3430,584,1763.45,2025-01-16 08:28:26.333456+00:00
1435,3430,1324,682.63,2025-03-16 08:03:08.073478+00:00
1436,56916,356,860.59,2025-01-19 06:43:52.231543+00:00
1437,56916,1809,1924.17,2024-01-26 21:36:38.534603+00:00
1438,36240,1266,1806.41,2024-11-04 00:57:41.544081+00:00
1439,36240,390,1741.64,2025-06-13 14:57:25.625397+00:00
1440,15094,710,1609.66,2025-05-04 05:30:07.380142+00:00
1441,65614,1013,868.26,2024-11-25 06:08:48.329113+00:00
1442,65614,1227,749.98,2024-07-18 18:53:13.040011+00:00
1443,13600,135,1070.49,2025-10-22 21:09:12.732978+00:00
1444,13600,140,1084.49,2024-03-20 20:29:07.000876+00:00
1445,68841,1084,508.45,2024-02-24 15:25:18.493243+00:00
1446,7936,230,1372.7,2025-03-21 10:24:35.634375+00:00
1447,15711,598,1053.06,2025-07-05 21:00:26.473892+00:00
1448,15711,340,74.98,2024-02-23 03:37:55.015430+00:00
1449,23650,1233,435.62,2025-07-21 23:23:28.084851+00:00
1450,23650,1172,1328.47,2024-06-17 09:10:11.117649+00:00
1451,3796,72,1813.97,2025-01-07 08:07:09.911577+00:00
1452,3796,524,62.29,2025-12-16 16:37:56.215279+00:00
1453,57769,1722,1129.67,2025-11-07 23:57:07.854189+00:00
1454,57769,1288,773.46,2025-02-27 19:15:31.141132+00:00
1455,39514,1849,1413.12,2025-08-16 00:29:13.773667+00:00
1456,39514,20,1734.12,2025-06-06 02:16:21.889150+00:00
1457,11763,1568,121.95,2024-09-18 07:37:36.316005+00:00
1458,11763,158,759.57,2024-08-24 11:02:07.959403+00:00
1459,68087,1953,924.85,2025-08-30 19:24:15.511976+00:00
1460,68087,1112,260.42,2024-10-11 08:11:37.524854+00:00
1461,31111,106,843.85,2025-05-04 15:11:36.077867+00:00
1462,1376,1430,980.73,2024-02-08 02:29:16.098675+00:00
1463,1376,128,450.11,2024-03-11 10:52:07.472436+00:00
1464,62737,1784,1383.73,2025-12-17 20:16:11.244450+00:00
1465,40535,1063,837.13,2025-05-08 18:12:58.141262+00:00
1466,2486,1174,978.39,2024-09-23 17:45:49.133969+00:00
1467,2486,1681,959.6,2025-06-25 18:01:30.662237+00:00
1468,37898,873,545.22,2024-10-23 00:13:43.844029+00:00
1469,37898,422,645.8,2025-02-01 12:41:16.367308+00:00
1470,69542,1542,1948.31,2024-11-01 23:43:19.604449+00:00
1471,69542,600,111.61,2024-08-27 21:58:20.206169+00:00
1472,1422,1818,849.63,2025-10-07 22:00:07.147047+00:00
1473,1422,221,872.37,2026-01-16 01:38:12.397914+00:00
1474,51904,431,1288.82,2024-09-26 13:36:29.461641+00:00
1475,51904,300,1267.31,2024-06-13 03:47:09.033296+00:00
1476,43367,847,1228.28,2024-05-10 03:22:25.834703+00:00
1477,33053,1390,1230.05,2025-06-29 15:35:15.509324+00:00
1478,33053,1210,21.89,2025-12-14 10:44:44.034478+00:00
1479,502,852,1972.43,2025-08-29 14:47:05.299815+00:00
1480,6538,72,262.94,2024-08-19 12:04:49.527722+00:00
1481,6538,1615,426.14,2025-12-13 10:09:49.464583+00:00
1482,1700,1447,829.04,2025-01-29 14:10:42.693780+00:00
1483,48406,1638,940.17,2025-02-18 09:53:27.579223+00:00
1484,54050,593,1641.56,2025-04-20 21:56:36.871943+00:00
1485,5436,453,1154.7,2024-11-08 07:18:44.806927+00:00
1486,5436,836,286.02,2024-05-18 04:41:20.500464+00:00
1487,5734,986,1102.55,2025-01-13 21:40:14.259083+00:00
1488,36279,1182,1037.88,2025-07-21 22:33:12.768958+00:00
1489,62951,1813,284.43,2024-07-17 09:24:55.962953+00:00
1490,27851,409,242.7,2024-05-06 00:30:51.271424+00:00
1491,27851,800,1777.09,2025-11-17 05:04:13.377263+00:00
1492,7455,1376,447.39,2024-11-25 17:30:16.417773+00:00
1493,36090,1768,1217.2,2024-11-01 01:27:05.289152+00:00
1494,55841,1499,1167.19,2025-03-30 00:48:48.212889+00:00
1495,55841,1544,712.71,2024-02-05 16:16:38.652831+00:00
1496,26175,444,43.49,2025-03-10 18:56:24.118526+00:00
1497,26175,1129,366.31,2024-08-21 14:28:52.823596+00:00
1498,58643,362,661.35,2024-06-07 16:28:35.100387+00:00
1499,26499,1446,1614.46,2024-03-28 21:16:32.052356+00:00
1500,12719,1455,1384.54,2024-03-24 20:00:29.751729+00:00
1501,12719,916,156.99,2024-03-17 00:09:11.422205+00:00
1502,38227,34,671.48,2025-11-22 10:26:32.552482+00:00
1503,153,1236,999.09,2024-08-09 11:00:28.106620+00:00
1504,153,1137,1247.42,2025-10-06 03:43:41.566925+00:00
1505,67912,1307,1587.27,2025-08-24 10:23:49.014263+00:00
1506,24642,152,1203.61,2024-10-14 01:19:46.308054+00:00
1507,24642,327,442.24,2025-12-11 22:21:56.902214+00:00
1508,44559,675,1673.09,2025-04-02 18:36:39.303465+00:00
1509,3486,1998,614.43,2024-12-04 20:12:24.297406+00:00
1510,8393,487,475.56,2025-11-16 00:25:18.005076+00:00
1511,8393,149,506.19,2025-05-09 02:49:41.594729+00:00
1512,438,787,1777.29,2024-08-18 17:23:14.017208+00:00
1513,33865,1256,1697.29,2025-01-28 21:31:24.990022+00:00
1514,33865,1624,1639.88,2024-06-21 00:52:31.394269+00:00
1515,38969,1229,74.76,2024-05-27 18:19:27.094572+00:00
1516,11375,1220,668.16,2025-03-04 07:01:26.907062+00:00
1517,11375,1243,1865.43,2024-09-07 18:52:50.067811+00:00
1518,56151,379,185.37,2024-10-22 04:13:45.824122+00:00
1519,47872,851,1696.17,2025-06-19 03:31:36.297492+00:00
1520,40271,1638,748.41,2024-05-12 23:41:08.719017+00:00
1521,40271,380,779.26,2025-10-10 04:43:30.849293+00:00
1522,56855,672,1300.63,2025-09-03 01:22:28.095975+00:00
1523,68401,1374,630.65,2024-06-20 23:38:02.278290+00:00
1524,68401,1594,1651.15,2025-10-11 07:13:38.615249+00:00
1525,1698,572,124.41,2024-03-17 11:04:26.166526+00:00
1526,1698,1892,620.06,2025-01-08 21:27:15.181715+00:00
1527,29157,29,1496.29,2024-04-27 07:16:22.048538+00:00
1528,53852,1214,403.76,2025-05-20 02:41:20.099687+00:00
1529,65611,1786,1871.15,2024-11-12 20:40:23.290427+00:00
1530,65611,1236,290.29,2024-10-11 23:21:41.657577+00:00
1531,17307,1625,792.38,2026-01-15 07:13:12.165548+00:00
1532,13023,1940,560.96,2025-03-30 04:46:02.958483+00:00
1533,13023,1871,1141.51,2024-07-05 11:28:41.542412+00:00
1534,51502,407,1304.46,2024-07-21 01:55:29.210711+00:00
1535,51502,1584,1991.6,2025-11-08 04:43:12.671338+00:00
1536,6764,1561,938.24,2025-09-11 03:07:18.122262+00:00
1537,28133,1515,1128.44,2025-09-19 19:28:52.312088+00:00
1538,28133,544,1403.39,2024-06-07 10:04:17.092076+00:00
1539,39652,1006,927.07,2025-09-09 00:23:53.694541+00:00
1540,11268,55,1020.17,2024-12-27 05:46:01.509391+00:00
1541,21917,949,452.22,2025-04-16 10:22:39.140541+00:00
1542,21917,1136,674.1,2024-09-13 08:49:52.749267+00:00
1543,68258,999,691.94,2025-05-13 11:28:31.453133+00:00
1544,7634,1233,413.18,2024-08-12 08:28:24.096131+00:00
1545,67920,1241,1412.31,2025-06-23 20:30:16.007757+00:00
1546,65106,889,95.21,2024-10-17 18:48:08.866209+00:00
1547,65106,1344,665.15,2024-02-28 21:52:49.542147+00:00
1548,40632,733,330.47,2025-03-09 22:29:11.255218+00:00
1549,40632,1017,649.06,2024-04-23 23:24:05.434439+00:00
1550,59759,711,1553.8,2024-05-12 03:22:15.808547+00:00
1551,22456,1385,1889.79,2024-08-15 19:36:24.783793+00:00
1552,1427,640,798.19,2024-10-18 19:14:57.276495+00:00
1553,1427,976,674.29,2024-09-05 20:21:48.568905+00:00
1554,34546,603,1624.28,2024-01-25 11:17:40.588149+00:00
1555,34546,1278,1157.13,2024-05-23 08:26:55.587946+00:00
1556,466,1925,411.5,2025-08-13 03:22:52.039397+00:00
1557,466,1905,1600.84,2025-08-08 18:28:41.106142+00:00
1558,39960,860,1573.9,2024-11-30 09:50:12.896181+00:00
1559,39960,1199,790.82,2024-10-03 05:08:28.068593+00:00
1560,13526,843,1817.48,2024-09-15 06:28:40.179893+00:00
1561,19267,991,1637.43,2024-10-31 13:04:48.255573+00:00
1562,19267,1722,336.57,2025-05-02 14:46:23.018132+00:00
1563,53770,885,731.94,2025-06-02 15:24:28.561366+00:00
1564,53770,421,447.97,2024-04-30 05:24:26.038113+00:00
1565,68976,1888,1853.65,2024-07-01 11:46:18.440429+00:00
1566,12146,1420,1294.13,2025-02-06 13:32:47.914992+00:00
1567,33645,245,1043.1,2024-08-13 09:19:32.251312+00:00
1568,33645,174,1658.91,2025-08-31 04:02:38.913820+00:00
1569,18213,320,38.72,2025-07-28 18:19:51.312450+00:00
1570,18213,455,857.39,2024-06-28 00:12:54.272016+00:00
1571,59053,1411,648.15,2025-06-21 18:05:09.309888+00:00
1572,48379,1211,1297.39,2024-01-24 02:31:32.955544+00:00
1573,48379,1604,1414.55,2024-05-29 22:29:19.465331+00:00
1574,69049,59,963.4,2024-10-20 10:23:16.147690+00:00
1575,66936,1770,317.96,2024-10-27 17:59:20.328228+00:00
1576,66936,1207,1243.92,2025-05-17 14:11:18.977116+00:00
1577,58653,869,719.94,2025-12-09 12:51:03.035810+00:00
1578,58653,203,336.22,2025-06-25 02:44:24.908252+00:00
1579,55201,1536,718.87,2024-03-20 06:52:30.876882+00:00
1580,51806,305,1823.59,2025-08-13 03:53:51.999046+00:00
1581,44829,1144,186.8,2024-07-15 11:33:30.669105+00:00
1582,62216,245,1848.24,2024-02-04 20:39:01.409951+00:00
1583,38288,1404,1816.12,2024-05-26 21:22:36.858830+00:00
1584,38288,490,1784.86,2024-09-18 00:55:09.909240+00:00
1585,20369,1728,365.21,2025-07-24 17:33:43.032775+00:00
1586,39493,196,1526.72,2025-12-06 15:51:29.926103+00:00
1587,39493,1148,1935.08,2024-03-21 06:18:03.890812+00:00
1588,46032,295,1842.8,2026-01-07 18:36:20.006625+00:00
1589,4941,1954,29.18,2025-11-09 04:06:10.603845+00:00
1590,31954,337,1651.86,2024-01-23 12:05:40.343282+00:00
1591,40611,1524,1632.88,2025-07-05 15:54:19.065239+00:00
1592,32645,1167,537.78,2026-01-10 03:59:53.991349+00:00
1593,32645,1290,1819.98,2025-06-04 17:33:23.125196+00:00
1594,34293,1587,1465.49,2025-08-20 11:17:10.356308+00:00
1595,34293,1508,1114.94,2025-02-16 08:11:41.937874+00:00
1596,69283,621,793.83,2025-05-14 05:36:57.244765+00:00
1597,16151,1578,811.24,2024-10-01 19:26:12.881207+00:00
1598,16151,282,1134.51,2024-02-11 15:13:40.471740+00:00
1599,24117,771,762.53,2025-03-21 10:21:09.220762+00:00
1600,64303,184,1426.21,2024-05-10 18:46:30.780189+00:00
1601,42903,707,1180.31,2024-04-11 02:53:16.887534+00:00
1602,42903,324,1628.54,2024-12-06 15:35:22.758553+00:00
1603,57748,838,768.42,2025-06-17 16:33:11.873508+00:00
1604,57748,1492,1678.32,2025-10-25 23:16:21.235428+00:00
1605,23233,843,927.9,2025-01-07 21:19:58.205209+00:00
1606,40644,1985,1326.36,2025-12-27 23:09:50.433654+00:00
1607,40644,624,862.22,2025-06-11 18:03:10.456419+00:00
1608,10538,1744,1691.03,2025-06-20 15:14:16.778653+00:00
1609,36810,701,1311.7,2025-12-21 14:41:10.991537+00:00
1610,22263,514,693.22,2024-12-20 19:35:58.692477+00:00
1611,22263,1521,125.82,2025-05-30 17:53:03.576193+00:00
1612,54350,334,214.37,2024-09-12 07:08:22.658198+00:00
1613,22813,383,1284.35,2024-06-29 18:13:46.516359+00:00
1614,22813,1241,1603.83,2024-08-31 10:22:38.951529+00:00
1615,31,1025,1636.4,2024-05-29 02:57:24.334661+00:00
1616,42682,129,1930.15,2025-01-30 19:42:00.651304+00:00
1617,53149,1831,1140.04,2025-06-09 04:53:08.654480+00:00
1618,53149,872,1074.75,2025-03-15 03:10:48.178376+00:00
1619,18315,1305,70.9,2025-05-21 09:45:35.892868+00:00
1620,215,291,1034.66,2024-05-04 20:55:10.927305+00:00
1621,45373,872,364.54,2024-09-12 05:05:03.307457+00:00
1622,45373,216,1385.73,2025-11-24 02:34:39.993682+00:00
1623,54538,21,726.5,2025-11-07 07:57:06.890687+00:00
1624,54538,1844,485.03,2025-03-06 13:18:57.063521+00:00
1625,50664,1898,1049.89,2024-05-13 05:29:20.685405+00:00
1626,50664,691,1131.28,2025-07-07 21:02:47.014648+00:00
1627,23373,1720,524.4,2025-10-04 06:15:44.058197+00:00
1628,23373,1085,738.71,2025-01-24 12:57:50.938344+00:00
1629,35294,376,649.69,2024-04-18 10:03:15.446350+00:00
1630,35294,1251,1292.05,2026-01-02 10:31:52.287914+00:00
1631,49532,1925,1697.04,2025-04-11 12:51:47.224246+00:00
1632,28863,1918,1870.88,2024-07-24 02:13:30.019915+00:00
1633,60547,1091,407.61,2025-01-03 06:26:21.603992+00:00
1634,35695,710,1450.69,2025-10-06 11:25:04.138381+00:00
1635,44743,1093,402.84,2024-01-26 14:50:54.464191+00:00
1636,44743,421,1877.82,2024-04-29 12:23:08.983768+00:00
1637,28760,1705,1710.87,2025-10-24 07:42:54.391682+00:00
1638,28760,260,177.26,2025-09-12 13:31:59.957821+00:00
1639,32570,836,506.25,2025-11-25 01:07:11.782330+00:00
1640,32570,1679,32.04,2025-02-22 20:58:16.149653+00:00
1641,16500,1745,792.74,2025-11-04 21:12:41.821269+00:00
1642,32740,1849,1876.55,2025-07-07 10:43:36.925630+00:00
1643,32740,1818,401.65,2025-05-03 15:08:58.030466+00:00
1644,9593,1255,295.7,2025-01-06 17:53:05.323047+00:00
1645,9593,749,33.92,2024-03-13 00:03:41.602164+00:00
1646,53008,855,1824.03,2025-12-19 06:21:31.638664+00:00
1647,29662,1945,1525.62,2024-03-31 15:52:58.563801+00:00
1648,15969,1584,61.31,2024-07-04 00:05:20.971111+00:00
1649,15969,1801,1871.81,2025-05-21 18:35:54.248209+00:00
1650,6133,1187,588.16,2025-12-07 16:34:36.717176+00:00
1651,17324,50,1240.36,2024-12-18 05:09:53.323915+00:00
1652,17324,1744,1386.12,2024-06-05 04:37:11.475801+00:00
1653,52155,1549,628.07,2024-06-28 08:26:04.150145+00:00
1654,53685,866,752.48,2026-01-09 21:32:41.588253+00:00
1655,50731,941,1795.73,2024-06-18 00:19:01.378537+00:00
1656,50731,227,419.94,2025-04-17 09:46:57.600967+00:00
1657,30477,212,583.28,2025-02-23 14:20:05.967119+00:00
1658,16855,629,1301.94,2024-06-13 05:48:29.917307+00:00
1659,54247,74,1897.4,2024-11-19 03:14:04.368955+00:00
1660,48247,1532,747.56,2025-12-04 06:49:02.352984+00:00
1661,20496,1405,735.75,2025-06-08 06:04:04.746671+00:00
1662,65196,1323,242.57,2024-08-23 04:24:26.276783+00:00
1663,13249,1237,380.38,2024-11-15 08:41:42.546624+00:00
1664,27330,332,664.47,2025-01-29 17:28:43.875949+00:00
1665,27330,348,1110.19,2024-02-05 15:40:42.650802+00:00
1666,56604,727,1749.98,2024-10-28 21:47:21.090387+00:00
1667,4695,1094,1929.26,2024-10-06 12:55:51.866067+00:00
1668,4695,1499,526.56,2024-12-03 12:35:37.869283+00:00
1669,66063,1070,1646.73,2025-06-28 22:46:16.873054+00:00
1670,66063,734,1523.87,2024-07-21 14:01:21.694026+00:00
1671,68018,225,163.16,2025-04-13 14:51:56.483148+00:00
1672,24322,25,1149.37,2024-09-04 04:35:22.304889+00:00
1673,31302,1695,737.69,2025-06-27 19:05:39.144619+00:00
1674,31302,1828,591.64,2024-02-04 00:17:01.943570+00:00
1675,33926,1040,449.11,2025-11-09 19:54:26.435362+00:00
1676,33926,424,1855.68,2025-08-30 17:15:32.199952+00:00
1677,59666,1214,997.91,2025-01-24 20:47:51.570101+00:00
1678,60749,822,547.36,2024-04-18 09:10:17.889611+00:00
1679,60749,855,1199.17,2024-11-30 00:25:39.586936+00:00
1680,35146,1226,908.67,2024-02-20 03:12:11.776209+00:00
1681,2977,1560,1025.2,2025-03-30 12:39:04.356638+00:00
1682,43219,1998,1716.59,2024-03-31 03:30:33.679025+00:00
1683,43219,120,192.2,2025-06-20 20:57:30.953846+00:00
1684,18316,293,39.8,2024-08-06 22:27:21.619722+00:00
1685,18316,531,233.41,2025-12-06 01:36:59.845673+00:00
1686,60845,23,1802.46,2025-05-17 15:01:47.869511+00:00
1687,60845,61,1618.19,2024-10-16 07:00:13.617702+00:00
1688,28749,441,697.74,2024-01-27 09:01:07.236916+00:00
1689,39281,269,71.39,2025-02-07 05:24:29.316362+00:00
1690,45792,1821,996.3,2025-08-28 18:38:40.399958+00:00
1691,9360,949,602.89,2025-07-19 22:14:03.660191+00:00
1692,9360,857,428.42,2025-04-09 22:24:59.998461+00:00
1693,26462,1570,883.98,2025-04-21 10:34:53.109399+00:00
1694,55823,1519,292.27,2024-05-26 14:22:52.995270+00:00
1695,42381,1404,275.45,2025-09-13 23:31:27.284338+00:00
1696,42381,281,266.06,2024-09-08 01:24:10.138755+00:00
1697,20997,622,529.6,2024-04-18 15:50:16.303123+00:00
1698,20997,258,409.22,2025-10-10 07:06:37.999719+00:00
1699,16620,529,1528.73,2024-01-31 16:18:19.751159+00:00
1700,16620,174,1956.87,2024-10-07 16:12:05.677586+00:00
1701,19265,940,1964.73,2024-02-24 22:58:37.138830+00:00
1702,19265,1768,706.99,2025-02-08 22:36:43.670641+00:00
1703,53738,756,1242.12,2025-10-20 12:57:49.116438+00:00
