tax_fee_id,hotel_id,name,tax_type,tax_value,created_at
326,6,From_e2b0c5,FIXED,893.65,2024-02-23 18:12:17.757949+00:00
327,10,Account_168fa2,PERCENT,604.7,2024-05-07 06:52:54.653525+00:00
328,7,Smile_08340f,PERCENT,1105.04,2024-10-19 08:07:47.299090+00:00
329,3,Mean_db6594,PERCENT,741.31,2024-03-12 22:00:40.884025+00:00
330,2,Cost_94dcc1,FIXED,1462.0,2025-03-20 03:02:41.183998+00:00
331,12,Ten_03fd5e,FIXED,383.81,2026-01-20 10:08:11.210203+00:00
332,2,Movement_052ae5,PERCENT,1966.55,2024-02-27 20:01:51.941153+00:00
333,12,Voice_838de8,FIXED,1972.59,2024-04-19 14:12:32.195059+00:00
334,11,There_79b455,FIXED,927.55,2025-09-20 14:07:40.386042+00:00
335,8,Door_0a96b7,FIXED,928.53,2025-03-06 20:59:20.011641+00:00
336,6,Blue_5342e3,PERCENT,422.15,2024-01-25 16:11:15.273727+00:00
337,4,Development_9b4a59,FIXED,1156.05,2025-05-11 23:35:18.734792+00:00
338,12,Town_4d1010,FIXED,1105.15,2025-02-22 15:49:11.718533+00:00
339,9,Other_f18131,PERCENT,1201.97,2025-07-22 02:32:49.913921+00:00
340,1,Top_4b54fe,PERCENT,994.17,2025-12-31 22:06:13.879772+00:00
341,6,Prevent_cb2eec,PERCENT,1787.18,2025-03-01 03:52:26.031169+00:00
342,2,Worry_1b5007,PERCENT,398.54,2024-08-18 11:12:46.489351+00:00
343,6,Music_af1ce7,FIXED,1904.62,2024-11-13 09:51:44.139166+00:00
344,6,Traditional_1137c0,PERCENT,629.76,2024-07-03 02:52:24.207816+00:00
345,10,Population_548708,FIXED,1097.42,2025-12-10 06:27:34.752003+00:00
346,3,Democratic_d06156,PERCENT,461.22,2024-09-29 03:32:37.223483+00:00
347,2,Section_5d58c0,PERCENT,362.69,2024-05-06 09:50:29.196243+00:00
348,1,Hear_cf92dd,FIXED,1108.49,2024-10-10 08:45:15.785201+00:00
349,6,Brother_2e0a90,FIXED,1148.37,2024-02-15 01:37:04.409451+00:00
350,6,Four_92622d,FIXED,712.98,2025-11-11 16:11:39.993927+00:00
351,3,Rule_5017fb,FIXED,1235.57,2025-07-10 19:52:36.373200+00:00
352,10,Ready_58437e,FIXED,56.46,2026-01-18 23:29:52.832094+00:00
353,7,Food_f764f3,FIXED,1203.21,2024-04-29 23:26:29.131088+00:00
354,11,Nature_d2c4d6,FIXED,1199.64,2025-03-16 07:44:41.822010+00:00
355,5,Image_1990ae,PERCENT,371.53,2026-01-20 20:49:06.305772+00:00
356,5,Mission_86d286,PERCENT,581.47,2024-04-20 08:17:52.258096+00:00
357,8,Sing_a27e52,FIXED,845.59,2025-08-05 20:40:10.646226+00:00
358,3,Quite_2cbaf9,FIXED,1376.39,2025-05-04 21:44:29.864592+00:00
359,7,Well_80cfa4,PERCENT,652.69,2024-04-07 00:36:45.898604+00:00
360,7,Discussion_3c5385,PERCENT,620.0,2024-08-08 17:53:36.772152+00:00
361,12,Prepare_bc4887,PERCENT,1375.18,2024-01-27 01:12:10.353584+00:00
362,12,Sound_1382e8,FIXED,1645.16,2024-05-24 12:21:46.781377+00:00
363,9,Face_a67c68,FIXED,1103.37,2024-01-24 15:48:29.005321+00:00
364,6,Run_37ea27,PERCENT,1855.58,2024-10-29 08:59:09.610700+00:00
365,12,Group_cc852b,PERCENT,1164.07,2024-09-16 22:27:16.123316+00:00
366,3,Though_feb5eb,FIXED,344.51,2024-07-29 06:05:57.749655+00:00
367,12,Ask_0ac913,PERCENT,1424.6,2024-11-14 19:01:53.357810+00:00
368,7,No_0406d9,PERCENT,1431.6,2025-04-13 01:32:54.212230+00:00
369,8,Yard_36ce7e,FIXED,1078.98,2024-06-03 02:17:28.450590+00:00
370,4,Edge_3efb65,FIXED,115.07,2025-10-04 02:52:41.867954+00:00
371,11,Fish_ee5565,FIXED,1445.0,2025-05-16 23:22:43.469917+00:00
372,9,Alone_7391d4,PERCENT,1973.53,2024-09-21 04:56:32.740420+00:00
373,5,Score_f2e0ea,FIXED,1499.99,2024-03-03 11:03:04.558063+00:00
374,6,If_461247,FIXED,569.24,2025-05-05 18:05:01.491937+00:00
375,12,Position_5bc495,PERCENT,1667.45,2025-12-03 06:53:59.246698+00:00
376,3,Best_2c462d,PERCENT,1955.77,2024-09-01 22:24:48.113378+00:00
377,1,Watch_cf5cb8,FIXED,527.1,2024-09-21 11:03:22.043100+00:00
378,3,Still_fd9cb1,FIXED,517.1,2024-08-04 01:33:30.797763+00:00
379,1,Certainly_5a190f,PERCENT,317.23,2025-04-09 17:58:27.356907+00:00
380,4,Rich_800921,FIXED,556.13,2025-08-13 12:12:39.069163+00:00
381,10,Million_705166,PERCENT,461.3,2025-03-02 21:03:09.201318+00:00
382,2,Mr_b70d26,FIXED,1933.92,2024-05-10 04:54:04.884834+00:00
383,10,There_be200c,PERCENT,916.85,2024-05-25 13:22:26.740726+00:00
384,9,Focus_1a857d,FIXED,34.23,2024-02-08 14:10:51.092590+00:00
385,9,Occur_c9402d,FIXED,1552.58,2025-02-17 14:05:37.675777+00:00
386,10,Level_437d0c,PERCENT,53.59,2025-02-12 11:41:49.640611+00:00
387,9,Either_a9a3e6,PERCENT,664.16,2024-02-07 03:46:44.643570+00:00
388,1,Operation_8e4928,FIXED,1043.26,2025-06-09 22:48:14.208055+00:00
389,7,Feeling_31cfd4,FIXED,1810.61,2025-02-19 19:29:40.250626+00:00
390,3,Sort_e94d24,PERCENT,418.37,2024-02-21 16:28:26.972791+00:00
391,2,Back_1f4c44,FIXED,1927.73,2025-08-04 05:23:39.239925+00:00
392,8,Whole_83c884,PERCENT,1087.65,2024-05-10 10:49:25.393511+00:00
393,9,Well_2b917e,PERCENT,1250.34,2024-06-29 23:48:08.712674+00:00
394,10,Hit_aa271f,PERCENT,1206.46,2024-05-07 20:35:17.098407+00:00
395,1,Door_49b745,FIXED,1052.72,2025-06-01 11:27:31.948283+00:00
396,11,Store_c9de2d,FIXED,836.86,2024-06-28 22:20:26.080018+00:00
397,7,Pay_f935ef,PERCENT,1716.66,2025-02-15 20:41:27.598711+00:00
398,4,Than_1d5aed,PERCENT,1722.61,2024-02-08 19:35:49.425448+00:00
399,8,Argue_9e8333,PERCENT,863.25,2024-12-19 13:29:06.912768+00:00
400,4,Much_f532a3,FIXED,552.83,2025-05-31 20:09:49.355906+00:00
401,11,Matter_19aa3a,FIXED,538.26,2024-07-23 23:54:27.569513+00:00
402,6,More_2fa1d7,FIXED,848.3,2025-06-13 16:44:51.490544+00:00
403,8,Out_98909d,PERCENT,1892.72,2024-03-02 00:39:33.803499+00:00
404,12,Model_bac337,PERCENT,1535.43,2025-07-14 18:03:50.485818+00:00
405,11,Oil_47e4c5,FIXED,677.45,2024-06-09 08:00:54.751311+00:00
406,1,International_59f71b,PERCENT,494.7,2024-10-17 00:10:36.316859+00:00
407,8,Mrs_1cbf7f,PERCENT,1101.79,2025-12-05 14:53:30.447129+00:00
408,1,Near_26f0f3,PERCENT,563.25,2025-12-16 11:37:18.642887+00:00
409,11,Place_d73196,FIXED,58.5,2025-06-25 22:54:26.246923+00:00
410,1,Discuss_9036a5,FIXED,431.97,2025-11-23 04:22:46.311888+00:00
411,3,Choice_f19eaa,PERCENT,553.48,2024-07-04 21:56:02.000241+00:00
412,4,Field_ab35de,PERCENT,1146.97,2024-11-17 11:02:34.243435+00:00
413,12,Difference_a5d809,PERCENT,1622.21,2024-05-21 19:03:30.992355+00:00
414,5,Development_74e5a5,PERCENT,1751.03,2024-06-06 02:23:54.346965+00:00
415,10,Report_954b66,FIXED,1932.4,2024-07-12 04:26:25.497080+00:00
416,7,Must_99fc85,FIXED,1200.88,2024-02-29 23:52:42.689224+00:00
417,11,Stage_89adf8,PERCENT,1075.03,2024-12-20 23:38:00.454713+00:00
418,7,Blue_f40cdc,PERCENT,753.02,2024-03-11 19:18:13.328574+00:00
419,7,Contain_60a347,FIXED,1144.12,2025-02-20 07:27:42.889941+00:00
420,5,Data_770c0b,FIXED,880.97,2025-07-23 02:30:40.062953+00:00
421,11,Seat_42aa5d,FIXED,1458.37,2024-12-18 19:06:51.293191+00:00
422,12,Think_00ef17,FIXED,1339.32,2024-12-31 02:27:29.595669+00:00
423,12,Big_4ca82b,FIXED,531.69,2024-11-04 05:33:05.288131+00:00
424,1,Wind_d287df,PERCENT,173.69,2025-05-20 08:15:49.733481+00:00
425,6,Our_b6c9d2,PERCENT,364.6,2025-11-06 22:54:21.071588+00:00
426,11,Require_c36b46,PERCENT,329.9,2024-12-20 19:32:24.475646+00:00
427,5,Wear_c2ca87,FIXED,1733.45,2024-05-13 18:03:01.464351+00:00
428,10,Another_97b3a8,FIXED,352.4,2025-08-14 05:48:53.609433+00:00
429,7,Else_b341d3,FIXED,805.32,2024-08-23 14:54:27.602138+00:00
430,7,First_fc232d,FIXED,818.99,2024-07-02 04:32:20.716871+00:00
431,8,Relationship_9524e4,FIXED,936.84,2025-07-25 16:26:32.907919+00:00
432,4,Computer_d7bd21,PERCENT,504.38,2024-12-30 09:57:00.759203+00:00
433,10,Win_edb7b7,FIXED,454.46,2025-03-29 04:40:16.395257+00:00
434,2,Else_c879b2,PERCENT,27.82,2024-09-09 22:59:14.228454+00:00
435,6,Know_383d8b,PERCENT,1418.43,2024-05-28 17:29:39.035107+00:00
436,12,Around_18614a,PERCENT,1555.2,2024-10-09 15:51:39.522751+00:00
437,3,Why_7b115a,PERCENT,1890.93,2024-04-05 07:16:49.168460+00:00
438,3,Opportunity_4a9e5a,FIXED,732.77,2024-01-27 12:05:14.568446+00:00
439,3,Prepare_fce107,FIXED,1748.33,2025-06-17 16:06:10.841490+00:00
440,5,Notice_95b8c0,FIXED,399.97,2024-06-18 14:16:24.463507+00:00
441,2,Design_098d25,PERCENT,341.66,2025-08-23 01:23:32.297705+00:00
442,12,Federal_6e0648,PERCENT,1490.86,2025-06-06 13:59:59.872580+00:00
443,7,Else_08c9e3,PERCENT,585.57,2024-05-08 15:47:31.253202+00:00
444,3,Myself_05f814,PERCENT,986.08,2024-12-25 16:17:14.981524+00:00
445,7,Moment_d2a919,PERCENT,525.75,2024-05-18 13:46:22.032825+00:00
446,7,Radio_286461,PERCENT,1955.65,2024-07-12 23:36:07.037174+00:00
447,1,White_9c8488,PERCENT,1682.59,2025-06-11 04:07:48.836238+00:00
448,4,Art_586aab,FIXED,1473.54,2024-11-02 00:02:01.331605+00:00
449,7,Defense_13a402,PERCENT,1473.96,2025-05-21 17:38:50.870243+00:00
450,6,Out_d8d99c,PERCENT,1951.76,2025-06-23 11:24:22.344979+00:00
451,10,Structure_392295,PERCENT,1150.66,2025-11-08 23:16:20.551177+00:00
452,12,Give_eb5f76,FIXED,1035.71,2024-12-30 08:51:41.368302+00:00
453,8,Lead_56538d,FIXED,1696.01,2024-08-23 08:12:26.832479+00:00
454,2,Use_8f7141,FIXED,1007.67,2025-11-30 11:14:46.158700+00:00
455,5,High_54dd0d,FIXED,226.01,2024-07-22 19:10:18.154458+00:00
456,3,Key_c8e7ea,FIXED,1739.78,2025-06-19 02:32:36.601264+00:00
457,11,Development_752c26,FIXED,1160.85,2024-03-14 03:04:40.441781+00:00
458,11,Positive_974f49,PERCENT,793.39,2024-03-14 23:30:16.371880+00:00
459,9,Beyond_0028f1,PERCENT,1559.79,2025-06-04 03:28:24.731911+00:00
460,2,Lay_220d3c,FIXED,1010.48,2024-05-11 00:07:04.902601+00:00
461,10,Rest_e0e459,FIXED,826.42,2025-08-24 05:20:28.246793+00:00
462,5,Stand_569620,PERCENT,1886.45,2025-06-01 10:26:21.137675+00:00
463,7,Would_bd8195,FIXED,883.56,2025-06-20 07:10:23.458167+00:00
464,8,Right_ce82b4,PERCENT,1070.4,2025-02-26 04:15:10.510630+00:00
465,7,Pressure_375e4d,PERCENT,74.27,2025-09-08 11:25:28.538988+00:00
466,8,Me_72ca22,PERCENT,607.68,2024-04-27 10:23:17.692276+00:00
467,2,Growth_6da263,PERCENT,976.42,2025-09-15 13:31:24.447083+00:00
468,3,Least_caad0d,FIXED,1463.75,2024-05-11 12:27:07.429724+00:00
469,12,Fight_fcb04d,PERCENT,519.15,2025-03-10 20:55:40.900128+00:00
470,10,Avoid_a45fdd,FIXED,796.73,2024-11-22 20:36:37.456858+00:00
471,6,Wonder_cb6daf,FIXED,798.87,2024-12-20 05:00:27.456270+00:00
472,2,Color_51bed3,FIXED,1603.27,2025-09-08 10:02:19.207098+00:00
473,8,Quality_13cd4d,FIXED,229.18,2025-07-21 10:29:44.422455+00:00
474,4,South_4372ed,PERCENT,1721.24,2025-04-14 14:26:31.172341+00:00
475,6,Kid_29d5a1,FIXED,1513.55,2025-06-18 21:05:29.603524+00:00
476,2,During_c082a4,PERCENT,776.04,2024-02-05 04:30:27.318938+00:00
477,9,Now_30e590,PERCENT,745.23,2025-07-09 11:18:10.275464+00:00
478,11,Couple_05afaa,PERCENT,513.72,2025-04-26 17:55:00.113709+00:00
479,10,Although_f280a0,PERCENT,1774.76,2024-03-08 03:54:28.475040+00:00
480,5,Seek_b85ab7,FIXED,91.97,2024-10-11 16:24:54.616953+00:00
481,12,Director_5567c6,FIXED,456.38,2025-01-12 09:45:13.778520+00:00
482,12,Commercial_0266fd,PERCENT,1779.02,2025-04-01 19:37:56.065693+00:00
483,2,Wife_7fe675,FIXED,989.22,2024-04-29 13:36:33.038840+00:00
484,9,Blue_9edee5,PERCENT,1208.24,2025-05-13 11:11:23.968527+00:00
485,5,Realize_2a32da,PERCENT,1493.81,2024-03-27 01:08:09.365838+00:00
486,4,Kid_1fbe0f,FIXED,1629.13,2024-06-17 17:40:22.582752+00:00
487,5,One_711067,PERCENT,1900.49,2024-05-20 10:35:36.770936+00:00
488,9,List_9c2d20,FIXED,1847.37,2024-11-03 19:49:50.831252+00:00
489,9,Several_87dc08,FIXED,916.13,2025-07-27 02:14:16.914861+00:00
490,4,Manager_f16682,PERCENT,1751.01,2025-09-10 11:54:15.435964+00:00
491,4,Might_8e96cd,PERCENT,284.7,2025-11-30 20:16:14.491248+00:00
492,4,Million_5052ce,PERCENT,1700.58,2025-12-14 15:44:15.624467+00:00
493,1,Example_fc4ef6,FIXED,109.68,2024-12-19 19:48:41.226965+00:00
494,1,Order_87b9e7,PERCENT,1420.99,2025-02-26 23:19:51.564354+00:00
495,3,Parent_c786ef,PERCENT,552.12,2024-08-27 00:30:23.078809+00:00
496,3,Class_6ecdb1,PERCENT,1555.67,2025-07-28 15:42:03.500043+00:00
497,5,Board_2da137,PERCENT,1014.46,2025-04-15 20:24:43.938968+00:00
498,10,Kitchen_3590db,PERCENT,1472.61,2025-02-16 17:06:57.743015+00:00
499,6,Recognize_e3c9f8,FIXED,1685.09,2024-06-20 19:51:14.174381+00:00
500,9,According_f6f9d2,PERCENT,1400.53,2026-01-19 03:50:44.648299+00:00
501,10,Young_f3b439,PERCENT,1488.76,2025-07-11 12:39:33.290586+00:00
502,9,Can_5df7f6,PERCENT,670.95,2024-09-05 02:51:55.530563+00:00
503,10,Page_8c2510,PERCENT,1875.19,2024-09-21 15:17:45.444967+00:00
504,11,Blood_2da5f7,PERCENT,936.89,2024-08-27 01:00:56.710659+00:00
505,3,Not_7149b6,FIXED,468.41,2025-06-20 03:43:31.430640+00:00
506,10,Help_22566a,FIXED,1231.8,2024-04-17 03:58:45.099067+00:00
507,11,Production_0bde17,PERCENT,480.45,2024-02-09 07:45:05.327865+00:00
508,1,Education_89bc91,PERCENT,1342.36,2025-06-13 20:19:17.732578+00:00
509,6,Behind_1f15c5,FIXED,1221.48,2024-11-19 14:49:45.569347+00:00
510,12,Social_13147c,FIXED,175.5,2024-01-30 10:06:16.828015+00:00
511,6,Back_b30444,FIXED,690.74,2025-08-31 07:57:29.051469+00:00
512,10,End_c3bc42,PERCENT,925.37,2025-11-23 19:04:57.190434+00:00
513,11,Piece_433b62,FIXED,1317.19,2025-07-03 18:41:15.167180+00:00
514,6,Opportunity_a68bd5,PERCENT,1579.1,2024-08-11 15:11:40.586786+00:00
515,9,Raise_153942,PERCENT,208.98,2024-03-15 02:42:13.696300+00:00
516,11,Law_d6ffde,FIXED,179.96,2024-10-22 16:43:06.476220+00:00
517,12,Friend_f519d5,PERCENT,416.74,2025-10-03 20:49:56.752460+00:00
518,5,Person_43f768,PERCENT,1295.39,2024-12-13 20:15:19.943731+00:00
519,4,Serious_0906fa,FIXED,945.82,2024-02-09 22:54:58.345361+00:00
520,6,Memory_cf0a2d,FIXED,826.55,2024-06-07 13:47:33.103209+00:00
521,11,Fund_e78495,PERCENT,1588.27,2025-12-15 00:06:49.374055+00:00
522,7,Analysis_50184b,FIXED,1711.36,2024-05-14 11:48:16.277455+00:00
523,11,Write_b4689f,PERCENT,702.34,2024-07-02 22:28:15.572758+00:00
524,4,Sound_d5fc94,FIXED,971.41,2024-09-19 21:51:02.557854+00:00
525,12,Sure_da3806,PERCENT,1280.2,2025-10-27 05:08:07.900268+00:00
526,4,Her_4da555,FIXED,1684.18,2024-10-21 21:15:54.724200+00:00
527,6,Step_e52ada,FIXED,617.99,2025-11-30 10:36:44.533799+00:00
528,8,Paper_2342c4,PERCENT,1876.78,2025-03-21 15:46:53.207662+00:00
529,10,Herself_8f3102,PERCENT,1267.8,2025-06-28 06:22:52.143230+00:00
530,1,Support_351bb5,PERCENT,962.55,2025-08-06 19:41:39.602170+00:00
531,3,Local_c85434,FIXED,1652.64,2025-08-12 09:53:06.958831+00:00
532,3,Believe_049147,PERCENT,1438.52,2025-08-04 19:35:26.144267+00:00
533,6,Light_7da003,FIXED,460.76,2024-02-04 11:16:52.381894+00:00
534,3,Side_6b5b90,FIXED,647.28,2025-08-30 06:11:21.099697+00:00
535,2,Word_1abcf2,FIXED,400.31,2024-09-29 00:19:33.982008+00:00
536,4,Region_d63819,PERCENT,1674.44,2024-08-02 01:50:43.821486+00:00
537,9,Five_cd92e2,FIXED,812.76,2024-08-20 10:11:24.122599+00:00
538,9,Including_8939ec,FIXED,1823.32,2025-06-18 08:44:19.570256+00:00
539,1,Individual_bfabd7,FIXED,41.67,2025-11-27 05:01:49.750558+00:00
540,6,Staff_ae7dfb,PERCENT,1349.64,2025-11-09 16:54:55.829442+00:00
541,8,Culture_aa7a4e,FIXED,241.57,2024-11-17 13:10:00.007363+00:00
542,1,Particularly_5cf6c3,PERCENT,1429.36,2024-07-16 08:35:26.742000+00:00
543,10,Newspaper_956471,PERCENT,1790.77,2025-07-04 15:14:27.459923+00:00
544,3,Because_7f0aff,PERCENT,975.98,2025-10-05 22:46:29.214606+00:00
545,11,Responsibility_a40fa0,PERCENT,1215.92,2024-04-28 14:52:50.886674+00:00
546,6,Foreign_9b3b0a,FIXED,931.97,2024-06-26 15:03:31.706131+00:00
547,8,Question_c71bb4,PERCENT,853.04,2025-01-30 18:41:05.798132+00:00
548,5,Admit_8023d6,PERCENT,197.93,2025-04-30 07:19:50.091335+00:00
549,4,Western_4ab70d,PERCENT,1680.35,2024-12-17 14:13:50.008551+00:00
550,11,Discuss_5e8b77,PERCENT,975.45,2024-12-14 09:35:54.432838+00:00
551,10,Move_2874fb,FIXED,63.02,2025-07-11 14:14:45.144977+00:00
552,11,May_9aa3d9,FIXED,259.29,2025-07-08 00:59:08.323374+00:00
553,6,Weight_99f23a,PERCENT,1202.63,2025-07-18 00:07:12.198020+00:00
554,7,Line_c5977a,FIXED,1694.03,2024-12-01 00:38:32.564873+00:00
555,9,Speech_ed81a0,PERCENT,662.33,2025-07-23 00:46:17.468827+00:00
556,9,Congress_fc893b,FIXED,1869.54,2025-06-14 14:31:50.548127+00:00
557,10,Include_a87e2a,FIXED,1389.82,2025-07-29 09:17:03.736440+00:00
558,12,Party_275f9f,PERCENT,1127.98,2024-12-10 18:16:33.238248+00:00
559,6,Leader_a5eb1f,FIXED,1190.63,2024-07-03 11:52:58.864624+00:00
560,9,From_b6d88b,PERCENT,326.85,2024-12-23 04:51:32.639778+00:00
561,6,Front_943f9b,FIXED,427.51,2024-11-08 08:58:08.446274+00:00
562,6,Degree_039346,PERCENT,551.3,2025-09-13 03:40:28.842341+00:00
563,10,Girl_1d6c69,FIXED,1850.52,2025-09-09 10:16:05.150547+00:00
564,5,Pass_fc121b,FIXED,1214.48,2024-02-26 17:10:32.092007+00:00
565,4,Into_ecc990,FIXED,1629.35,2024-05-24 11:19:26.229603+00:00
566,1,Customer_550270,PERCENT,177.82,2025-06-08 00:34:36.428213+00:00
567,6,Trouble_030c04,PERCENT,603.17,2025-05-27 05:10:21.699514+00:00
568,10,Opportunity_cb53fa,FIXED,1098.46,2024-07-30 22:30:39.767591+00:00
569,11,Eye_a91e21,PERCENT,1178.58,2024-08-29 04:07:02.068324+00:00
570,7,International_97b1cf,PERCENT,1379.95,2025-12-30 00:06:44.501727+00:00
571,10,Take_c9a84c,FIXED,1082.7,2024-11-27 13:06:19.571249+00:00
572,6,Recently_8692a9,PERCENT,272.44,2025-12-03 01:38:43.735879+00:00
573,2,Put_436a1a,FIXED,359.58,2025-03-25 07:09:57.570359+00:00
574,2,Fine_c27b8b,PERCENT,1562.34,2025-02-02 01:24:27.842224+00:00
575,12,Blue_7f3987,PERCENT,1397.12,2024-04-27 06:02:40.801318+00:00
576,4,Bill_35a4cc,PERCENT,1715.05,2025-04-16 09:37:37.716116+00:00
577,9,Wonder_d31dc2,FIXED,735.33,2025-08-06 23:40:58.100587+00:00
578,9,Majority_d5ad2a,PERCENT,1894.65,2025-12-07 19:39:03.161557+00:00
579,10,Appear_104515,FIXED,271.64,2024-06-19 21:38:11.987235+00:00
580,4,Customer_cd04c2,FIXED,628.78,2024-01-23 11:24:11.748133+00:00
581,9,South_657d61,FIXED,1892.95,2024-02-14 08:27:28.427572+00:00
582,4,Term_bb21fb,PERCENT,1159.89,2024-10-16 21:16:43.177482+00:00
583,6,Professional_0bbf1a,FIXED,1956.46,2025-03-17 01:26:08.020605+00:00
584,1,North_11298d,FIXED,988.95,2025-05-15 23:44:55.788282+00:00
585,5,Line_fca849,PERCENT,1624.94,2025-04-30 17:07:29.797100+00:00
586,11,Next_9e7397,FIXED,662.22,2024-11-02 16:08:03.834007+00:00
587,3,Old_ec39fc,FIXED,835.39,2024-08-18 01:22:46.120799+00:00
588,12,Them_1b5675,FIXED,1269.17,2025-06-03 13:13:03.416072+00:00
589,7,Feel_660230,FIXED,628.93,2024-03-27 12:15:21.038502+00:00
590,9,Could_a8df4a,PERCENT,1974.41,2024-08-05 13:05:05.524320+00:00
591,10,Our_1c0b7a,FIXED,1599.38,2025-07-18 08:40:35.369865+00:00
592,3,Anything_475dbe,PERCENT,1533.42,2025-11-24 16:50:15.723366+00:00
593,2,Measure_38052a,PERCENT,540.16,2025-11-18 06:56:50.712161+00:00
594,5,Feel_32c3b3,PERCENT,97.86,2026-01-18 05:51:59.165669+00:00
595,7,Rate_2264db,FIXED,470.49,2024-09-26 06:16:39.116033+00:00
596,12,Worry_86bfd7,FIXED,91.83,2024-08-22 05:01:21.715281+00:00
597,6,Sit_68648f,PERCENT,1693.61,2025-08-20 17:27:31.716743+00:00
598,11,Should_d98af8,PERCENT,851.09,2025-02-21 21:50:21.531079+00:00
599,8,Power_adb2ca,FIXED,1510.88,2024-12-04 04:27:10.367902+00:00
600,11,Have_1b3ebb,FIXED,1928.29,2025-07-09 03:26:18.375082+00:00
601,2,Bad_0a0044,PERCENT,183.39,2025-02-05 10:02:59.047340+00:00
602,1,Measure_c56069,FIXED,872.57,2024-11-13 17:12:16.865139+00:00
603,2,Information_571cf9,PERCENT,1132.57,2025-07-08 16:52:27.325962+00:00
604,7,Might_cc0160,PERCENT,269.46,2024-02-18 03:05:19.958638+00:00
605,12,Recent_a22fff,PERCENT,1253.98,2025-05-22 22:38:06.008704+00:00
606,12,Offer_388b8f,FIXED,423.72,2025-10-06 01:58:35.521905+00:00
607,2,Clear_a117d6,FIXED,262.07,2024-03-28 06:24:07.219263+00:00
608,8,Enter_9d7672,PERCENT,830.45,2024-02-14 18:39:41.145331+00:00
609,4,Consider_494efa,PERCENT,544.11,2024-05-30 13:17:35.801137+00:00
610,6,Explain_9977e2,PERCENT,1225.65,2024-08-04 00:42:08.422527+00:00
611,9,Range_e1d488,FIXED,454.78,2024-08-04 07:38:30.345039+00:00
612,11,Civil_3ed9df,FIXED,250.1,2024-05-31 20:20:36.882932+00:00
613,2,Across_68ff1d,FIXED,228.06,2024-11-06 22:35:10.639718+00:00
614,2,Expect_cae44b,FIXED,1170.59,2025-02-28 02:56:40.398700+00:00
615,12,Kitchen_3afcc4,FIXED,111.62,2025-06-28 11:52:48.653816+00:00
616,7,Direction_23a0a2,PERCENT,1021.63,2024-03-11 17:24:27.437221+00:00
617,1,Toward_9a41e2,PERCENT,1319.42,2024-01-30 14:48:25.293083+00:00
618,2,Finally_8750f5,PERCENT,706.04,2025-04-21 21:41:08.904541+00:00
619,9,Southern_b0cac4,PERCENT,1919.91,2024-04-12 11:33:38.670922+00:00
620,7,Court_237244,FIXED,356.81,2024-04-16 14:09:29.266261+00:00
621,10,Public_c07379,FIXED,1171.61,2025-09-03 19:18:34.871389+00:00
622,9,Behind_92ec9c,PERCENT,1839.07,2024-07-16 17:37:12.027125+00:00
623,10,Occur_3439a6,PERCENT,1903.88,2025-03-02 12:50:41.789576+00:00
624,6,Offer_afc673,FIXED,727.62,2024-12-09 05:41:32.031379+00:00
625,8,Newspaper_84b6cf,FIXED,1393.85,2024-05-08 20:58:22.988201+00:00
626,6,Peace_55a3fe,FIXED,63.29,2025-08-02 06:53:57.329551+00:00
627,11,Approach_979474,FIXED,723.75,2025-12-02 20:11:03.763113+00:00
628,8,Bring_eae42c,PERCENT,940.84,2024-01-23 16:00:44.967790+00:00
629,3,Change_0015ce,FIXED,530.15,2025-10-07 10:12:25.276887+00:00
630,9,Media_4f3bcb,PERCENT,495.06,2025-07-02 11:32:00.920732+00:00
631,3,Me_e76ea6,FIXED,1406.4,2024-07-22 10:23:37.303110+00:00
632,4,Step_1d55b3,PERCENT,25.47,2024-09-17 03:06:37.225304+00:00
633,10,Rule_326fd5,FIXED,535.24,2025-06-30 14:54:48.004639+00:00
634,8,Tree_7e7636,PERCENT,314.51,2025-12-21 06:53:40.503363+00:00
635,11,Moment_4ed04d,FIXED,384.68,2025-02-12 03:14:42.369652+00:00
636,2,Century_486a04,PERCENT,557.42,2024-11-25 07:04:07.528355+00:00
637,1,Office_f115e5,FIXED,1807.27,2025-01-12 05:33:28.770408+00:00
638,7,Culture_24c26f,FIXED,385.77,2025-02-24 13:46:50.700413+00:00
639,1,High_9a1fdc,FIXED,1126.81,2025-03-04 03:54:06.807974+00:00
640,2,Same_2099ac,PERCENT,862.92,2024-04-15 00:16:29.980573+00:00
641,9,Century_8d3a69,PERCENT,373.48,2025-05-04 05:18:59.629272+00:00
642,6,Eat_6064ff,FIXED,527.67,2024-09-17 05:07:00.530668+00:00
643,8,History_32a070,FIXED,280.45,2025-12-07 12:33:52.161288+00:00
644,11,Light_958d89,PERCENT,618.25,2024-12-17 14:28:32.282630+00:00
645,6,Day_52f389,PERCENT,603.64,2024-12-18 23:20:33.044580+00:00
646,12,Garden_57adef,PERCENT,1642.77,2024-04-08 07:58:02.668680+00:00
647,2,Fire_a12a71,FIXED,1214.38,2025-07-23 23:35:16.098726+00:00
648,5,Success_599545,PERCENT,36.86,2025-08-05 08:35:28.051124+00:00
649,12,Between_6fda8b,FIXED,1949.33,2025-07-06 14:09:00.019505+00:00
650,11,Yard_97ff73,PERCENT,787.62,2024-06-12 03:35:59.447000+00:00
651,10,Drop_74e47f,FIXED,1414.33,2024-06-20 05:44:26.109844+00:00
