tax_fee_id,hotel_id,name,tax_type,tax_value,created_at
350,10,Address_4c15c3,FIXED,1991.86,2024-10-20 19:31:42+00:00
351,3,Thought_833257,FIXED,1751.45,2024-04-14 20:53:45+00:00
352,1,Contain_d0b487,PERCENT,1649.32,2024-02-18 17:46:00+00:00
353,7,Hope_d1a854,FIXED,1688.15,2024-01-13 11:02:08+00:00
354,8,Many_0864bd,FIXED,1782.88,2025-06-08 18:15:43+00:00
355,5,Political_16d37e,FIXED,314.26,2025-02-06 04:06:23+00:00
356,8,Room_4af6c4,PERCENT,1992.66,2025-05-08 21:03:45+00:00
357,11,Couple_b65d54,PERCENT,1797.89,2024-07-08 07:05:17+00:00
358,3,Firm_d9585c,PERCENT,1329.93,2024-02-24 15:20:56+00:00
359,4,Some_2189b2,FIXED,1242.15,2025-04-13 00:50:39+00:00
360,12,Few_f3bdc8,FIXED,314.08,2024-06-29 00:39:32+00:00
361,5,Might_dec63a,FIXED,502.28,2025-03-12 04:55:31+00:00
362,12,Participant_c2f98a,PERCENT,1231.69,2025-02-22 07:02:47+00:00
363,6,Call_d48a59,PERCENT,1990.29,2025-05-03 20:39:22+00:00
364,2,Quickly_acd79a,PERCENT,49.52,2025-06-16 11:05:34+00:00
365,5,Perhaps_3b039c,FIXED,1140.15,2024-08-15 20:52:59+00:00
366,2,Pick_07e1a7,FIXED,1128.0,2025-07-01 08:46:52+00:00
367,1,Vote_4cc559,FIXED,788.87,2024-10-21 07:56:08+00:00
368,2,Do_aab164,PERCENT,605.36,2024-06-14 00:49:20+00:00
369,8,Audience_acd5bb,PERCENT,339.92,2024-10-03 08:53:36+00:00
370,9,Matter_0fe351,FIXED,1031.64,2024-08-14 05:56:48+00:00
371,7,As_eadf47,PERCENT,1814.08,2024-08-30 04:40:21+00:00
372,8,Front_3abafb,PERCENT,1589.79,2024-04-30 09:30:22+00:00
373,7,Above_aa4397,FIXED,396.6,2024-01-26 06:50:53+00:00
374,10,Room_4280d4,FIXED,1762.89,2024-04-29 01:22:07+00:00
375,11,Your_2c6de6,FIXED,1085.71,2025-07-22 01:36:31+00:00
376,5,Until_11b958,PERCENT,1948.69,2025-06-04 02:32:03+00:00
377,6,Father_a2b3fd,PERCENT,264.56,2024-07-05 20:24:45+00:00
378,7,Score_85903e,FIXED,887.53,2025-10-24 20:43:01+00:00
379,9,Travel_f938f3,PERCENT,825.42,2024-11-11 01:55:56+00:00
380,10,South_269d0b,PERCENT,948.47,2025-10-13 23:53:20+00:00
381,4,Me_18668e,PERCENT,886.37,2024-04-03 12:42:13+00:00
382,5,Short_72bb55,FIXED,1608.41,2025-05-13 09:41:42+00:00
383,3,Yard_d1e76a,PERCENT,737.13,2024-02-22 21:27:26+00:00
384,10,Who_884790,FIXED,1362.24,2025-08-15 07:11:21+00:00
385,8,National_a95071,FIXED,983.51,2025-07-23 07:44:01+00:00
386,3,Black_2c8d2e,PERCENT,1061.97,2024-01-18 09:10:32+00:00
387,11,Specific_548059,PERCENT,1716.28,2025-01-26 00:32:07+00:00
388,9,Beat_cb4644,PERCENT,861.98,2024-07-14 16:12:33+00:00
389,4,Take_0de871,PERCENT,801.21,2025-04-03 05:16:22+00:00
390,3,Crime_ac5166,FIXED,1698.43,2024-09-11 01:00:58+00:00
391,9,Account_3fd2cd,FIXED,1093.8,2025-01-10 22:49:52+00:00
392,10,Which_258917,FIXED,328.77,2025-07-15 21:24:40+00:00
393,7,Of_424b71,FIXED,1042.55,2025-10-09 19:18:42+00:00
394,4,Owner_8e6eb9,PERCENT,941.42,2025-03-23 02:50:16+00:00
395,4,Market_f25eeb,FIXED,980.26,2024-07-30 00:07:10+00:00
396,10,Customer_aec16c,FIXED,1277.08,2025-07-09 01:07:11+00:00
397,10,Others_09e67d,FIXED,761.53,2024-09-26 07:48:42+00:00
398,6,Family_9113f0,FIXED,676.37,2025-07-09 16:48:54+00:00
399,8,Center_cc0048,PERCENT,1733.96,2025-09-08 20:07:34+00:00
400,10,Treatment_85f01a,FIXED,109.82,2025-08-16 12:32:24+00:00
401,9,Model_5ded5d,FIXED,1278.55,2025-11-28 18:39:17+00:00
402,12,Brother_5bf0bf,PERCENT,1958.74,2024-09-20 15:39:50+00:00
403,1,Age_82d09f,FIXED,1579.7,2024-06-24 14:05:48+00:00
404,9,Series_2b4039,PERCENT,875.05,2024-02-19 11:58:28+00:00
405,5,Message_d2f752,PERCENT,1702.62,2024-12-22 14:11:50+00:00
406,3,Organization_a377e2,PERCENT,1814.79,2025-07-27 04:40:42+00:00
407,10,Traditional_bd8dae,PERCENT,1568.88,2024-05-30 03:10:02+00:00
408,11,Huge_d0366a,FIXED,1555.07,2025-04-01 05:07:07+00:00
409,3,Everything_810675,FIXED,684.46,2025-11-30 00:07:39+00:00
410,3,Month_f5888d,FIXED,1568.29,2024-08-07 21:13:18+00:00
411,6,Not_bed8a1,PERCENT,1763.56,2024-07-21 02:38:48+00:00
412,6,Return_87160a,FIXED,1309.34,2025-11-06 22:51:58+00:00
413,12,Chance_388dc0,PERCENT,1399.81,2025-10-06 04:54:57+00:00
414,3,New_8d72fe,PERCENT,448.65,2024-04-02 14:58:00+00:00
415,11,Challenge_e37119,PERCENT,1909.23,2025-03-10 08:38:03+00:00
416,8,Argue_1e46d4,PERCENT,1672.33,2025-04-15 21:38:04+00:00
417,2,Question_685734,FIXED,631.32,2024-06-09 02:26:29+00:00
418,10,Measure_361b12,FIXED,945.72,2025-09-05 18:52:43+00:00
419,3,Similar_b08312,PERCENT,476.34,2025-07-10 14:42:36+00:00
420,3,Out_3451c5,FIXED,916.65,2024-01-13 07:08:48+00:00
421,1,Fund_6acae9,FIXED,1172.44,2025-06-20 07:04:31+00:00
422,4,Body_7c20bf,PERCENT,191.6,2025-12-20 10:03:14+00:00
423,7,Point_32381c,PERCENT,1090.47,2024-07-20 09:06:49+00:00
424,10,Picture_b03b9e,FIXED,953.47,2025-03-13 22:40:21+00:00
425,12,Describe_380a32,FIXED,1383.49,2024-01-28 18:23:25+00:00
426,6,Debate_7c9104,PERCENT,165.48,2024-12-16 11:34:26+00:00
427,9,White_ac9624,PERCENT,1168.42,2025-06-15 20:07:21+00:00
428,2,Another_f76532,PERCENT,1719.57,2025-01-15 02:07:05+00:00
429,1,Young_d56867,FIXED,168.26,2024-03-18 21:59:37+00:00
430,2,Study_1b1124,FIXED,1575.77,2024-04-18 10:15:24+00:00
431,10,Their_4e48c5,FIXED,842.82,2024-02-23 15:05:53+00:00
432,5,House_e8d4c8,FIXED,132.06,2025-05-29 03:34:52+00:00
433,8,Blue_94b31d,PERCENT,1962.61,2025-06-25 06:04:55+00:00
434,4,Book_9d2a93,PERCENT,1067.71,2024-12-30 18:00:32+00:00
435,9,Race_b7707b,FIXED,61.25,2024-07-03 14:29:00+00:00
436,2,Other_337caa,PERCENT,594.12,2024-10-13 04:53:08+00:00
437,11,Trial_449235,FIXED,415.24,2025-06-04 11:06:39+00:00
438,7,Newspaper_577c35,PERCENT,209.17,2024-07-11 01:44:17+00:00
439,11,Black_2fc7d6,FIXED,222.05,2025-12-03 23:23:04+00:00
440,7,Including_9312ee,PERCENT,647.0,2025-06-05 05:18:32+00:00
441,11,Amount_ba8861,PERCENT,655.7,2024-05-22 04:10:05+00:00
442,7,Check_864b5f,PERCENT,1427.48,2025-03-22 22:59:55+00:00
443,9,End_26f13a,PERCENT,1598.77,2025-05-11 22:00:00+00:00
444,10,Fire_ce89d5,FIXED,1302.4,2024-11-13 03:50:19+00:00
445,7,Suggest_e276f2,PERCENT,236.53,2025-08-26 14:02:53+00:00
446,11,Take_104abb,PERCENT,1506.41,2025-09-17 18:23:45+00:00
447,1,Miss_6159a8,FIXED,1615.85,2025-11-16 14:37:45+00:00
448,3,Bit_b4a172,PERCENT,1995.99,2024-11-10 08:15:53+00:00
449,5,Under_7a0ca2,FIXED,736.62,2024-02-28 15:49:22+00:00
450,3,Apply_e9fec5,PERCENT,775.16,2025-06-17 17:02:55+00:00
451,1,Sound_7446ad,PERCENT,1717.47,2025-03-13 15:48:47+00:00
452,10,Fight_baf37d,PERCENT,1596.52,2024-05-06 15:00:37+00:00
453,3,Read_935bc9,FIXED,167.45,2025-06-12 00:12:48+00:00
454,8,Popular_941366,PERCENT,1026.22,2025-05-03 22:55:17+00:00
455,10,Age_7a74bb,FIXED,1179.1,2024-08-10 16:19:06+00:00
456,9,Old_ad3dbc,FIXED,1069.48,2024-09-08 13:45:02+00:00
457,4,Prepare_7bc227,FIXED,1631.95,2024-01-23 11:57:48+00:00
458,5,Assume_cdb147,PERCENT,1326.16,2025-09-19 02:52:21+00:00
459,4,Someone_36d54c,FIXED,1362.95,2025-11-06 09:18:55+00:00
460,2,Reach_a92c12,PERCENT,1678.86,2024-12-11 03:44:38+00:00
461,8,Road_ee8264,FIXED,1572.81,2025-08-25 18:10:30+00:00
462,3,Player_902b54,FIXED,514.02,2025-01-22 11:31:50+00:00
463,3,Some_894d5d,PERCENT,917.34,2025-06-15 09:28:55+00:00
464,9,Star_d05b88,FIXED,1044.1,2026-01-08 01:07:50+00:00
465,6,Hard_273160,FIXED,1706.21,2025-11-03 06:56:02+00:00
466,5,Wait_340d4d,FIXED,484.15,2025-01-31 10:08:24+00:00
467,5,Perform_919b68,FIXED,1867.11,2025-01-22 05:26:10+00:00
468,1,Sometimes_5e100d,PERCENT,564.79,2024-06-19 11:15:11+00:00
469,5,Order_557175,FIXED,1670.16,2024-08-30 01:18:38+00:00
470,11,Now_263abf,FIXED,1160.65,2024-11-09 12:06:11+00:00
471,6,City_8f2311,PERCENT,750.61,2024-02-28 18:53:02+00:00
472,5,Avoid_acf62e,FIXED,842.6,2025-10-02 16:04:37+00:00
473,5,Education_94f7d9,PERCENT,781.28,2025-04-22 12:40:26+00:00
474,7,At_e2f4f8,FIXED,676.58,2024-12-27 11:27:19+00:00
475,10,Hard_bc4bfd,FIXED,858.6,2024-07-19 06:33:19+00:00
476,5,Research_90955a,FIXED,1591.68,2025-11-02 19:22:02+00:00
477,7,Help_fbc67e,PERCENT,1801.74,2024-09-17 11:59:18+00:00
478,4,Training_0ba97d,PERCENT,1193.85,2025-06-22 16:54:49+00:00
479,11,Child_edf2cf,FIXED,1500.41,2024-12-15 22:59:37+00:00
480,10,Forward_ab9272,FIXED,554.48,2024-04-03 10:03:17+00:00
481,7,Government_2130db,FIXED,1292.12,2024-08-23 17:35:25+00:00
482,7,Civil_96a66f,FIXED,1047.54,2025-12-24 08:19:44+00:00
483,6,Glass_e76219,FIXED,181.67,2025-11-21 05:50:56+00:00
484,9,People_6ed4ee,FIXED,1754.56,2025-08-11 01:29:32+00:00
485,12,Indeed_6c7f2d,FIXED,1498.95,2024-02-23 18:09:17+00:00
486,9,Yet_31b2c6,PERCENT,1929.56,2026-01-09 16:54:41+00:00
487,8,Result_97317d,FIXED,1166.92,2025-07-03 20:19:51+00:00
488,6,Relationship_68a3ee,PERCENT,612.18,2024-11-03 08:21:41+00:00
489,7,Than_b7d70c,FIXED,624.06,2024-07-26 04:57:05+00:00
490,12,Knowledge_617ce9,FIXED,462.88,2024-09-29 21:29:55+00:00
491,3,Item_4bf424,PERCENT,1897.3,2025-04-26 04:02:07+00:00
492,7,Today_b366ab,FIXED,82.97,2024-09-16 08:41:42+00:00
493,5,Site_f18d35,FIXED,1497.37,2024-06-28 06:18:59+00:00
494,6,President_5c9420,FIXED,1994.73,2025-02-15 09:52:28+00:00
495,9,Ground_206cab,PERCENT,1932.53,2025-01-12 09:28:17+00:00
496,11,Style_91f7cc,PERCENT,1445.73,2025-03-18 09:57:03+00:00
497,3,Within_7f9518,FIXED,60.32,2024-03-11 11:02:35+00:00
498,10,My_1e31d8,FIXED,1631.06,2025-07-29 10:39:48+00:00
499,6,Less_db2576,PERCENT,1134.65,2025-07-01 08:53:36+00:00
500,6,Skin_fdc42d,FIXED,943.95,2025-05-17 15:36:57+00:00
501,12,Knowledge_bba3c9,PERCENT,828.92,2025-01-25 01:01:03+00:00
502,7,Serious_e5a532,FIXED,1791.39,2024-03-08 19:27:43+00:00
503,6,Mind_06e11c,FIXED,35.33,2024-05-27 19:10:12+00:00
504,7,White_f8542b,FIXED,1941.8,2025-12-10 07:18:07+00:00
505,3,Test_7845f7,FIXED,222.35,2025-01-09 09:11:25+00:00
506,4,Fund_49c9f0,PERCENT,1725.89,2025-05-09 12:08:25+00:00
507,7,Either_489d12,FIXED,1830.05,2024-06-04 14:46:08+00:00
508,1,Provide_4c9f97,FIXED,781.37,2024-04-15 21:21:35+00:00
509,5,Stuff_51a0e4,PERCENT,1375.77,2025-06-07 09:58:35+00:00
510,3,Media_106bcf,FIXED,68.59,2025-06-04 10:41:28+00:00
511,5,Site_a77662,FIXED,1376.77,2025-04-18 07:46:09+00:00
512,6,Call_466c4f,FIXED,296.07,2024-03-07 03:51:22+00:00
513,10,Possible_6657e0,FIXED,1620.66,2024-06-17 14:58:17+00:00
514,12,Feel_eefb13,FIXED,244.04,2025-03-19 22:24:54+00:00
515,4,Anyone_a30e82,FIXED,826.86,2025-08-23 07:41:10+00:00
516,10,Church_7917d1,PERCENT,1495.07,2024-11-07 03:55:22+00:00
517,5,Agent_5a4d25,PERCENT,755.01,2025-09-14 18:06:03+00:00
518,4,Central_74ca13,FIXED,1244.49,2025-12-31 21:31:50+00:00
519,8,Own_8ae160,PERCENT,299.52,2025-11-17 03:31:29+00:00
520,12,Thought_43c32e,FIXED,71.4,2024-03-03 13:33:10+00:00
521,1,Theory_1baee3,FIXED,860.48,2024-11-19 07:51:39+00:00
522,2,Detail_7c3ee1,PERCENT,851.62,2025-05-20 16:26:26+00:00
523,9,Large_13607c,FIXED,1429.01,2024-02-28 23:23:42+00:00
524,7,Talk_8861db,PERCENT,1464.23,2025-12-23 09:27:15+00:00
525,10,Identify_7e6608,FIXED,1573.94,2025-11-12 00:34:15+00:00
526,2,Sing_fb017a,PERCENT,1673.54,2024-12-28 17:09:11+00:00
527,6,Today_d345bf,FIXED,1395.95,2025-07-09 22:34:21+00:00
528,2,Against_cbbdca,PERCENT,1106.96,2024-01-16 00:59:06+00:00
529,3,Court_63f871,PERCENT,767.54,2025-05-29 03:19:30+00:00
530,5,Method_a39a77,PERCENT,699.17,2024-12-09 11:19:20+00:00
531,11,Say_2b25ab,PERCENT,1102.75,2025-03-13 19:51:33+00:00
532,1,Though_fd81f2,PERCENT,893.55,2024-03-06 01:27:09+00:00
533,10,Buy_10d634,PERCENT,798.55,2025-11-19 06:08:59+00:00
534,8,Prepare_8d517b,PERCENT,136.33,2025-02-20 03:11:47+00:00
535,6,Trial_6d84de,PERCENT,662.14,2025-12-02 12:44:30+00:00
536,11,Rock_c1e389,PERCENT,171.41,2025-03-20 16:33:57+00:00
537,12,Your_137933,FIXED,204.29,2024-07-15 19:31:06+00:00
538,8,According_799c22,FIXED,1696.91,2024-09-26 14:45:35+00:00
539,1,North_84fd24,PERCENT,1660.21,2024-08-17 18:17:01+00:00
540,8,Perhaps_ae27ed,PERCENT,912.91,2024-08-03 16:00:17+00:00
541,3,Base_3131a3,FIXED,307.58,2024-04-15 13:09:16+00:00
542,8,Reach_402934,FIXED,1666.53,2025-09-20 10:40:56+00:00
543,12,Realize_f9cb02,FIXED,710.99,2025-08-23 18:13:32+00:00
544,6,List_26c055,PERCENT,1104.21,2024-08-29 03:01:30+00:00
545,9,Enough_599cf0,PERCENT,245.48,2024-04-08 10:58:26+00:00
546,12,By_346c7c,FIXED,899.53,2024-05-02 00:23:59+00:00
547,5,Us_e75a5e,PERCENT,644.66,2024-09-19 16:57:57+00:00
548,12,Near_c90b0f,PERCENT,1346.16,2024-07-02 02:19:33+00:00
549,4,Option_60ced6,FIXED,646.25,2024-12-18 11:38:48+00:00
550,6,Once_a66ab1,FIXED,80.27,2025-02-16 15:42:45+00:00
551,10,Any_ed1734,PERCENT,1847.89,2025-02-24 19:28:20+00:00
552,12,People_20f5f6,FIXED,1001.43,2025-07-13 12:23:56+00:00
553,9,Prevent_59f68a,FIXED,766.19,2025-04-28 18:05:07+00:00
554,10,Drug_d75550,FIXED,604.07,2024-11-04 06:35:11+00:00
555,11,Best_28dbeb,PERCENT,1117.17,2025-05-09 00:48:16+00:00
556,1,Respond_dbf728,PERCENT,1041.04,2024-04-30 00:05:01+00:00
557,11,Arm_a7cb2b,FIXED,472.38,2025-07-24 14:28:07+00:00
558,7,Good_8d4b49,PERCENT,678.1,2025-09-05 16:40:44+00:00
559,11,Player_5e4ec6,PERCENT,1812.32,2025-03-27 23:19:30+00:00
560,11,Finally_51ee9a,PERCENT,351.59,2025-11-08 20:15:27+00:00
561,4,Reality_006e26,PERCENT,1321.31,2025-02-09 09:14:15+00:00
562,2,Food_3060e0,PERCENT,1029.52,2024-08-07 11:27:15+00:00
563,6,Build_bfc324,FIXED,1679.67,2024-09-02 03:47:48+00:00
564,4,Sit_cfb3c2,FIXED,1812.92,2025-01-06 18:40:59+00:00
565,1,Share_3afedd,PERCENT,744.25,2025-01-28 07:53:50+00:00
566,6,Determine_47c737,PERCENT,976.14,2024-10-16 19:39:43+00:00
567,10,Campaign_f1b02f,PERCENT,708.53,2024-05-08 10:12:11+00:00
568,2,Team_772fd4,FIXED,640.18,2024-01-29 04:23:21+00:00
569,10,Fire_1a64f4,PERCENT,1855.41,2024-02-21 15:11:16+00:00
570,9,Ready_ebdb97,PERCENT,367.2,2025-10-21 17:57:28+00:00
571,6,Thousand_84a8d0,PERCENT,327.66,2024-10-21 16:30:19+00:00
572,9,Reflect_271c97,PERCENT,1952.65,2024-01-23 00:36:49+00:00
573,4,Mrs_6b1aa5,PERCENT,1754.92,2024-06-12 15:55:58+00:00
574,12,North_158a3f,PERCENT,832.38,2024-10-18 01:50:17+00:00
575,5,Value_85dbdd,FIXED,1049.75,2024-02-06 20:44:55+00:00
576,7,Pay_56e429,FIXED,971.6,2025-06-22 17:06:32+00:00
577,11,Size_22d110,PERCENT,692.45,2024-08-31 02:23:58+00:00
578,12,Against_265ae2,PERCENT,375.82,2024-03-02 14:33:36+00:00
579,4,Course_79f067,FIXED,1799.6,2025-02-28 09:23:07+00:00
580,2,Course_35277b,FIXED,1877.17,2025-01-21 17:00:13+00:00
581,8,American_54abf9,PERCENT,1365.2,2024-01-30 07:53:38+00:00
582,2,More_fb2523,FIXED,160.47,2025-10-31 23:32:39+00:00
583,12,Five_9b9369,FIXED,286.71,2025-01-11 16:30:08+00:00
584,11,Entire_119873,PERCENT,1490.47,2025-04-07 15:23:06+00:00
585,7,Agent_689a58,PERCENT,1645.76,2024-04-20 12:43:46+00:00
586,7,Wind_54fad9,PERCENT,1358.49,2025-06-10 01:01:18+00:00
587,5,Health_945ac4,PERCENT,424.65,2025-04-26 14:43:54+00:00
588,8,Apply_ef6252,FIXED,744.86,2025-11-29 06:06:20+00:00
589,2,Create_ae13f7,FIXED,1858.35,2024-11-04 17:37:16+00:00
590,6,Stand_5f6010,FIXED,1220.63,2025-05-18 19:46:42+00:00
591,6,Commercial_e92f55,FIXED,522.12,2025-04-17 16:38:39+00:00
592,9,However_907739,FIXED,1882.89,2024-10-28 15:21:26+00:00
593,9,Floor_f36c5f,PERCENT,943.43,2025-05-18 08:02:38+00:00
594,1,Life_12c508,FIXED,981.09,2024-09-07 23:27:10+00:00
595,8,Record_10a310,PERCENT,1528.51,2024-09-24 00:31:05+00:00
596,12,Network_775d6f,FIXED,290.81,2024-05-02 04:42:55+00:00
597,1,Catch_ff846d,FIXED,184.57,2024-11-26 11:10:30+00:00
598,5,Report_be04ab,PERCENT,1869.68,2024-10-31 23:54:29+00:00
599,7,Research_ac114e,FIXED,640.29,2024-05-03 14:58:09+00:00
600,7,Hour_f75d10,PERCENT,1354.15,2024-08-15 06:27:05+00:00
601,9,City_3c36ef,PERCENT,167.06,2025-01-15 00:57:39+00:00
602,7,Analysis_1b2f98,FIXED,1097.73,2025-11-01 13:55:14+00:00
603,8,Herself_14e7fa,FIXED,1778.4,2024-05-01 15:43:30+00:00
604,3,Each_9a84ec,PERCENT,959.85,2024-08-18 17:25:39+00:00
605,10,Effect_727bc0,FIXED,1618.23,2024-07-26 10:42:54+00:00
606,8,Nice_cefc1c,FIXED,1065.16,2025-11-11 20:34:30+00:00
607,9,Total_868200,PERCENT,680.95,2024-02-16 12:21:49+00:00
608,5,Nice_51993e,FIXED,148.66,2024-05-04 10:08:16+00:00
609,5,Already_2081a4,FIXED,141.78,2024-06-20 09:06:39+00:00
610,4,Paper_8855ba,FIXED,603.45,2024-01-30 16:35:06+00:00
611,3,Ahead_9f7c22,FIXED,695.0,2025-03-02 15:12:52+00:00
612,2,Pattern_ce42af,PERCENT,968.43,2024-11-05 09:54:16+00:00
613,12,Someone_33c683,PERCENT,140.14,2025-11-14 08:03:03+00:00
614,10,Partner_27912f,PERCENT,1180.78,2024-02-09 19:48:55+00:00
615,5,Until_901c0d,FIXED,1039.72,2025-07-02 03:55:36+00:00
616,2,Try_ba2acd,PERCENT,462.47,2024-07-29 14:40:22+00:00
617,3,Market_90d954,PERCENT,1193.51,2024-02-05 16:22:16+00:00
618,6,Pick_8109f4,FIXED,1754.96,2025-12-09 20:47:36+00:00
619,5,Only_fe591f,FIXED,1000.89,2024-09-14 22:31:55+00:00
620,12,Strong_db02f0,FIXED,1975.9,2025-03-06 22:32:46+00:00
621,2,Effort_8515ec,PERCENT,1491.7,2025-11-20 04:06:30+00:00
622,2,Real_99cb6b,FIXED,1849.05,2024-06-20 11:42:54+00:00
623,10,Successful_34b58e,PERCENT,1570.28,2024-04-02 01:25:16+00:00
624,7,Clear_599fa3,FIXED,1528.56,2024-04-28 07:26:41+00:00
625,9,Case_294aeb,FIXED,1276.55,2024-07-16 21:46:54+00:00
626,7,Staff_6adf01,FIXED,770.67,2024-11-03 17:11:31+00:00
627,8,Spend_c36641,FIXED,1432.02,2025-05-12 10:02:06+00:00
628,3,Police_a47937,FIXED,1287.83,2024-05-21 22:28:47+00:00
629,2,Of_803844,PERCENT,989.13,2024-03-29 05:21:07+00:00
630,10,Family_9eb855,FIXED,1397.91,2024-03-24 00:53:41+00:00
631,9,Tax_b7621a,PERCENT,278.27,2024-09-06 00:12:10+00:00
632,11,Cost_84a475,PERCENT,1693.91,2024-10-27 11:02:02+00:00
633,4,Any_eb84c4,PERCENT,740.97,2024-05-20 20:21:12+00:00
634,9,Cell_207974,PERCENT,1552.55,2025-01-19 14:55:41+00:00
635,8,Buy_8ce26d,FIXED,885.53,2024-01-18 07:44:51+00:00
636,3,Itself_949a8e,FIXED,1421.66,2024-08-05 22:48:28+00:00
637,8,New_c88bcf,PERCENT,1439.53,2024-11-17 15:16:15+00:00
638,9,Decision_485367,PERCENT,1465.48,2025-06-29 04:37:02+00:00
639,7,Full_7258c6,PERCENT,553.47,2024-09-04 17:57:55+00:00
640,1,Determine_951dfc,PERCENT,136.78,2024-08-26 20:28:00+00:00
641,3,With_5ab2d2,PERCENT,33.32,2024-07-08 18:06:55+00:00
642,11,Budget_88134f,FIXED,635.27,2024-08-31 12:22:39+00:00
643,6,Time_56bfb3,FIXED,815.77,2026-01-05 14:58:33+00:00
644,5,Inside_36c783,PERCENT,1437.89,2024-12-11 17:00:03+00:00
645,2,For_29d122,PERCENT,1574.19,2024-05-20 13:00:53+00:00
646,3,Star_25db95,PERCENT,967.23,2025-06-03 14:22:06+00:00
647,11,Big_fb70d0,FIXED,307.02,2024-02-02 09:01:06+00:00
648,4,Discover_007a38,PERCENT,1593.78,2025-04-07 07:43:44+00:00
649,9,Public_3bbc72,FIXED,1866.24,2024-06-09 04:30:48+00:00
650,6,Sense_3accf4,PERCENT,1981.43,2025-12-22 15:02:37+00:00
651,9,When_7c591c,FIXED,390.24,2024-02-02 01:00:34+00:00
652,3,Bed_1972c2,FIXED,478.13,2025-05-22 15:11:21+00:00
653,12,Thing_f5deb7,FIXED,734.22,2025-02-02 18:59:34+00:00
654,11,Home_fe91d0,PERCENT,838.29,2024-12-08 05:03:31+00:00
655,9,Political_c6a188,FIXED,1499.06,2025-04-26 09:17:57+00:00
656,10,Movie_946df8,FIXED,559.97,2024-03-22 09:14:06+00:00
657,12,Firm_0a676d,FIXED,667.87,2025-03-16 00:55:58+00:00
658,11,Sea_26674a,FIXED,123.48,2024-04-10 00:10:07+00:00
659,9,Various_58ba8e,PERCENT,261.95,2024-10-02 15:03:14+00:00
660,5,Whatever_4757de,FIXED,402.55,2025-05-18 17:46:29+00:00
661,6,Middle_f0145d,FIXED,87.56,2024-11-23 11:54:02+00:00
662,2,View_91f379,FIXED,525.29,2024-08-27 13:03:02+00:00
663,12,National_f1d58e,FIXED,428.38,2024-07-06 09:38:56+00:00
664,3,Property_38c5df,PERCENT,1645.31,2025-11-30 02:05:51+00:00
665,1,Stock_4fff36,FIXED,958.53,2025-10-02 01:16:30+00:00
666,3,Oil_deab17,PERCENT,268.24,2024-06-03 11:18:07+00:00
667,10,Edge_424c0b,PERCENT,1579.56,2024-11-09 22:32:00+00:00
668,3,Physical_6b26d2,PERCENT,983.66,2026-01-05 05:15:36+00:00
669,10,Impact_5a83e6,PERCENT,1996.61,2025-04-01 03:07:00+00:00
670,11,City_6e6c68,FIXED,1434.21,2025-03-18 20:47:38+00:00
671,11,Rest_82f0cc,FIXED,137.31,2025-10-11 21:56:41+00:00
672,3,Couple_83575d,PERCENT,708.21,2024-05-29 10:08:23+00:00
673,3,Name_31748f,FIXED,1960.38,2025-07-22 07:31:46+00:00
674,7,Ahead_1f1f0c,PERCENT,1556.46,2024-10-28 06:12:01+00:00
675,10,Though_882cfb,FIXED,162.18,2024-09-17 06:06:39+00:00
676,4,Box_eb3df2,PERCENT,283.24,2025-07-12 05:14:08+00:00
677,2,Indicate_57c3f4,FIXED,1309.54,2024-09-22 08:53:17+00:00
678,2,Forward_a5cf41,FIXED,1042.37,2025-02-06 13:17:23+00:00
679,11,Seek_8b81dd,FIXED,861.36,2024-12-08 15:33:39+00:00
680,5,Task_fa8425,FIXED,1448.73,2024-11-27 04:23:59+00:00
681,11,Rather_13040f,FIXED,1643.6,2025-06-05 00:42:46+00:00
682,5,Card_fbdf45,FIXED,918.24,2024-08-22 10:35:26+00:00
683,7,Capital_bd2ff4,PERCENT,1130.19,2025-04-23 06:12:08+00:00
684,9,Thought_817b46,PERCENT,1263.36,2025-02-24 17:31:03+00:00
685,2,Girl_58716e,PERCENT,905.57,2024-01-16 21:11:15+00:00
686,7,Action_9908ec,FIXED,331.73,2024-09-09 07:37:18+00:00
687,8,Practice_f928a5,FIXED,126.82,2025-09-20 15:49:58+00:00
688,10,Store_776b34,FIXED,1007.32,2024-11-27 20:22:52+00:00
689,11,Letter_5a98da,PERCENT,1638.39,2026-01-08 02:13:03+00:00
690,6,Recently_e12790,PERCENT,747.97,2025-11-08 01:19:19+00:00
691,12,Inside_763b1b,PERCENT,189.73,2024-03-23 03:32:22+00:00
692,1,Word_4a8e90,PERCENT,1404.73,2025-10-18 17:02:49+00:00
693,6,Speech_213d25,PERCENT,658.05,2024-02-15 14:57:17+00:00
694,8,Risk_c6065c,FIXED,1672.8,2025-09-21 10:31:50+00:00
695,7,Word_3d8a0d,PERCENT,905.24,2025-04-29 21:23:01+00:00
696,1,Government_8296db,FIXED,1255.16,2024-01-29 15:17:40+00:00
697,9,Try_0e1adf,PERCENT,448.91,2025-09-05 01:49:57+00:00
698,5,Money_22cd8e,PERCENT,1701.81,2025-01-16 07:08:42+00:00
699,2,Radio_780f2f,FIXED,922.48,2025-09-15 00:59:09+00:00
700,8,Everybody_e5b3e2,FIXED,1659.41,2024-03-04 03:59:49+00:00
701,11,Dream_9bc77f,PERCENT,112.77,2024-06-07 13:59:08+00:00
702,4,Who_05084c,FIXED,1631.93,2024-12-13 11:48:29+00:00
