service_order_id,booking_id,order_status,ordered_at,created_at
306,13303,DELIVERED,2024-05-22 09:50:32+00:00,2025-03-14 23:17:56+00:00
307,53531,CANCELLED,2024-09-28 21:07:13+00:00,2025-06-06 23:45:13+00:00
308,32000,CANCELLED,2025-04-16 23:32:15+00:00,2025-07-13 10:08:50+00:00
309,169,CANCELLED,2025-07-26 14:47:13+00:00,2024-01-11 09:26:49+00:00
310,6507,ORDERED,2024-07-01 16:19:46+00:00,2025-03-28 06:27:18+00:00
311,1637,CANCELLED,2024-11-16 15:24:10+00:00,2024-02-24 19:10:18+00:00
312,14773,DELIVERED,2024-02-10 13:16:17+00:00,2024-11-29 13:06:38+00:00
313,9060,CANCELLED,2025-07-28 17:06:42+00:00,2024-06-30 17:26:46+00:00
314,230,ORDERED,2025-06-29 02:33:55+00:00,2025-02-07 22:30:54+00:00
315,18201,CANCELLED,2025-09-22 08:56:02+00:00,2024-12-31 01:42:26+00:00
316,37868,CANCELLED,2025-05-24 04:59:09+00:00,2025-05-30 05:28:04+00:00
317,32258,DELIVERED,2024-12-02 07:17:29+00:00,2025-04-21 16:52:14+00:00
318,63934,CANCELLED,2024-05-14 14:03:58+00:00,2024-10-08 02:31:01+00:00
319,4098,ORDERED,2025-10-28 18:37:20+00:00,2024-06-07 21:48:09+00:00
320,11063,CANCELLED,2025-02-10 12:48:01+00:00,2025-03-03 07:58:56+00:00
321,66658,ORDERED,2024-05-15 02:56:21+00:00,2024-08-16 06:21:20+00:00
322,65764,DELIVERED,2024-12-15 10:39:01+00:00,2025-11-25 18:48:09+00:00
323,23164,ORDERED,2024-04-14 23:20:16+00:00,2024-09-02 14:52:50+00:00
324,30617,ORDERED,2025-04-16 01:57:02+00:00,2024-05-29 09:07:08+00:00
325,49942,CANCELLED,2025-11-19 04:40:16+00:00,2024-06-08 19:28:11+00:00
326,9744,ORDERED,2025-10-21 14:14:48+00:00,2024-10-12 14:54:31+00:00
327,45251,CANCELLED,2024-01-11 06:56:01+00:00,2024-04-08 07:00:06+00:00
328,67755,CANCELLED,2024-10-15 00:14:55+00:00,2025-04-16 19:20:57+00:00
329,17539,CANCELLED,2024-05-18 17:01:09+00:00,2025-10-05 23:10:31+00:00
330,52434,ORDERED,2025-03-28 04:24:25+00:00,2024-05-09 04:43:05+00:00
331,37355,ORDERED,2024-07-02 15:49:10+00:00,2025-06-05 20:04:04+00:00
332,39643,CANCELLED,2024-06-27 20:29:50+00:00,2024-11-29 14:09:13+00:00
333,3554,ORDERED,2024-04-03 12:36:53+00:00,2024-06-25 09:56:09+00:00
334,37176,ORDERED,2025-10-21 21:35:26+00:00,2024-12-12 13:31:50+00:00
335,36545,ORDERED,2024-12-31 18:13:20+00:00,2024-10-17 02:03:13+00:00
336,47033,DELIVERED,2024-09-11 10:54:42+00:00,2025-12-06 09:48:37+00:00
337,45389,DELIVERED,2024-01-23 04:41:48+00:00,2024-10-25 12:18:24+00:00
338,27560,CANCELLED,2024-05-23 11:28:28+00:00,2024-12-26 20:00:18+00:00
339,58338,DELIVERED,2024-11-28 16:21:02+00:00,2025-06-14 20:00:20+00:00
340,36044,ORDERED,2024-12-04 12:41:06+00:00,2024-12-20 07:16:12+00:00
341,4583,DELIVERED,2026-01-09 01:23:19+00:00,2024-06-10 10:22:20+00:00
342,38577,DELIVERED,2025-06-23 18:20:09+00:00,2025-10-05 12:30:31+00:00
343,23393,DELIVERED,2024-06-01 09:03:33+00:00,2025-03-20 08:27:43+00:00
344,16548,DELIVERED,2024-02-28 12:27:57+00:00,2025-05-03 13:26:36+00:00
345,37743,DELIVERED,2025-08-10 07:48:47+00:00,2025-06-17 09:12:25+00:00
346,2543,DELIVERED,2025-02-23 00:50:14+00:00,2025-01-25 20:06:23+00:00
347,24077,DELIVERED,2025-07-26 08:09:29+00:00,2024-11-09 20:52:24+00:00
348,59176,CANCELLED,2024-05-06 02:52:34+00:00,2024-06-20 09:03:04+00:00
349,18594,ORDERED,2024-09-01 11:14:03+00:00,2024-11-30 18:12:52+00:00
350,16843,DELIVERED,2024-11-18 23:21:45+00:00,2025-08-04 20:07:44+00:00
351,54840,ORDERED,2024-08-25 11:45:22+00:00,2025-05-26 07:11:13+00:00
352,57074,ORDERED,2024-05-10 10:47:47+00:00,2024-11-11 12:57:22+00:00
353,5958,CANCELLED,2024-12-15 14:46:58+00:00,2025-09-30 15:17:51+00:00
354,41243,ORDERED,2024-06-20 14:54:58+00:00,2024-12-14 13:05:34+00:00
355,69093,CANCELLED,2024-12-22 16:32:28+00:00,2024-11-14 15:44:41+00:00
356,10443,CANCELLED,2025-11-01 03:29:04+00:00,2024-09-14 05:42:18+00:00
357,41824,ORDERED,2025-10-15 00:29:13+00:00,2025-11-06 10:28:49+00:00
358,62354,DELIVERED,2025-11-08 05:13:47+00:00,2024-12-19 18:20:09+00:00
359,8765,DELIVERED,2025-05-23 06:22:14+00:00,2025-11-15 13:22:51+00:00
360,61580,CANCELLED,2024-02-11 08:57:41+00:00,2025-11-11 18:10:08+00:00
361,28088,ORDERED,2024-02-04 08:18:45+00:00,2025-10-14 15:44:19+00:00
362,41032,DELIVERED,2025-02-28 10:03:46+00:00,2024-03-25 09:06:15+00:00
363,18379,ORDERED,2025-02-01 09:33:30+00:00,2024-12-29 04:09:20+00:00
364,11909,ORDERED,2025-06-24 08:19:45+00:00,2024-10-11 07:59:08+00:00
365,61551,DELIVERED,2024-08-20 16:12:52+00:00,2024-06-10 12:54:05+00:00
366,43138,ORDERED,2026-01-09 10:36:23+00:00,2024-04-22 04:35:47+00:00
367,65520,DELIVERED,2025-02-13 18:40:43+00:00,2024-08-16 17:44:15+00:00
368,11589,CANCELLED,2024-07-19 03:59:10+00:00,2025-03-13 13:12:41+00:00
369,60501,ORDERED,2025-04-08 21:47:25+00:00,2025-02-17 11:00:31+00:00
370,64983,ORDERED,2025-04-07 22:13:36+00:00,2024-12-26 10:02:50+00:00
371,6829,DELIVERED,2025-09-28 00:13:12+00:00,2025-06-08 15:54:18+00:00
372,10575,CANCELLED,2024-03-08 04:42:38+00:00,2024-05-14 17:15:40+00:00
373,41435,DELIVERED,2025-06-24 11:47:36+00:00,2024-06-02 10:02:57+00:00
374,2704,DELIVERED,2025-10-07 22:00:29+00:00,2025-04-22 02:19:28+00:00
375,29904,DELIVERED,2025-02-14 15:06:54+00:00,2024-05-20 08:23:19+00:00
376,19940,DELIVERED,2024-12-24 21:31:29+00:00,2024-06-26 09:45:20+00:00
377,36176,CANCELLED,2024-05-24 14:56:20+00:00,2024-05-24 19:19:02+00:00
378,51698,DELIVERED,2025-02-14 15:47:26+00:00,2025-02-07 16:07:45+00:00
379,29461,DELIVERED,2025-08-21 04:14:22+00:00,2025-04-16 07:23:08+00:00
380,60589,DELIVERED,2024-12-19 02:01:25+00:00,2025-09-25 20:21:38+00:00
381,19069,CANCELLED,2025-11-01 23:50:54+00:00,2025-03-26 22:07:32+00:00
382,57447,DELIVERED,2024-07-27 20:10:10+00:00,2025-06-25 09:23:05+00:00
383,64843,CANCELLED,2025-12-21 10:34:23+00:00,2025-10-22 13:19:06+00:00
384,15156,DELIVERED,2024-07-19 09:43:10+00:00,2025-12-28 16:33:58+00:00
385,57113,DELIVERED,2025-07-04 16:46:13+00:00,2024-04-30 04:56:16+00:00
386,53090,ORDERED,2024-03-13 19:48:19+00:00,2024-06-23 21:39:52+00:00
387,49476,ORDERED,2024-06-17 06:23:10+00:00,2024-11-25 17:07:43+00:00
388,60475,CANCELLED,2025-08-04 07:11:56+00:00,2024-04-25 14:26:22+00:00
389,31243,ORDERED,2024-09-10 13:53:14+00:00,2024-06-13 21:31:14+00:00
390,49989,DELIVERED,2025-08-14 20:03:55+00:00,2025-01-29 19:21:12+00:00
391,35007,DELIVERED,2025-01-17 06:08:56+00:00,2024-05-06 18:35:21+00:00
392,22508,CANCELLED,2025-09-22 01:52:02+00:00,2024-07-24 23:01:03+00:00
393,58727,CANCELLED,2025-11-27 05:48:03+00:00,2025-08-21 08:22:22+00:00
394,40562,CANCELLED,2024-08-23 06:37:07+00:00,2025-12-17 07:04:48+00:00
395,32041,DELIVERED,2025-01-27 01:14:51+00:00,2025-07-28 23:16:27+00:00
396,64140,ORDERED,2025-04-02 17:40:29+00:00,2025-02-14 18:33:02+00:00
397,42128,CANCELLED,2024-12-15 03:17:42+00:00,2024-05-26 11:36:32+00:00
398,64663,ORDERED,2024-03-06 01:49:43+00:00,2024-08-24 09:42:23+00:00
399,42238,CANCELLED,2024-12-15 09:42:00+00:00,2025-10-02 03:19:03+00:00
400,67601,DELIVERED,2025-06-28 07:16:37+00:00,2025-01-29 15:33:40+00:00
401,1969,DELIVERED,2025-02-26 17:49:48+00:00,2024-12-27 20:59:42+00:00
402,8813,CANCELLED,2024-07-18 20:27:37+00:00,2024-06-28 12:10:59+00:00
403,69878,DELIVERED,2025-12-25 04:22:00+00:00,2025-08-25 05:50:58+00:00
404,11554,DELIVERED,2025-08-05 10:51:14+00:00,2026-01-03 13:15:02+00:00
405,43996,ORDERED,2025-12-17 15:27:28+00:00,2025-06-10 03:13:01+00:00
406,28572,ORDERED,2025-09-12 08:44:45+00:00,2024-11-22 18:37:50+00:00
407,69909,DELIVERED,2024-06-26 16:19:50+00:00,2025-11-25 23:12:59+00:00
408,29742,ORDERED,2025-08-11 13:22:04+00:00,2024-09-19 08:47:20+00:00
409,11467,ORDERED,2024-09-18 09:40:49+00:00,2025-10-27 01:53:53+00:00
410,68478,DELIVERED,2025-02-05 14:53:55+00:00,2024-04-10 03:55:42+00:00
411,38234,CANCELLED,2024-04-02 06:02:48+00:00,2025-07-25 03:29:55+00:00
412,15266,CANCELLED,2025-05-20 23:44:46+00:00,2025-02-08 10:42:02+00:00
413,50258,ORDERED,2025-04-07 03:52:55+00:00,2024-02-05 00:29:08+00:00
414,25142,CANCELLED,2025-05-20 20:52:30+00:00,2024-05-09 18:34:45+00:00
415,60707,ORDERED,2024-05-19 01:23:58+00:00,2025-12-20 17:18:57+00:00
416,32435,ORDERED,2025-10-02 22:54:24+00:00,2024-09-10 17:48:50+00:00
417,41094,DELIVERED,2024-11-03 20:29:29+00:00,2024-02-22 08:52:03+00:00
418,37105,DELIVERED,2024-08-21 01:57:32+00:00,2024-03-13 22:49:32+00:00
419,66782,CANCELLED,2024-12-09 23:34:30+00:00,2024-07-17 06:58:41+00:00
420,33568,ORDERED,2024-09-30 11:59:22+00:00,2024-01-19 18:33:59+00:00
421,10113,DELIVERED,2025-03-11 14:31:43+00:00,2024-08-21 20:00:20+00:00
422,59365,ORDERED,2024-11-20 00:36:35+00:00,2024-08-31 21:24:17+00:00
423,14286,CANCELLED,2025-01-23 01:05:00+00:00,2024-07-08 01:05:46+00:00
424,40501,ORDERED,2025-08-08 10:49:45+00:00,2025-04-26 22:08:26+00:00
425,69766,ORDERED,2024-04-06 20:45:20+00:00,2025-11-24 09:22:20+00:00
426,69277,ORDERED,2025-06-15 01:17:13+00:00,2025-12-26 09:50:02+00:00
427,3037,DELIVERED,2025-10-11 19:40:40+00:00,2025-01-06 22:24:25+00:00
428,46374,ORDERED,2025-12-09 20:26:17+00:00,2025-01-28 13:24:06+00:00
429,4745,CANCELLED,2024-11-14 23:52:23+00:00,2025-07-09 16:38:51+00:00
430,14338,ORDERED,2024-03-12 15:24:50+00:00,2024-09-01 14:42:16+00:00
431,62232,CANCELLED,2024-06-03 02:44:27+00:00,2025-03-17 16:47:25+00:00
432,3722,DELIVERED,2025-11-06 00:27:25+00:00,2024-07-14 15:44:13+00:00
433,52071,CANCELLED,2024-01-18 02:52:31+00:00,2024-04-15 05:04:26+00:00
434,41918,ORDERED,2025-03-08 05:56:49+00:00,2025-03-10 18:02:46+00:00
435,41987,ORDERED,2025-08-11 06:46:50+00:00,2024-10-17 00:16:00+00:00
436,69203,DELIVERED,2025-08-07 12:15:27+00:00,2024-09-20 07:42:39+00:00
437,54791,CANCELLED,2025-09-15 11:13:18+00:00,2024-12-17 05:03:21+00:00
438,31484,CANCELLED,2025-02-18 20:44:11+00:00,2025-08-23 21:49:18+00:00
439,21675,CANCELLED,2024-08-06 23:57:52+00:00,2024-12-17 05:12:59+00:00
440,58343,CANCELLED,2025-02-13 23:34:14+00:00,2025-01-30 23:00:17+00:00
441,2427,DELIVERED,2024-02-02 09:57:43+00:00,2024-12-27 21:15:30+00:00
442,48322,CANCELLED,2025-06-11 06:35:27+00:00,2025-10-19 14:45:32+00:00
443,69266,ORDERED,2024-12-13 15:18:13+00:00,2024-06-14 12:26:43+00:00
444,69899,DELIVERED,2024-03-12 13:44:29+00:00,2025-12-18 07:07:44+00:00
445,40071,DELIVERED,2024-02-16 07:44:04+00:00,2025-10-02 22:35:19+00:00
446,49803,ORDERED,2025-11-20 14:29:15+00:00,2024-03-22 01:55:42+00:00
447,48612,CANCELLED,2025-11-17 21:56:31+00:00,2025-03-03 23:36:25+00:00
448,12435,DELIVERED,2025-04-13 13:21:48+00:00,2024-09-22 10:10:07+00:00
449,34106,DELIVERED,2025-10-30 01:51:44+00:00,2025-10-08 17:12:32+00:00
450,11684,DELIVERED,2024-03-17 07:11:36+00:00,2024-03-20 18:56:08+00:00
451,3593,DELIVERED,2024-07-10 22:37:21+00:00,2025-04-09 09:48:57+00:00
452,35296,DELIVERED,2024-11-23 14:44:35+00:00,2024-02-26 02:47:48+00:00
453,3954,DELIVERED,2025-04-04 08:41:20+00:00,2025-11-20 23:20:20+00:00
454,26127,CANCELLED,2024-10-20 00:50:38+00:00,2024-04-29 07:33:00+00:00
455,10081,CANCELLED,2025-07-01 14:26:38+00:00,2025-05-15 14:37:16+00:00
456,61299,DELIVERED,2025-09-14 10:39:39+00:00,2025-07-22 20:27:21+00:00
457,46543,DELIVERED,2025-06-15 02:19:02+00:00,2025-03-29 08:52:48+00:00
458,37404,DELIVERED,2025-09-24 09:21:35+00:00,2024-08-27 19:06:37+00:00
459,12059,ORDERED,2024-08-04 22:00:54+00:00,2025-07-26 10:13:10+00:00
460,54853,DELIVERED,2024-09-17 00:57:45+00:00,2025-11-20 05:25:44+00:00
461,38874,DELIVERED,2024-08-07 17:59:22+00:00,2025-10-01 09:05:24+00:00
462,63075,CANCELLED,2025-06-08 09:15:01+00:00,2024-06-26 21:30:33+00:00
463,18525,DELIVERED,2025-08-18 09:55:43+00:00,2025-01-23 09:41:30+00:00
464,64000,CANCELLED,2025-01-20 14:06:02+00:00,2025-05-22 02:10:16+00:00
465,109,CANCELLED,2024-05-01 04:29:36+00:00,2025-06-07 14:06:06+00:00
466,38027,CANCELLED,2025-10-18 15:12:11+00:00,2024-04-04 11:06:07+00:00
467,51474,CANCELLED,2024-05-22 20:52:05+00:00,2025-08-31 11:38:20+00:00
468,9436,ORDERED,2025-03-17 23:25:35+00:00,2024-08-29 22:31:14+00:00
469,6137,CANCELLED,2025-02-05 18:32:00+00:00,2024-01-20 07:27:04+00:00
470,63451,CANCELLED,2024-08-26 17:38:49+00:00,2025-04-08 10:30:07+00:00
471,47701,ORDERED,2024-03-04 16:52:15+00:00,2024-06-13 19:24:37+00:00
472,68659,CANCELLED,2024-03-20 19:31:56+00:00,2024-10-21 05:47:36+00:00
473,14840,ORDERED,2024-04-20 05:46:55+00:00,2025-02-27 04:17:05+00:00
474,42823,CANCELLED,2024-07-23 04:11:18+00:00,2025-02-23 19:54:11+00:00
475,12923,DELIVERED,2024-08-30 21:43:45+00:00,2024-11-11 19:53:06+00:00
476,40939,DELIVERED,2025-09-25 02:37:03+00:00,2024-07-21 08:07:15+00:00
477,39609,ORDERED,2025-11-05 16:57:19+00:00,2025-06-19 18:20:58+00:00
478,44995,ORDERED,2024-05-25 11:43:28+00:00,2025-09-25 01:03:49+00:00
479,69125,CANCELLED,2024-02-22 13:00:09+00:00,2024-12-25 12:47:00+00:00
480,8297,CANCELLED,2024-04-03 20:15:08+00:00,2024-07-08 11:12:18+00:00
481,38002,ORDERED,2025-10-23 08:23:03+00:00,2025-05-04 05:22:16+00:00
482,9039,CANCELLED,2025-11-15 07:12:35+00:00,2024-10-30 19:07:23+00:00
483,36124,DELIVERED,2024-09-06 05:31:29+00:00,2025-07-21 23:55:59+00:00
484,11825,CANCELLED,2026-01-08 18:17:19+00:00,2025-12-09 17:40:54+00:00
485,16096,DELIVERED,2025-11-13 05:45:20+00:00,2025-01-30 11:49:18+00:00
486,68928,ORDERED,2025-09-05 16:40:32+00:00,2024-11-18 18:43:26+00:00
487,42589,CANCELLED,2024-11-08 14:23:40+00:00,2025-01-30 03:10:55+00:00
488,47718,DELIVERED,2025-02-08 13:22:21+00:00,2024-04-29 21:09:48+00:00
489,39017,ORDERED,2024-12-06 14:35:56+00:00,2025-04-24 08:42:56+00:00
490,49134,ORDERED,2024-06-30 17:56:35+00:00,2025-05-25 23:28:40+00:00
491,15297,DELIVERED,2024-01-19 17:22:23+00:00,2025-06-06 13:04:20+00:00
492,39151,ORDERED,2024-11-22 09:28:47+00:00,2024-05-28 20:31:32+00:00
493,23364,ORDERED,2025-10-23 23:19:25+00:00,2025-05-02 04:16:07+00:00
494,56124,DELIVERED,2024-09-25 05:32:56+00:00,2025-10-30 01:35:39+00:00
495,724,DELIVERED,2025-06-01 19:12:40+00:00,2024-04-24 14:28:52+00:00
496,47029,CANCELLED,2024-02-08 06:59:35+00:00,2025-07-16 04:07:32+00:00
497,53377,CANCELLED,2025-07-30 18:00:55+00:00,2024-07-29 03:06:13+00:00
498,17443,CANCELLED,2025-07-13 03:05:13+00:00,2025-06-13 05:52:22+00:00
499,41365,ORDERED,2025-02-04 08:42:46+00:00,2025-06-30 21:38:44+00:00
500,41328,ORDERED,2024-05-29 14:20:18+00:00,2025-08-08 07:47:52+00:00
501,65509,DELIVERED,2025-06-09 02:20:23+00:00,2024-02-26 10:24:15+00:00
502,3442,ORDERED,2024-07-20 21:15:52+00:00,2025-12-23 03:35:53+00:00
503,15338,CANCELLED,2025-01-26 00:27:24+00:00,2025-09-03 12:09:53+00:00
504,57425,DELIVERED,2025-12-31 07:30:59+00:00,2024-07-01 22:48:07+00:00
505,63846,CANCELLED,2024-12-06 15:07:21+00:00,2024-09-19 23:20:50+00:00
506,26511,ORDERED,2024-03-21 18:30:03+00:00,2024-09-04 16:16:01+00:00
507,48693,DELIVERED,2025-08-17 08:19:08+00:00,2025-01-25 04:04:31+00:00
508,60937,CANCELLED,2024-07-01 14:55:29+00:00,2024-12-27 17:23:03+00:00
509,46892,ORDERED,2024-02-04 10:24:51+00:00,2024-10-26 07:52:04+00:00
510,5494,ORDERED,2024-10-17 22:21:24+00:00,2025-06-02 00:31:23+00:00
511,42009,ORDERED,2024-10-15 23:16:41+00:00,2024-12-24 05:40:04+00:00
512,68954,CANCELLED,2025-04-08 21:20:52+00:00,2024-10-18 12:23:03+00:00
513,7989,DELIVERED,2024-10-23 11:35:30+00:00,2025-12-28 02:19:39+00:00
514,11862,DELIVERED,2024-06-14 06:10:35+00:00,2025-08-12 13:54:02+00:00
515,48740,DELIVERED,2024-02-24 10:04:10+00:00,2024-07-25 23:44:33+00:00
516,52774,ORDERED,2024-07-25 06:16:57+00:00,2024-12-01 16:52:35+00:00
517,68103,ORDERED,2024-11-16 01:25:05+00:00,2025-11-11 09:43:16+00:00
518,65167,CANCELLED,2025-07-02 19:08:22+00:00,2025-05-02 05:49:13+00:00
519,3702,ORDERED,2025-07-05 23:09:21+00:00,2024-04-25 18:31:28+00:00
520,45466,DELIVERED,2024-02-17 22:04:30+00:00,2024-07-03 04:10:15+00:00
521,5776,DELIVERED,2025-09-06 05:39:38+00:00,2024-12-28 01:19:40+00:00
522,13287,CANCELLED,2024-12-09 01:40:55+00:00,2025-07-12 00:14:36+00:00
523,36174,CANCELLED,2025-05-19 16:24:29+00:00,2024-11-08 09:44:51+00:00
524,64865,ORDERED,2025-11-15 23:42:23+00:00,2025-04-13 10:52:46+00:00
525,43460,CANCELLED,2024-06-04 21:23:41+00:00,2024-10-27 06:39:54+00:00
526,7885,CANCELLED,2025-08-14 06:53:18+00:00,2025-12-17 15:23:45+00:00
527,63417,CANCELLED,2024-06-19 12:15:29+00:00,2025-08-10 12:29:29+00:00
528,9651,CANCELLED,2025-02-07 06:58:08+00:00,2024-10-25 20:47:23+00:00
529,28945,CANCELLED,2024-07-26 13:29:32+00:00,2025-02-25 12:17:13+00:00
530,5347,ORDERED,2024-11-21 02:50:51+00:00,2025-09-29 06:44:44+00:00
531,42086,CANCELLED,2025-05-03 16:42:33+00:00,2025-07-30 01:14:57+00:00
532,22359,CANCELLED,2025-09-16 02:31:02+00:00,2024-10-25 09:13:01+00:00
533,9272,DELIVERED,2025-07-20 15:01:33+00:00,2025-03-08 02:34:43+00:00
534,59852,DELIVERED,2025-03-06 09:56:02+00:00,2025-03-31 00:23:29+00:00
535,2548,CANCELLED,2025-10-05 12:08:11+00:00,2024-04-18 04:08:34+00:00
536,52299,CANCELLED,2025-04-03 19:54:33+00:00,2025-08-10 09:19:06+00:00
537,55202,CANCELLED,2025-12-12 05:34:58+00:00,2025-12-08 02:28:53+00:00
538,14770,ORDERED,2024-08-10 08:19:45+00:00,2025-01-18 15:21:32+00:00
539,5037,ORDERED,2025-01-21 04:44:10+00:00,2025-01-07 15:03:35+00:00
540,8035,CANCELLED,2025-03-27 15:28:36+00:00,2025-03-25 05:04:38+00:00
541,42200,CANCELLED,2024-03-27 13:59:37+00:00,2025-05-01 18:29:38+00:00
542,5348,ORDERED,2025-02-11 19:36:27+00:00,2024-03-01 23:39:36+00:00
543,6866,CANCELLED,2025-10-19 00:36:00+00:00,2025-03-26 06:58:26+00:00
544,53754,DELIVERED,2025-04-06 21:01:51+00:00,2024-10-03 09:33:37+00:00
545,18052,ORDERED,2025-06-20 07:20:03+00:00,2025-04-23 19:51:58+00:00
546,43319,CANCELLED,2025-07-21 08:25:48+00:00,2025-05-12 17:36:09+00:00
547,66123,ORDERED,2024-11-26 05:31:06+00:00,2024-11-29 08:08:28+00:00
548,23092,CANCELLED,2024-08-16 12:10:06+00:00,2024-10-11 15:25:52+00:00
549,2016,DELIVERED,2025-11-26 03:57:10+00:00,2024-05-28 16:04:18+00:00
550,2485,ORDERED,2025-09-02 15:39:01+00:00,2024-04-09 05:07:51+00:00
551,26337,CANCELLED,2025-11-02 02:10:47+00:00,2025-09-30 01:31:09+00:00
552,1844,ORDERED,2025-04-03 12:53:05+00:00,2024-08-14 03:32:27+00:00
553,5180,DELIVERED,2024-05-12 03:39:21+00:00,2024-12-07 00:10:46+00:00
554,32390,CANCELLED,2024-04-09 11:37:12+00:00,2025-10-15 16:54:54+00:00
555,42532,CANCELLED,2024-10-05 19:25:16+00:00,2025-10-20 12:11:22+00:00
556,7630,DELIVERED,2025-09-27 12:10:09+00:00,2024-09-01 23:59:11+00:00
557,12573,ORDERED,2025-01-25 05:04:52+00:00,2025-12-24 10:10:11+00:00
558,34188,ORDERED,2025-05-08 16:59:34+00:00,2024-09-21 00:10:16+00:00
559,7243,DELIVERED,2025-06-08 03:58:08+00:00,2024-05-04 19:08:37+00:00
560,14367,DELIVERED,2025-02-22 06:25:16+00:00,2025-01-17 08:56:36+00:00
561,19259,DELIVERED,2024-06-17 05:17:16+00:00,2024-07-22 07:12:22+00:00
562,53393,DELIVERED,2024-06-01 01:15:07+00:00,2024-09-28 00:49:51+00:00
563,55221,ORDERED,2025-07-27 22:29:50+00:00,2025-07-21 05:58:55+00:00
564,29146,ORDERED,2025-09-02 12:20:32+00:00,2024-10-05 14:14:12+00:00
565,34362,CANCELLED,2025-08-05 04:29:04+00:00,2025-07-07 23:15:35+00:00
566,32564,ORDERED,2026-01-06 14:08:08+00:00,2025-09-09 11:12:15+00:00
567,3625,ORDERED,2024-07-15 13:01:28+00:00,2025-05-03 06:22:34+00:00
568,40961,ORDERED,2024-11-04 02:48:50+00:00,2025-04-07 13:20:54+00:00
569,8480,CANCELLED,2024-07-22 03:09:13+00:00,2025-08-29 03:01:19+00:00
570,6583,ORDERED,2024-11-03 08:41:17+00:00,2025-10-18 09:05:26+00:00
571,14060,ORDERED,2025-02-12 01:51:18+00:00,2025-10-09 02:35:22+00:00
572,40630,ORDERED,2025-07-14 03:05:14+00:00,2024-08-26 06:21:08+00:00
573,68131,CANCELLED,2025-09-25 12:19:14+00:00,2024-04-12 09:27:06+00:00
574,43633,CANCELLED,2025-03-29 14:45:37+00:00,2025-11-22 15:21:09+00:00
575,51411,CANCELLED,2024-09-23 16:36:44+00:00,2025-10-14 10:56:30+00:00
576,61748,DELIVERED,2024-08-09 08:40:11+00:00,2024-09-04 17:54:53+00:00
577,2728,DELIVERED,2025-02-25 11:48:04+00:00,2024-12-06 00:08:21+00:00
578,1392,ORDERED,2025-02-07 11:25:20+00:00,2024-01-26 07:24:53+00:00
579,51232,DELIVERED,2025-06-02 18:59:21+00:00,2024-12-17 20:10:29+00:00
580,21836,DELIVERED,2025-01-15 19:04:15+00:00,2024-06-08 17:18:06+00:00
581,57598,CANCELLED,2025-07-11 12:39:34+00:00,2025-02-11 04:48:59+00:00
582,41342,DELIVERED,2024-06-22 16:20:01+00:00,2025-10-05 09:19:18+00:00
583,53202,DELIVERED,2024-04-10 11:32:50+00:00,2025-05-02 15:43:16+00:00
584,51214,ORDERED,2025-08-18 04:13:40+00:00,2024-09-22 16:38:22+00:00
585,19445,CANCELLED,2025-07-04 01:47:53+00:00,2025-09-15 05:36:41+00:00
586,2541,ORDERED,2025-08-25 19:18:10+00:00,2025-02-07 05:31:46+00:00
587,53283,CANCELLED,2024-04-07 06:56:24+00:00,2025-08-28 22:19:12+00:00
588,14039,ORDERED,2025-05-21 14:38:15+00:00,2024-12-09 05:00:26+00:00
589,17574,ORDERED,2024-07-16 20:51:40+00:00,2025-09-03 18:33:28+00:00
590,14225,CANCELLED,2025-11-03 10:42:34+00:00,2026-01-06 02:25:24+00:00
591,60331,ORDERED,2024-05-30 03:00:32+00:00,2024-11-17 21:05:38+00:00
592,24722,ORDERED,2024-02-06 00:54:47+00:00,2025-11-09 17:29:47+00:00
593,33917,ORDERED,2024-03-04 00:20:44+00:00,2024-01-14 06:39:50+00:00
594,41739,CANCELLED,2024-07-26 17:59:23+00:00,2025-02-16 14:55:15+00:00
595,25004,DELIVERED,2024-05-20 09:10:15+00:00,2024-03-03 03:33:14+00:00
596,38901,DELIVERED,2025-01-27 14:41:15+00:00,2025-09-27 01:57:27+00:00
597,63231,ORDERED,2026-01-06 18:29:54+00:00,2025-02-01 14:22:39+00:00
598,46994,ORDERED,2024-04-01 23:56:35+00:00,2025-10-20 16:17:36+00:00
599,3144,DELIVERED,2025-10-31 01:04:15+00:00,2024-12-22 06:22:56+00:00
600,25773,ORDERED,2024-08-20 04:22:00+00:00,2024-09-12 17:25:49+00:00
601,16936,DELIVERED,2024-12-26 21:24:10+00:00,2024-02-28 00:20:53+00:00
602,1077,DELIVERED,2024-02-22 16:11:52+00:00,2024-02-02 18:05:03+00:00
603,21211,CANCELLED,2025-11-17 06:26:40+00:00,2024-08-06 23:51:52+00:00
604,18371,ORDERED,2024-12-10 00:53:13+00:00,2024-07-24 18:35:54+00:00
605,2825,ORDERED,2024-02-24 06:19:38+00:00,2024-11-03 22:04:31+00:00
606,30047,ORDERED,2025-01-17 06:09:27+00:00,2024-12-31 11:18:47+00:00
607,711,DELIVERED,2024-06-29 01:00:44+00:00,2024-05-10 09:54:18+00:00
608,38887,CANCELLED,2025-10-15 02:49:52+00:00,2024-08-26 07:14:26+00:00
609,34382,CANCELLED,2024-05-18 11:55:31+00:00,2025-09-12 13:34:07+00:00
610,42496,DELIVERED,2025-04-02 18:44:44+00:00,2025-01-30 09:59:30+00:00
611,44562,ORDERED,2024-02-10 03:13:50+00:00,2024-11-18 22:21:21+00:00
