room_night_id,room_id,night_date,availability,created_at
392,873,2024-07-09,OCCUPIED,2025-12-25 01:59:02+00:00
393,676,2026-06-01,OCCUPIED,2024-07-21 08:36:01+00:00
394,676,2024-06-08,BLOCKED,2025-03-05 17:09:01+00:00
395,137,2024-03-20,AVAILABLE,2025-05-14 18:03:16+00:00
396,137,2025-01-16,BLOCKED,2024-10-27 10:57:23+00:00
397,812,2026-04-12,BLOCKED,2025-04-19 02:45:03+00:00
398,812,2024-02-04,OCCUPIED,2024-08-06 18:42:46+00:00
399,107,2025-07-26,OCCUPIED,2024-04-05 19:55:40+00:00
400,107,2025-03-20,AVAILABLE,2025-07-08 14:48:31+00:00
401,700,2026-03-04,AVAILABLE,2025-09-10 19:11:19+00:00
402,700,2024-04-13,OCCUPIED,2024-04-28 12:06:58+00:00
403,872,2025-11-28,OCCUPIED,2025-12-28 23:10:59+00:00
404,872,2024-03-11,BLOCKED,2024-03-12 10:09:30+00:00
405,515,2025-11-04,AVAILABLE,2025-03-12 08:33:04+00:00
406,515,2026-10-24,BLOCKED,2025-01-24 18:06:55+00:00
407,606,2024-10-10,AVAILABLE,2025-01-11 09:29:11+00:00
408,606,2024-06-13,BLOCKED,2025-08-26 13:09:46+00:00
409,930,2024-03-04,OCCUPIED,2024-10-08 22:11:47+00:00
410,930,2026-03-12,BLOCKED,2024-05-03 04:57:51+00:00
411,844,2025-10-02,BLOCKED,2024-05-17 01:08:21+00:00
412,844,2024-03-08,AVAILABLE,2024-09-01 06:33:10+00:00
413,146,2025-08-05,BLOCKED,2024-12-28 22:57:56+00:00
414,146,2024-11-11,BLOCKED,2025-11-28 23:32:29+00:00
415,741,2025-11-16,BLOCKED,2024-06-15 23:19:01+00:00
416,741,2026-12-09,OCCUPIED,2025-11-16 04:15:54+00:00
417,341,2024-02-27,BLOCKED,2025-01-15 17:53:32+00:00
418,341,2024-10-26,BLOCKED,2024-02-29 13:45:36+00:00
419,357,2024-11-14,AVAILABLE,2025-03-26 07:53:42+00:00
420,357,2026-12-10,BLOCKED,2025-01-29 00:50:37+00:00
421,712,2025-02-23,OCCUPIED,2025-04-03 15:11:20+00:00
422,712,2024-11-14,AVAILABLE,2024-01-22 21:55:07+00:00
423,508,2026-04-08,AVAILABLE,2025-10-26 20:06:44+00:00
424,508,2026-03-04,AVAILABLE,2025-11-23 09:44:48+00:00
425,297,2025-04-01,BLOCKED,2025-08-09 00:03:10+00:00
426,297,2025-03-23,AVAILABLE,2025-08-21 02:12:27+00:00
427,13,2025-12-11,AVAILABLE,2024-03-22 22:56:28+00:00
428,13,2025-01-26,OCCUPIED,2025-05-16 00:46:28+00:00
429,463,2026-05-31,AVAILABLE,2025-04-10 06:22:30+00:00
430,463,2024-09-03,OCCUPIED,2025-06-13 22:24:00+00:00
431,345,2025-08-31,OCCUPIED,2025-01-18 06:53:58+00:00
432,345,2024-07-25,OCCUPIED,2024-08-24 20:41:40+00:00
433,275,2025-05-23,BLOCKED,2025-10-09 16:41:04+00:00
434,275,2024-09-07,AVAILABLE,2025-05-05 06:22:30+00:00
435,916,2024-12-11,AVAILABLE,2025-07-08 22:58:03+00:00
436,916,2026-07-26,OCCUPIED,2024-05-29 12:41:48+00:00
437,143,2025-03-20,BLOCKED,2024-06-05 20:36:21+00:00
438,143,2024-07-31,BLOCKED,2025-07-10 01:23:49+00:00
439,725,2026-11-29,AVAILABLE,2024-08-10 03:43:31+00:00
440,725,2024-08-20,OCCUPIED,2025-06-11 02:31:29+00:00
441,79,2026-07-19,BLOCKED,2024-04-09 21:51:44+00:00
442,79,2024-09-10,OCCUPIED,2025-12-02 02:09:33+00:00
443,892,2025-01-28,OCCUPIED,2024-10-23 11:16:59+00:00
444,892,2026-10-31,AVAILABLE,2025-04-16 23:39:49+00:00
445,380,2026-04-05,BLOCKED,2024-08-22 09:16:08+00:00
446,380,2024-06-27,AVAILABLE,2024-06-20 14:09:41+00:00
447,70,2025-06-27,OCCUPIED,2025-06-21 05:59:02+00:00
448,70,2026-11-18,OCCUPIED,2025-02-11 12:58:24+00:00
449,777,2025-07-25,BLOCKED,2025-02-04 17:10:44+00:00
450,777,2026-04-14,BLOCKED,2024-11-25 18:20:40+00:00
451,432,2024-04-11,OCCUPIED,2025-10-30 10:48:10+00:00
452,432,2026-03-17,AVAILABLE,2025-08-21 21:41:32+00:00
453,4,2025-03-28,OCCUPIED,2025-09-22 18:24:38+00:00
454,4,2026-06-05,AVAILABLE,2024-12-26 15:52:21+00:00
455,289,2025-12-29,AVAILABLE,2025-10-23 22:42:26+00:00
456,289,2026-07-25,AVAILABLE,2024-10-05 07:27:02+00:00
457,883,2027-01-02,BLOCKED,2024-01-22 18:41:19+00:00
458,883,2024-03-18,OCCUPIED,2025-04-02 18:43:28+00:00
459,942,2026-06-08,AVAILABLE,2025-09-21 09:42:15+00:00
460,942,2024-04-22,BLOCKED,2024-05-13 13:46:57+00:00
461,634,2024-02-16,BLOCKED,2024-04-05 20:13:45+00:00
462,634,2025-06-28,AVAILABLE,2025-04-27 03:30:00+00:00
463,664,2026-09-13,AVAILABLE,2024-12-04 10:09:31+00:00
464,664,2025-08-21,OCCUPIED,2025-11-05 03:50:23+00:00
465,158,2025-09-22,BLOCKED,2025-08-24 02:31:45+00:00
466,158,2026-09-27,BLOCKED,2025-11-28 23:27:56+00:00
467,161,2024-11-08,AVAILABLE,2025-06-02 06:58:48+00:00
468,161,2026-06-21,AVAILABLE,2024-09-28 23:09:20+00:00
469,579,2026-05-01,BLOCKED,2024-11-21 06:55:56+00:00
470,579,2026-12-26,OCCUPIED,2025-07-20 03:27:04+00:00
471,851,2026-03-18,BLOCKED,2025-01-14 09:45:10+00:00
472,851,2024-03-28,AVAILABLE,2024-09-20 21:25:27+00:00
473,917,2025-02-16,AVAILABLE,2024-10-27 22:06:26+00:00
474,917,2026-08-20,BLOCKED,2024-03-15 22:42:58+00:00
475,956,2024-08-23,OCCUPIED,2025-08-18 02:26:11+00:00
476,956,2026-04-10,OCCUPIED,2024-09-27 12:01:25+00:00
477,897,2024-02-08,BLOCKED,2025-11-06 04:04:16+00:00
478,897,2024-02-25,OCCUPIED,2025-02-20 17:04:48+00:00
479,522,2026-01-02,AVAILABLE,2025-08-05 18:45:06+00:00
480,522,2026-07-28,AVAILABLE,2025-08-10 09:58:25+00:00
481,784,2024-02-21,AVAILABLE,2024-07-04 19:43:12+00:00
482,784,2026-10-15,BLOCKED,2025-09-11 08:49:13+00:00
483,839,2026-03-15,OCCUPIED,2025-09-14 23:31:12+00:00
484,839,2026-09-16,AVAILABLE,2025-01-30 02:27:15+00:00
485,433,2026-09-23,OCCUPIED,2025-05-18 20:54:08+00:00
486,433,2024-05-21,BLOCKED,2024-08-05 17:41:20+00:00
487,807,2025-01-21,AVAILABLE,2025-02-19 20:06:05+00:00
488,807,2024-12-10,BLOCKED,2024-11-29 13:35:55+00:00
489,103,2024-02-16,BLOCKED,2024-04-04 05:20:10+00:00
490,103,2026-05-05,BLOCKED,2025-05-03 21:45:07+00:00
491,648,2025-05-05,AVAILABLE,2025-09-12 01:53:46+00:00
492,648,2024-02-28,OCCUPIED,2025-05-03 09:18:12+00:00
493,780,2026-09-20,AVAILABLE,2024-12-24 17:57:49+00:00
494,780,2025-11-06,AVAILABLE,2025-07-16 07:05:48+00:00
495,344,2025-06-02,AVAILABLE,2025-09-18 14:34:04+00:00
496,344,2025-04-10,AVAILABLE,2025-09-16 18:06:05+00:00
497,874,2026-05-08,OCCUPIED,2025-11-04 16:22:43+00:00
498,874,2026-08-07,AVAILABLE,2025-04-25 05:38:08+00:00
499,944,2025-10-12,AVAILABLE,2025-06-13 22:06:22+00:00
500,944,2024-05-21,BLOCKED,2025-11-13 19:54:14+00:00
501,647,2026-09-17,AVAILABLE,2024-09-07 20:18:03+00:00
502,647,2025-03-07,AVAILABLE,2024-08-01 20:28:13+00:00
503,556,2026-09-19,AVAILABLE,2024-11-03 08:19:16+00:00
504,556,2025-12-05,OCCUPIED,2025-02-28 18:47:32+00:00
505,100,2026-12-12,AVAILABLE,2024-05-28 02:39:42+00:00
506,100,2026-07-06,AVAILABLE,2025-03-27 14:53:55+00:00
507,200,2025-04-10,OCCUPIED,2024-09-19 20:09:07+00:00
508,200,2024-12-23,AVAILABLE,2025-05-20 20:12:47+00:00
509,290,2025-01-28,OCCUPIED,2024-12-28 22:45:18+00:00
510,290,2026-07-03,BLOCKED,2024-02-17 02:46:27+00:00
511,213,2025-06-06,OCCUPIED,2024-11-12 07:37:44+00:00
512,213,2024-12-01,AVAILABLE,2025-08-12 12:11:55+00:00
513,232,2025-11-16,OCCUPIED,2024-11-26 08:14:26+00:00
514,232,2025-08-09,OCCUPIED,2024-04-20 11:06:02+00:00
515,786,2026-04-27,AVAILABLE,2024-08-31 07:38:57+00:00
516,786,2026-08-26,OCCUPIED,2025-10-23 14:07:15+00:00
517,561,2026-07-24,OCCUPIED,2025-11-03 10:29:24+00:00
518,561,2026-08-06,AVAILABLE,2025-12-28 03:05:36+00:00
519,492,2024-12-15,OCCUPIED,2025-12-23 01:52:59+00:00
520,492,2026-05-02,OCCUPIED,2024-09-17 02:49:17+00:00
521,222,2025-10-11,AVAILABLE,2024-07-03 08:58:28+00:00
522,222,2024-07-09,BLOCKED,2024-11-26 20:41:54+00:00
523,126,2024-02-09,OCCUPIED,2024-12-08 04:52:16+00:00
524,126,2025-11-13,AVAILABLE,2024-10-25 20:31:15+00:00
525,645,2024-01-25,AVAILABLE,2024-03-12 22:21:11+00:00
526,645,2024-03-08,AVAILABLE,2024-09-29 16:00:08+00:00
527,969,2024-11-02,AVAILABLE,2024-02-15 02:13:22+00:00
528,969,2024-06-03,AVAILABLE,2024-08-08 01:18:51+00:00
529,546,2026-05-22,OCCUPIED,2024-08-15 19:02:41+00:00
530,546,2027-01-05,BLOCKED,2024-04-30 16:06:59+00:00
531,545,2024-10-23,OCCUPIED,2024-06-27 02:10:39+00:00
532,545,2024-06-11,OCCUPIED,2025-02-28 03:50:37+00:00
533,205,2025-03-30,AVAILABLE,2025-01-30 00:56:33+00:00
534,205,2025-10-09,BLOCKED,2025-03-20 03:59:07+00:00
535,426,2026-10-18,BLOCKED,2024-05-04 09:23:54+00:00
536,426,2026-06-09,OCCUPIED,2025-07-14 22:09:56+00:00
537,963,2024-12-22,BLOCKED,2024-06-07 10:46:33+00:00
538,963,2025-03-19,OCCUPIED,2024-09-06 19:43:53+00:00
539,35,2026-05-20,BLOCKED,2024-03-24 00:23:59+00:00
540,35,2024-02-12,OCCUPIED,2025-06-02 14:05:38+00:00
541,183,2024-08-24,AVAILABLE,2024-03-24 13:49:11+00:00
542,183,2026-02-12,OCCUPIED,2025-01-02 04:04:30+00:00
543,62,2024-11-19,AVAILABLE,2024-05-23 18:58:30+00:00
544,62,2025-02-09,AVAILABLE,2024-10-08 10:49:16+00:00
545,39,2024-11-08,OCCUPIED,2024-04-16 18:17:14+00:00
546,39,2025-12-13,AVAILABLE,2024-03-20 14:00:34+00:00
547,337,2026-11-28,BLOCKED,2024-11-22 12:54:01+00:00
548,337,2025-07-09,OCCUPIED,2025-02-10 09:25:04+00:00
549,694,2026-08-15,AVAILABLE,2024-10-22 11:55:47+00:00
550,694,2025-03-17,BLOCKED,2025-03-03 10:44:54+00:00
551,469,2025-02-01,AVAILABLE,2025-07-31 01:38:59+00:00
552,469,2025-11-18,OCCUPIED,2024-11-08 14:31:31+00:00
553,724,2025-04-23,OCCUPIED,2024-05-22 15:11:05+00:00
554,724,2026-09-06,OCCUPIED,2025-08-27 21:06:25+00:00
555,362,2026-12-27,OCCUPIED,2024-05-23 21:39:47+00:00
556,362,2026-05-03,AVAILABLE,2025-03-19 05:46:18+00:00
557,836,2025-10-18,BLOCKED,2024-08-04 20:59:25+00:00
558,836,2026-11-21,AVAILABLE,2025-04-22 14:07:17+00:00
559,965,2025-12-17,AVAILABLE,2025-07-22 08:45:57+00:00
560,965,2026-08-25,OCCUPIED,2025-10-18 19:13:59+00:00
561,504,2026-10-22,OCCUPIED,2025-08-08 21:45:44+00:00
562,504,2026-12-30,AVAILABLE,2025-10-18 20:15:14+00:00
563,912,2026-08-01,OCCUPIED,2024-10-29 10:50:45+00:00
564,912,2025-11-22,OCCUPIED,2025-02-20 01:01:50+00:00
565,347,2026-11-27,OCCUPIED,2024-12-13 23:55:09+00:00
566,347,2025-11-01,BLOCKED,2025-04-27 11:56:30+00:00
567,46,2025-09-13,AVAILABLE,2025-05-03 06:18:19+00:00
568,46,2026-10-26,OCCUPIED,2024-10-10 01:14:18+00:00
569,708,2025-11-04,AVAILABLE,2025-01-09 23:35:25+00:00
570,708,2024-10-12,AVAILABLE,2025-07-13 21:45:09+00:00
571,651,2025-06-01,BLOCKED,2025-01-02 06:18:01+00:00
572,651,2024-06-25,AVAILABLE,2025-10-30 08:56:54+00:00
573,996,2024-05-19,BLOCKED,2025-08-14 17:02:42+00:00
574,996,2025-12-01,OCCUPIED,2025-09-25 14:52:51+00:00
575,20,2024-07-09,BLOCKED,2024-12-25 09:36:40+00:00
576,20,2025-06-09,AVAILABLE,2025-07-23 11:32:34+00:00
577,779,2025-11-27,AVAILABLE,2025-07-16 15:09:10+00:00
578,779,2025-06-18,BLOCKED,2024-05-18 23:10:51+00:00
579,441,2024-02-18,BLOCKED,2024-06-06 01:08:30+00:00
580,441,2024-11-29,OCCUPIED,2025-07-17 02:40:06+00:00
581,23,2024-11-18,OCCUPIED,2024-12-02 10:11:56+00:00
582,23,2025-07-06,BLOCKED,2024-10-29 11:24:37+00:00
583,797,2026-01-05,OCCUPIED,2025-12-21 08:42:59+00:00
584,797,2024-02-23,BLOCKED,2025-07-30 17:15:36+00:00
585,726,2024-03-09,OCCUPIED,2025-12-11 14:03:31+00:00
586,726,2024-09-13,OCCUPIED,2025-10-06 15:44:11+00:00
587,147,2026-11-16,AVAILABLE,2024-03-01 09:05:15+00:00
588,147,2024-01-11,BLOCKED,2024-11-05 03:06:53+00:00
589,893,2026-08-14,OCCUPIED,2024-12-02 11:08:40+00:00
590,893,2026-03-24,OCCUPIED,2024-07-20 23:35:05+00:00
591,38,2024-05-20,OCCUPIED,2024-05-21 03:23:15+00:00
592,38,2025-10-01,BLOCKED,2025-01-10 04:23:43+00:00
593,684,2026-09-03,AVAILABLE,2024-06-05 14:20:04+00:00
594,684,2026-11-10,BLOCKED,2025-06-20 13:41:34+00:00
595,238,2026-12-09,AVAILABLE,2025-04-04 07:36:54+00:00
596,238,2025-12-05,OCCUPIED,2025-11-29 13:00:52+00:00
597,562,2024-11-20,BLOCKED,2025-10-28 06:02:12+00:00
598,562,2024-02-23,OCCUPIED,2024-10-04 00:48:13+00:00
599,945,2025-05-29,BLOCKED,2024-08-11 17:37:00+00:00
600,945,2025-10-22,OCCUPIED,2025-04-23 21:28:10+00:00
601,244,2026-03-01,BLOCKED,2025-03-16 03:35:40+00:00
602,244,2025-12-06,BLOCKED,2025-06-03 02:06:34+00:00
603,580,2025-08-02,BLOCKED,2024-09-03 05:02:44+00:00
604,580,2024-01-23,AVAILABLE,2024-08-21 09:32:05+00:00
605,240,2026-06-28,BLOCKED,2025-01-09 22:47:00+00:00
606,240,2026-04-09,OCCUPIED,2025-02-13 18:04:40+00:00
607,90,2026-10-24,BLOCKED,2024-03-11 22:52:30+00:00
608,90,2024-02-23,AVAILABLE,2025-06-14 19:12:22+00:00
609,413,2025-07-24,AVAILABLE,2024-12-15 17:28:10+00:00
610,413,2024-09-25,BLOCKED,2025-08-26 01:29:54+00:00
611,686,2024-08-26,BLOCKED,2024-05-30 14:14:19+00:00
612,686,2026-05-03,OCCUPIED,2024-11-05 13:29:42+00:00
613,903,2026-10-25,OCCUPIED,2025-03-19 09:04:08+00:00
614,903,2024-03-21,BLOCKED,2024-10-20 03:21:38+00:00
615,130,2026-05-31,BLOCKED,2025-06-30 15:58:14+00:00
616,130,2025-10-15,BLOCKED,2025-08-06 05:54:58+00:00
617,159,2024-02-22,OCCUPIED,2024-01-15 01:40:30+00:00
618,159,2024-03-10,AVAILABLE,2024-05-28 03:23:51+00:00
619,257,2024-12-12,AVAILABLE,2024-07-14 21:28:25+00:00
620,257,2024-07-27,OCCUPIED,2025-09-09 11:48:30+00:00
621,986,2026-02-14,OCCUPIED,2025-09-06 05:51:37+00:00
622,986,2026-03-15,AVAILABLE,2024-05-20 03:37:01+00:00
623,379,2024-09-25,AVAILABLE,2025-03-05 15:47:46+00:00
624,379,2024-05-25,OCCUPIED,2024-08-06 01:44:23+00:00
625,578,2024-07-25,AVAILABLE,2024-08-10 01:43:06+00:00
626,578,2026-10-26,BLOCKED,2025-03-18 17:07:25+00:00
627,167,2024-12-14,OCCUPIED,2025-11-14 16:11:52+00:00
628,167,2025-11-21,BLOCKED,2025-01-23 02:30:55+00:00
629,802,2024-08-31,AVAILABLE,2025-02-15 08:56:28+00:00
630,802,2026-12-27,AVAILABLE,2024-09-13 04:59:35+00:00
631,339,2025-09-09,BLOCKED,2025-08-08 14:51:16+00:00
632,339,2024-01-29,OCCUPIED,2024-06-17 00:13:27+00:00
633,703,2025-07-26,OCCUPIED,2025-11-15 15:49:40+00:00
634,703,2024-08-15,BLOCKED,2024-05-04 18:48:30+00:00
635,982,2025-10-02,AVAILABLE,2025-12-13 14:12:33+00:00
636,982,2024-11-11,AVAILABLE,2024-09-16 03:27:42+00:00
637,992,2026-09-07,BLOCKED,2024-01-22 15:48:18+00:00
638,992,2026-06-30,BLOCKED,2025-12-28 03:17:22+00:00
639,689,2026-10-01,AVAILABLE,2024-02-19 04:36:38+00:00
640,689,2026-03-28,AVAILABLE,2024-09-30 07:22:05+00:00
641,629,2025-04-07,OCCUPIED,2024-10-10 04:20:04+00:00
642,629,2026-12-06,AVAILABLE,2025-03-11 13:17:48+00:00
643,620,2026-07-09,BLOCKED,2024-02-20 07:33:04+00:00
644,620,2024-03-07,AVAILABLE,2025-02-23 04:59:27+00:00
645,56,2025-10-30,BLOCKED,2025-01-07 14:35:58+00:00
646,56,2025-04-24,AVAILABLE,2024-06-10 13:52:21+00:00
647,841,2025-12-13,BLOCKED,2025-11-08 13:02:26+00:00
648,841,2024-09-07,BLOCKED,2024-01-17 01:50:50+00:00
649,406,2024-12-15,AVAILABLE,2025-02-16 13:17:55+00:00
650,406,2024-11-14,AVAILABLE,2024-08-13 06:09:54+00:00
651,671,2024-02-24,OCCUPIED,2024-06-18 19:16:18+00:00
652,671,2024-10-14,AVAILABLE,2025-11-24 06:23:55+00:00
653,364,2024-04-23,AVAILABLE,2025-09-19 05:47:34+00:00
654,364,2026-06-28,BLOCKED,2026-01-03 03:27:58+00:00
655,732,2027-01-06,OCCUPIED,2025-10-07 14:50:04+00:00
656,732,2026-02-08,OCCUPIED,2025-03-29 19:22:57+00:00
657,440,2025-12-17,AVAILABLE,2025-09-24 04:15:34+00:00
658,440,2026-08-21,AVAILABLE,2025-12-28 02:29:28+00:00
659,876,2024-01-15,AVAILABLE,2025-04-20 06:20:44+00:00
660,876,2026-04-25,OCCUPIED,2024-09-09 17:13:03+00:00
661,818,2026-10-02,AVAILABLE,2024-08-29 10:45:10+00:00
662,818,2026-03-10,OCCUPIED,2025-01-14 01:33:12+00:00
663,762,2025-09-30,OCCUPIED,2024-02-15 09:19:17+00:00
664,762,2024-04-27,BLOCKED,2024-07-02 07:14:54+00:00
665,889,2026-05-14,AVAILABLE,2024-11-29 21:59:57+00:00
666,889,2026-07-23,AVAILABLE,2025-06-21 10:21:39+00:00
667,865,2024-08-03,BLOCKED,2024-10-20 10:43:06+00:00
668,865,2025-12-20,BLOCKED,2025-05-02 10:21:29+00:00
669,212,2024-01-30,OCCUPIED,2024-06-02 03:36:47+00:00
670,212,2026-04-16,BLOCKED,2025-03-11 12:45:19+00:00
671,532,2024-02-03,BLOCKED,2025-05-29 01:22:56+00:00
672,532,2026-10-10,OCCUPIED,2025-08-07 10:26:27+00:00
673,857,2025-07-27,OCCUPIED,2024-01-11 10:45:46+00:00
674,857,2026-12-07,BLOCKED,2024-05-23 14:46:25+00:00
675,294,2024-01-26,BLOCKED,2024-05-14 08:04:01+00:00
676,294,2024-05-06,OCCUPIED,2025-09-17 23:46:49+00:00
677,402,2026-01-24,AVAILABLE,2025-06-25 23:23:06+00:00
678,402,2024-05-16,AVAILABLE,2024-01-28 18:57:27+00:00
679,888,2024-09-11,AVAILABLE,2025-02-01 20:10:29+00:00
680,888,2025-01-18,AVAILABLE,2025-08-02 01:10:56+00:00
681,19,2025-03-06,OCCUPIED,2025-09-07 08:05:39+00:00
682,19,2025-09-20,BLOCKED,2024-10-19 20:12:13+00:00
683,346,2026-09-11,AVAILABLE,2024-04-28 00:54:01+00:00
684,346,2024-07-22,BLOCKED,2024-10-07 06:47:40+00:00
685,919,2026-06-22,OCCUPIED,2024-11-23 23:38:18+00:00
686,919,2026-09-14,BLOCKED,2025-01-31 00:10:30+00:00
687,166,2024-01-18,OCCUPIED,2025-03-18 16:19:49+00:00
688,166,2025-01-01,BLOCKED,2025-01-08 08:06:35+00:00
689,422,2026-06-20,BLOCKED,2024-10-28 10:27:51+00:00
690,422,2024-05-04,AVAILABLE,2025-10-27 17:18:27+00:00
691,948,2025-04-22,OCCUPIED,2024-06-17 19:45:59+00:00
692,948,2024-01-11,OCCUPIED,2025-05-03 22:54:46+00:00
693,44,2024-05-02,OCCUPIED,2024-09-25 05:21:20+00:00
694,44,2026-04-09,BLOCKED,2025-02-18 07:41:22+00:00
695,255,2026-12-17,AVAILABLE,2025-05-13 15:38:42+00:00
696,255,2024-06-21,AVAILABLE,2024-09-16 19:08:03+00:00
697,335,2026-08-22,OCCUPIED,2025-05-29 17:50:53+00:00
698,335,2025-08-09,AVAILABLE,2024-12-28 01:50:18+00:00
699,109,2025-09-08,BLOCKED,2025-03-08 02:38:45+00:00
700,109,2024-07-07,AVAILABLE,2025-07-23 06:28:18+00:00
701,53,2024-10-20,OCCUPIED,2024-07-18 16:10:16+00:00
702,53,2025-09-20,AVAILABLE,2025-07-06 12:41:27+00:00
703,761,2025-07-19,OCCUPIED,2025-08-12 17:31:08+00:00
704,761,2025-01-15,AVAILABLE,2025-10-11 17:14:08+00:00
705,318,2024-10-18,AVAILABLE,2024-05-06 20:07:20+00:00
706,318,2025-03-26,OCCUPIED,2024-12-25 02:09:15+00:00
707,663,2026-06-22,OCCUPIED,2024-12-21 01:17:45+00:00
708,663,2024-06-27,AVAILABLE,2024-06-01 18:12:01+00:00
709,102,2024-02-21,BLOCKED,2024-07-17 09:06:00+00:00
710,102,2026-03-29,OCCUPIED,2025-04-21 01:57:50+00:00
711,266,2025-05-07,BLOCKED,2024-07-18 21:23:22+00:00
712,266,2026-04-10,OCCUPIED,2025-08-11 02:15:42+00:00
713,829,2026-04-13,BLOCKED,2025-07-22 21:12:44+00:00
714,829,2025-04-24,BLOCKED,2025-06-28 07:16:01+00:00
715,162,2024-08-14,BLOCKED,2025-06-20 20:58:14+00:00
716,162,2024-11-28,BLOCKED,2025-07-26 06:25:40+00:00
717,750,2026-10-07,OCCUPIED,2024-04-23 20:47:55+00:00
718,750,2024-02-23,AVAILABLE,2024-01-17 10:08:51+00:00
719,505,2024-01-23,BLOCKED,2025-07-19 17:15:56+00:00
720,505,2024-03-22,AVAILABLE,2024-01-23 13:10:14+00:00
721,262,2024-08-08,BLOCKED,2024-05-19 04:39:22+00:00
722,262,2026-09-23,BLOCKED,2025-11-16 05:13:04+00:00
723,324,2025-04-21,OCCUPIED,2024-11-03 10:33:44+00:00
724,324,2024-03-21,OCCUPIED,2024-04-25 23:48:48+00:00
725,384,2025-09-30,BLOCKED,2024-02-20 16:11:29+00:00
726,384,2026-10-09,AVAILABLE,2025-07-11 16:59:20+00:00
727,674,2026-10-24,AVAILABLE,2025-02-13 18:58:45+00:00
728,674,2024-02-05,AVAILABLE,2024-11-08 14:44:19+00:00
729,7,2025-06-21,OCCUPIED,2025-04-23 12:48:06+00:00
730,7,2027-01-05,BLOCKED,2024-03-13 10:47:33+00:00
731,605,2026-11-04,BLOCKED,2025-12-06 16:04:31+00:00
732,605,2024-03-01,AVAILABLE,2025-06-21 15:19:49+00:00
733,778,2025-03-21,OCCUPIED,2024-11-14 20:05:16+00:00
734,778,2026-09-04,AVAILABLE,2024-05-31 20:40:00+00:00
735,453,2024-10-03,AVAILABLE,2024-04-29 16:54:39+00:00
736,453,2024-07-23,BLOCKED,2024-08-21 17:58:15+00:00
737,529,2026-03-20,BLOCKED,2024-04-19 14:16:17+00:00
738,529,2024-07-23,AVAILABLE,2025-06-21 21:45:52+00:00
739,80,2024-12-29,OCCUPIED,2025-03-28 19:46:06+00:00
740,80,2026-11-20,BLOCKED,2024-12-14 10:58:18+00:00
741,513,2025-08-07,BLOCKED,2024-06-15 03:25:04+00:00
742,513,2025-09-01,BLOCKED,2025-03-20 05:34:58+00:00
743,280,2026-04-22,AVAILABLE,2025-10-14 08:44:14+00:00
744,280,2027-01-03,AVAILABLE,2025-04-03 06:15:25+00:00
745,519,2024-03-15,OCCUPIED,2025-08-03 20:52:47+00:00
746,519,2024-03-05,BLOCKED,2024-12-19 03:52:42+00:00
747,819,2024-07-19,OCCUPIED,2025-03-13 13:21:46+00:00
748,819,2026-04-04,AVAILABLE,2024-07-06 05:50:24+00:00
749,57,2024-04-06,OCCUPIED,2026-01-05 23:12:28+00:00
750,57,2026-03-18,BLOCKED,2025-06-04 05:42:46+00:00
751,484,2025-09-29,OCCUPIED,2025-12-19 11:10:09+00:00
752,484,2025-09-20,AVAILABLE,2024-01-11 22:48:59+00:00
753,181,2026-01-15,OCCUPIED,2025-10-19 06:00:14+00:00
754,181,2024-12-31,AVAILABLE,2025-04-23 20:14:17+00:00
755,37,2026-03-06,BLOCKED,2025-09-23 07:38:08+00:00
756,37,2026-11-15,OCCUPIED,2025-07-31 02:51:23+00:00
757,269,2026-10-17,BLOCKED,2024-09-03 08:31:13+00:00
758,269,2025-09-22,OCCUPIED,2025-10-04 11:24:52+00:00
759,325,2024-02-08,BLOCKED,2024-08-22 12:26:02+00:00
760,325,2024-05-22,AVAILABLE,2024-05-19 11:29:30+00:00
761,1000,2024-09-21,BLOCKED,2024-10-18 13:41:14+00:00
762,1000,2026-10-12,BLOCKED,2025-12-29 23:03:12+00:00
763,542,2024-03-04,OCCUPIED,2025-03-09 19:39:54+00:00
764,542,2025-02-23,BLOCKED,2025-02-17 04:05:23+00:00
765,646,2026-09-26,OCCUPIED,2025-12-22 22:25:09+00:00
766,646,2025-09-10,OCCUPIED,2024-01-19 17:20:22+00:00
767,267,2026-06-08,AVAILABLE,2025-09-28 13:17:34+00:00
768,267,2026-10-18,OCCUPIED,2024-06-17 12:45:25+00:00
769,493,2025-06-21,OCCUPIED,2024-11-19 00:56:49+00:00
770,493,2026-08-01,BLOCKED,2024-12-29 22:53:00+00:00
771,744,2026-05-30,AVAILABLE,2024-05-18 02:12:55+00:00
772,744,2024-05-06,OCCUPIED,2024-10-04 13:49:20+00:00
773,487,2025-10-29,BLOCKED,2025-07-02 06:19:04+00:00
774,487,2026-09-14,BLOCKED,2024-12-20 13:55:22+00:00
775,491,2024-04-14,AVAILABLE,2024-09-28 03:56:04+00:00
776,491,2026-12-10,BLOCKED,2025-03-05 18:18:04+00:00
777,478,2025-02-25,OCCUPIED,2024-09-11 04:01:13+00:00
778,478,2026-04-14,OCCUPIED,2024-04-08 01:10:29+00:00
779,652,2024-01-22,OCCUPIED,2024-05-22 18:34:16+00:00
780,652,2024-06-30,AVAILABLE,2025-10-06 00:55:56+00:00
781,625,2024-01-30,BLOCKED,2024-10-06 10:34:39+00:00
782,625,2026-09-19,BLOCKED,2024-05-24 18:55:15+00:00
